 ,Time(s)
1,0.000
2,0.941
3,1.941
4,2.233
5,2.380
6,2.527
7,2.674
8,2.821
9,2.968
10,3.115
11,3.262
12,3.410
13,3.557
14,3.704
15,3.851
16,3.998
17,4.145
18,4.292
19,4.439
20,4.586
21,4.733
22,4.880
23,5.027
24,5.174
25,5.322
26,5.469
27,5.616
28,5.762
29,5.909
30,6.056
31,6.203
32,6.351
33,6.498
34,6.645
35,6.792
36,6.939
37,7.086
38,7.233
39,7.380
40,7.527
41,7.674
42,7.821
43,7.968
44,8.115
45,8.262
46,8.410
47,8.557
48,8.704
49,8.851
50,8.998
51,9.145
52,9.292
53,9.439
54,9.586
55,9.734
56,9.881
57,10.028
58,10.175
59,10.322
60,10.469
61,10.616
62,10.763
63,10.911
64,11.058
65,11.205
66,11.352
67,11.499
68,11.646
69,11.794
70,11.941
71,12.088
72,12.235
73,12.382
74,12.529
75,12.676
76,12.823
77,12.970
78,13.117
79,13.264
80,13.411
81,13.558
82,13.706
83,13.853
84,14.000
85,14.147
86,14.294
87,14.441
88,14.588
89,14.736
90,14.883
91,15.030
92,15.177
93,15.324
94,15.471
95,15.618
96,15.765
97,15.913
98,16.060
99,16.207
100,16.354
101,16.501
102,16.648
103,16.795
104,16.943
105,17.090
106,17.238
107,17.385
108,17.532
109,17.679
110,17.826
111,17.974
112,18.121
113,18.268
114,18.415
115,18.562
116,18.709
117,18.856
118,19.004
119,19.151
120,19.298
121,19.445
122,19.592
123,19.739
124,19.886
125,20.034
126,20.181
127,20.328
128,20.475
129,20.622
130,20.770
131,20.916
132,21.064
133,21.210
134,21.358
135,21.505
136,21.652
137,21.799
138,21.946
139,22.093
140,22.240
141,22.387
142,22.534
143,22.681
144,22.828
145,22.975
146,23.122
147,23.269
148,23.416
149,23.563
150,23.711
151,23.858
152,24.005
153,24.152
154,24.299
155,24.482
156,24.629
157,24.776
158,24.923
159,25.070
160,25.217
161,25.364
162,25.511
163,25.658
164,25.805
165,25.953
166,26.099
167,26.247
168,26.394
169,26.541
170,26.688
171,26.835
172,26.982
173,27.129
174,27.276
175,27.423
176,27.570
177,27.717
178,27.864
179,28.011
180,28.158
181,28.305
182,28.452
183,28.600
184,28.747
185,28.894
186,29.041
187,29.188
188,29.336
189,29.482
190,29.630
191,29.776
192,29.923
193,30.070
194,30.218
195,30.365
196,30.512
197,30.659
198,30.806
199,30.954
200,31.101
201,31.248
202,31.395
203,31.542
204,31.689
205,31.836
206,31.983
207,32.130
