 ,Time(s)
1,0.000
2,0.938
3,1.939
4,2.231
5,2.378
6,2.525
7,2.672
8,2.819
9,2.966
10,3.113
11,3.260
12,3.407
13,3.554
14,3.702
15,3.848
16,3.996
17,4.142
18,4.289
19,4.436
20,4.583
21,4.730
22,4.878
23,5.025
24,5.172
25,5.319
26,5.466
27,5.613
28,5.760
29,5.907
30,6.054
31,6.201
32,6.348
33,6.495
34,6.642
35,6.789
36,6.936
37,7.083
38,7.230
39,7.377
40,7.525
41,7.672
42,7.819
43,7.966
44,8.113
45,8.260
46,8.407
47,8.554
48,8.701
49,8.848
50,8.995
51,9.141
52,9.289
53,9.435
54,9.582
55,9.729
56,9.876
57,10.024
58,10.171
59,10.318
60,10.464
61,10.611
62,10.758
63,10.905
64,11.053
65,11.200
66,11.347
67,11.494
68,11.641
69,11.788
70,11.935
71,12.081
72,12.228
73,12.376
74,12.523
75,12.670
76,12.816
77,12.964
78,13.111
79,13.258
80,13.405
81,13.552
82,13.699
83,13.846
84,13.993
85,14.140
86,14.287
87,14.434
88,14.581
89,14.728
90,14.875
91,15.023
92,15.170
93,15.317
94,15.464
95,15.611
96,15.758
97,15.905
98,16.052
99,16.199
100,16.346
101,16.494
102,16.641
103,16.788
104,16.935
105,17.082
106,17.228
107,17.375
108,17.523
109,17.670
110,17.817
111,17.964
112,18.111
113,18.258
114,18.405
115,18.552
116,18.699
117,18.846
118,18.993
119,19.140
120,19.287
121,19.434
122,19.581
123,19.728
124,19.875
125,20.022
126,20.168
127,20.316
128,20.462
129,20.609
130,20.756
131,20.903
132,21.050
133,21.197
134,21.344
135,21.491
136,21.638
137,21.785
138,21.932
139,22.079
140,22.226
141,22.372
142,22.519
143,22.666
144,22.813
145,22.960
146,23.107
147,23.254
148,23.401
149,23.548
150,23.695
151,23.842
152,23.989
153,24.136
154,24.283
155,24.464
156,24.611
157,24.758
158,24.905
159,25.053
160,25.200
161,25.347
162,25.494
163,25.640
164,25.787
165,25.934
166,26.081
167,26.228
168,26.376
169,26.523
170,26.670
171,26.817
172,26.963
173,27.110
174,27.258
175,27.405
176,27.552
177,27.699
178,27.845
179,27.992
180,28.139
181,28.286
182,28.433
183,28.580
184,28.727
185,28.874
186,29.021
187,29.168
188,29.315
189,29.462
190,29.609
191,29.756
192,29.902
193,30.049
194,30.196
195,30.343
196,30.490
197,30.637
198,30.784
199,30.931
200,31.078
201,31.225
202,31.372
203,31.519
204,31.666
205,31.813
206,31.960
207,32.107
