 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,288.445,852.804,103.575,851.108
2,280.323,830.015,103.509,828.687
3,278.308,822.693,103.349,820.036
4,225.678,523.763,103.504,788.466
5,237.577,611.553,103.317,783.637
6,242.987,656.267,103.263,787.779
7,244.938,675.297,103.459,784.829
8,247.421,691.526,103.374,788.907
9,247.946,703.879,103.195,790.964
10,249.344,710.096,103.252,789.188
11,249.768,718.389,103.336,788.518
12,249.477,721.196,103.145,788.543
13,250.375,719.857,103.322,785.994
14,250.832,723.889,103.249,784.108
15,251.833,728.208,103.296,784.677
16,250.553,730.911,103.090,786.063
17,251.134,733.044,103.066,787.587
18,252.086,733.923,103.261,789.877
19,252.144,738.734,103.291,790.238
20,253.623,740.750,103.250,790.854
21,251.707,739.352,103.201,790.125
22,252.778,742.363,103.184,789.650
23,253.063,748.090,103.285,792.484
24,254.017,749.619,103.200,792.967
25,253.118,750.060,103.256,791.161
26,252.703,752.650,103.259,790.730
27,252.965,754.068,103.360,792.202
28,254.233,755.559,103.038,789.552
29,252.030,757.058,103.234,789.674
30,253.594,757.038,103.201,788.460
31,254.542,757.885,103.234,788.971
32,254.231,755.164,103.279,788.049
33,255.328,760.717,103.348,788.507
34,254.642,758.305,103.143,788.080
35,254.710,757.938,103.171,789.074
36,254.583,759.235,103.179,785.235
37,253.994,761.720,103.208,786.250
38,254.673,762.286,103.341,786.459
39,255.240,761.732,103.266,787.190
40,255.719,761.162,103.250,786.924
41,254.945,761.681,103.311,787.910
42,256.283,763.829,103.212,789.121
43,256.011,762.069,103.118,787.481
44,256.285,765.479,103.234,787.481
45,255.048,764.154,103.359,787.896
46,256.808,762.224,103.010,785.375
47,256.407,760.860,103.245,787.798
48,255.223,762.364,103.238,784.293
49,256.926,760.516,103.130,785.941
50,256.127,762.337,103.364,783.143
51,256.896,763.649,103.098,784.194
52,257.282,762.779,103.143,784.354
53,256.125,761.662,103.144,786.676
54,256.367,761.967,103.069,785.312
55,255.425,763.400,103.022,782.941
56,257.635,761.546,103.362,786.391
57,257.776,763.724,103.280,785.412
58,257.046,763.701,103.239,784.804
59,257.152,763.945,103.218,786.870
60,258.687,765.116,103.157,784.851
61,258.035,766.238,103.267,785.231
62,258.212,764.205,103.448,787.544
63,257.795,764.906,103.429,784.658
64,256.675,766.528,103.269,785.616
65,257.768,764.960,103.257,783.471
66,257.590,765.706,103.157,784.323
67,257.773,763.317,103.398,782.761
68,257.188,767.909,103.266,781.372
69,257.668,767.216,103.112,782.439
70,258.515,766.727,103.146,784.347
71,257.601,765.869,103.159,783.553
72,256.645,768.141,103.228,783.223
73,257.209,766.631,103.071,782.781
74,257.738,769.642,103.184,783.712
75,256.262,769.738,103.386,783.440
76,257.746,767.322,103.165,784.211
77,257.393,768.078,103.147,780.861
78,257.925,767.970,103.133,783.795
79,257.552,768.532,103.116,780.619
80,257.421,770.442,103.180,779.571
81,257.585,768.116,103.047,781.950
82,258.145,768.215,103.094,779.033
83,257.468,765.609,103.141,781.852
84,257.830,763.702,103.203,779.942
85,257.424,764.732,103.098,781.026
86,258.968,764.625,103.240,778.534
87,257.873,766.571,103.254,780.892
88,257.250,767.593,103.193,781.422
89,257.063,768.598,103.171,776.700
90,257.927,765.630,103.221,782.322
91,258.483,767.294,103.180,781.962
92,258.186,766.839,103.175,778.734
93,258.739,769.142,103.061,779.887
94,258.570,766.957,103.078,777.138
95,259.062,765.020,102.979,777.345
96,259.206,764.130,103.156,775.013
97,258.888,762.190,103.061,774.433
98,258.167,764.540,102.980,775.559
99,259.036,762.500,103.059,778.383
100,258.873,759.544,103.067,778.670
101,259.768,762.930,103.150,779.039
102,259.757,760.051,103.168,778.382
103,258.566,760.715,103.248,776.193
104,259.029,759.159,103.180,772.579
105,259.349,759.983,103.278,774.399
106,258.156,763.313,103.153,772.990
107,258.246,762.857,103.082,774.142
108,258.388,763.934,103.053,773.062
109,259.335,762.154,103.135,774.010
110,259.002,760.070,103.146,772.574
111,258.056,759.873,103.066,773.052
112,258.678,761.415,103.141,770.581
113,258.955,761.269,103.161,772.773
114,259.837,762.180,103.098,772.318
115,258.209,759.125,102.989,774.739
116,259.171,759.661,103.103,772.737
117,259.291,759.643,103.098,772.179
118,258.973,762.952,103.215,772.225
119,257.924,763.605,103.047,773.067
120,259.020,765.170,103.021,772.232
121,257.601,761.483,103.075,771.642
122,258.805,760.922,103.185,771.791
123,257.674,760.387,103.133,767.777
124,258.032,758.516,103.078,775.468
125,258.511,760.596,103.362,773.363
126,258.151,760.729,103.171,772.183
127,257.862,762.031,103.256,773.397
128,257.393,762.813,102.977,771.770
129,257.417,762.079,103.249,772.652
130,258.712,760.749,102.929,772.559
131,258.637,766.629,103.062,769.177
132,258.513,763.172,103.247,768.018
133,257.956,765.726,103.048,771.934
134,258.161,764.274,103.313,769.275
135,259.297,762.921,103.151,767.226
136,258.801,762.497,103.169,770.591
137,257.916,759.870,103.176,771.118
138,258.802,761.488,103.125,771.215
139,258.415,763.053,103.212,768.487
140,259.480,763.643,103.135,771.419
141,258.165,764.100,103.291,766.980
142,258.096,761.984,103.128,770.021
143,257.641,763.794,103.089,770.344
144,257.958,763.714,103.151,771.236
145,257.412,765.294,103.263,769.980
146,258.010,765.103,103.035,769.999
147,257.750,762.368,103.121,770.453
148,258.726,762.502,103.103,769.852
149,257.513,761.131,103.275,768.228
150,258.328,760.714,102.966,769.274
151,259.564,760.233,103.088,767.710
152,259.782,758.775,103.050,769.153
153,258.317,763.537,103.212,768.783
154,258.326,763.273,103.185,766.894
155,258.153,759.355,103.220,764.801
156,258.042,758.357,103.049,767.325
157,257.015,756.521,103.258,763.281
158,257.731,753.271,102.990,765.644
159,258.356,753.554,103.048,766.793
160,258.549,756.602,102.991,764.228
161,258.408,753.623,103.101,765.949
162,258.759,755.727,102.876,764.720
163,259.332,754.411,102.991,768.024
164,258.933,749.733,102.994,766.268
165,258.961,753.824,102.958,764.449
166,258.787,751.229,103.121,765.949
167,257.890,754.503,103.011,762.242
168,257.273,752.323,103.142,763.543
169,257.645,752.837,103.024,764.986
170,256.760,753.313,102.944,760.921
171,257.305,755.911,103.103,761.989
172,257.141,756.627,103.066,763.390
173,257.796,754.491,103.040,763.045
174,257.335,752.494,103.046,764.292
175,257.716,748.645,103.134,761.041
176,259.169,748.611,103.199,763.362
177,257.302,749.862,103.059,762.292
178,257.503,752.034,103.093,761.843
179,257.643,753.240,103.128,763.071
180,256.496,754.783,103.176,759.442
181,258.199,754.664,102.990,761.937
182,258.013,754.217,103.277,761.706
183,257.648,754.745,103.037,763.532
184,257.663,755.002,103.087,762.878
185,258.066,754.077,103.189,760.329
186,258.082,754.100,103.105,761.784
187,257.831,754.573,102.977,760.585
188,257.324,750.316,103.102,758.057
189,258.191,751.840,102.968,762.389
190,258.351,752.690,103.008,760.442
191,257.712,754.482,103.034,761.157
192,259.185,752.994,102.890,761.818
193,259.241,752.331,102.997,761.583
194,259.157,757.816,103.165,760.351
195,259.635,754.619,103.011,758.311
196,258.514,757.014,102.860,760.624
197,259.562,757.904,103.077,761.190
198,258.109,754.477,103.200,762.277
199,258.433,752.172,103.135,760.949
200,258.753,755.240,103.130,763.030
201,258.099,753.974,102.943,762.799
202,259.003,758.154,102.842,762.760
203,258.471,754.193,103.123,761.194
204,257.719,756.566,103.014,763.822
205,258.168,755.460,102.943,763.897
206,258.605,755.719,102.987,763.419
207,257.935,758.247,103.104,761.287
