 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,258.161,714.581,101.314,648.695
2,255.305,698.905,101.199,642.198
3,254.018,692.043,101.107,646.726
4,209.725,441.087,100.880,639.078
5,222.154,518.710,100.932,633.563
6,227.526,554.367,101.044,635.744
7,230.170,573.172,100.936,631.141
8,232.575,589.974,101.034,632.664
9,234.895,598.796,100.910,635.602
10,237.036,605.197,100.877,633.536
11,237.350,608.611,101.077,633.661
12,235.965,611.340,100.897,630.703
13,236.911,617.575,101.082,628.647
14,236.724,620.561,100.987,627.492
15,238.711,620.012,100.807,630.130
16,238.637,621.490,100.746,629.521
17,238.455,624.188,100.968,634.377
18,238.829,626.924,101.081,637.570
19,239.292,629.403,100.836,637.940
20,239.269,631.861,100.884,633.106
21,239.279,633.006,100.739,634.310
22,238.634,635.220,100.903,635.651
23,239.555,634.359,100.911,633.630
24,240.573,636.369,100.743,629.914
25,242.312,637.541,100.934,632.982
26,242.325,639.821,100.969,636.745
27,241.943,638.764,100.956,639.309
28,242.633,641.199,100.800,639.282
29,243.967,640.786,100.896,640.911
30,242.111,641.373,100.637,645.226
31,243.684,642.048,100.762,643.536
32,242.828,642.402,100.841,646.802
33,242.637,641.730,101.155,648.684
34,243.522,643.103,100.945,648.605
35,243.190,643.879,100.882,645.321
36,243.431,644.854,100.753,646.021
37,244.434,645.265,100.946,643.238
38,243.603,642.138,100.801,640.561
39,244.291,643.184,100.901,639.958
40,243.672,646.031,100.884,641.732
41,243.070,645.091,100.871,640.604
42,243.624,642.824,100.860,642.124
43,244.493,643.878,100.925,648.870
44,244.546,644.615,101.222,649.168
45,243.789,645.223,101.062,648.979
46,243.930,645.503,101.056,649.823
47,243.765,646.757,100.983,652.256
48,244.406,647.451,100.955,650.218
49,243.681,643.357,100.784,649.006
50,244.035,645.154,100.915,651.870
51,244.942,642.844,101.054,655.169
52,245.312,646.842,100.956,653.209
53,244.385,644.668,100.925,653.218
54,244.354,645.266,100.794,657.214
55,244.480,648.240,100.726,652.962
56,244.488,645.777,100.835,653.404
57,244.021,646.256,101.048,652.335
58,243.508,647.228,101.068,655.578
59,244.824,648.744,100.890,652.472
60,244.535,649.806,101.178,655.534
61,244.239,647.377,100.962,654.515
62,243.821,647.431,100.990,658.713
63,244.017,646.965,100.761,657.808
64,242.664,646.328,100.686,659.054
65,244.496,646.589,100.955,658.027
66,244.568,645.037,100.915,657.258
67,244.034,644.665,100.950,660.771
68,244.391,645.973,100.775,661.517
69,243.472,646.563,100.988,658.744
70,243.089,646.066,100.835,659.334
71,243.678,647.788,100.888,658.737
72,243.748,646.118,100.856,659.475
73,243.504,647.500,100.774,657.656
74,243.409,648.172,100.929,658.899
75,243.617,646.731,101.080,661.749
76,244.663,647.969,100.865,660.180
77,243.367,646.828,100.933,659.430
78,242.455,646.860,100.697,660.040
79,244.227,646.117,100.711,663.667
80,243.822,649.195,100.941,660.656
81,244.288,645.548,100.836,657.650
82,243.891,649.778,100.930,657.820
83,243.638,645.897,100.811,660.442
84,243.489,649.197,100.849,661.058
85,243.888,649.557,100.774,659.940
86,244.560,648.962,101.020,658.613
87,244.129,648.604,100.897,662.076
88,243.764,648.326,100.801,661.398
89,243.063,648.465,100.868,662.387
90,244.910,650.117,100.713,662.702
91,244.595,650.935,100.793,662.366
92,243.377,649.171,100.879,662.699
93,243.534,650.456,100.937,664.072
94,243.691,649.588,100.842,664.441
95,244.243,652.306,100.842,663.794
96,244.870,649.336,100.863,664.661
97,243.150,650.541,100.775,663.327
98,243.089,649.131,100.831,663.400
99,243.308,647.840,100.847,666.092
100,244.463,648.028,100.719,665.709
101,243.398,647.417,100.757,665.212
102,243.278,648.425,100.792,667.291
103,243.683,649.211,100.762,668.215
104,243.928,649.150,100.723,667.267
105,243.040,649.877,100.729,667.686
106,242.881,649.421,100.819,668.662
107,241.960,647.631,100.639,669.334
108,244.275,649.299,100.719,669.074
109,243.521,650.099,100.764,670.692
110,243.824,650.257,100.710,668.940
111,244.481,647.364,100.811,670.648
112,243.316,651.178,100.675,671.928
113,242.615,648.438,100.780,670.392
114,243.021,650.125,100.742,671.325
115,242.850,648.886,100.758,671.659
116,243.133,650.473,100.766,670.243
117,242.204,650.130,100.900,671.786
118,242.377,651.378,100.795,671.591
119,241.863,648.599,100.783,672.484
120,243.095,651.504,100.719,672.826
121,241.813,650.127,100.653,674.760
122,242.065,650.561,100.760,674.789
123,241.984,648.856,100.754,673.507
124,241.731,650.437,100.705,672.245
125,242.716,651.802,100.708,674.459
126,241.443,647.642,100.755,674.110
127,241.583,651.234,100.752,674.266
128,241.765,648.541,100.557,674.409
129,241.923,648.865,100.757,673.310
130,242.161,647.601,100.708,675.821
131,241.108,648.880,100.632,675.892
132,240.729,647.068,100.535,675.459
133,241.563,647.524,100.667,675.636
134,240.542,645.077,100.874,676.440
135,241.095,649.008,100.754,677.632
136,241.225,648.811,100.744,677.341
137,241.989,648.936,100.588,675.454
138,242.797,650.496,100.613,676.070
139,241.025,648.297,100.749,674.779
140,241.747,650.706,100.811,674.283
141,241.174,646.709,100.953,676.937
142,242.073,646.058,100.560,674.952
143,241.446,649.670,100.676,675.521
144,241.982,647.322,100.851,676.616
145,240.675,646.130,100.643,678.990
146,242.216,646.700,100.684,677.543
147,241.404,646.691,100.810,674.092
148,242.455,646.200,100.674,676.556
149,241.096,647.390,100.868,676.355
150,240.790,645.380,100.740,676.460
151,242.882,643.145,100.745,678.067
152,243.138,644.312,100.613,676.533
153,241.678,645.726,100.684,678.691
154,242.209,643.567,100.788,676.281
155,242.293,647.638,100.692,676.614
156,241.635,643.771,100.609,676.871
157,242.450,647.893,100.760,677.759
158,241.516,643.691,100.810,677.803
159,242.816,645.271,100.759,679.062
160,242.232,645.425,100.763,680.085
161,241.252,641.979,100.733,681.185
162,241.395,640.634,100.773,678.563
163,243.372,643.437,100.833,678.285
164,243.552,643.066,100.753,679.730
165,242.576,641.597,100.784,680.033
166,242.365,644.586,100.758,678.245
167,242.060,644.505,100.726,679.186
168,241.497,643.344,100.660,678.943
169,241.820,641.633,100.676,678.609
170,241.787,641.819,100.760,676.128
171,242.675,643.024,100.676,678.836
172,242.527,645.013,100.755,677.887
173,243.658,642.639,100.785,678.810
174,242.201,643.827,100.725,680.642
175,243.413,645.836,100.760,681.270
176,242.421,641.228,100.632,679.875
177,242.089,642.464,100.655,678.815
178,242.568,644.418,100.714,681.801
179,241.519,644.037,100.691,681.932
180,240.975,641.092,100.642,681.867
181,241.226,645.111,100.609,680.470
182,241.733,644.123,100.660,680.676
183,241.516,643.513,100.748,680.079
184,241.652,642.938,100.679,682.194
185,242.068,644.203,100.656,679.795
186,241.665,647.314,100.688,680.423
187,240.926,645.647,100.535,679.966
188,241.528,645.984,100.515,680.986
189,240.669,647.806,100.564,681.247
190,242.029,646.232,100.564,680.770
191,241.062,647.235,100.560,681.878
192,242.276,647.756,100.772,680.609
193,241.930,648.007,100.694,681.328
194,242.251,646.993,100.659,681.480
195,240.610,646.272,100.695,680.611
196,240.951,645.251,100.665,679.705
197,241.218,644.869,100.712,681.044
198,240.929,646.275,100.711,680.182
199,241.530,649.567,100.704,681.151
200,241.846,648.487,100.725,682.358
201,241.254,647.949,100.827,683.370
202,241.209,645.421,100.662,682.932
203,241.000,648.665,100.741,680.363
204,241.517,647.241,100.760,681.922
205,241.397,646.585,100.670,683.934
206,241.678,643.325,100.739,682.853
207,240.998,645.810,100.669,684.177
