 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,692.908,1188.497,101.171,1491.522
2,675.037,1167.787,101.163,1460.984
3,668.995,1150.073,101.093,1452.757
4,431.773,784.613,101.091,1378.410
5,515.610,877.357,101.143,1386.214
6,549.971,931.299,101.118,1401.046
7,564.273,956.965,101.133,1394.709
8,579.902,983.496,101.197,1399.564
9,590.379,1000.117,101.096,1406.047
10,599.658,1013.376,101.051,1408.985
11,601.514,1024.259,101.080,1407.210
12,601.776,1033.693,101.209,1406.422
13,604.143,1035.856,101.281,1400.954
14,607.493,1041.932,101.105,1400.785
15,608.292,1043.258,101.144,1399.417
16,608.469,1048.962,101.222,1396.011
17,610.524,1051.488,101.140,1398.312
18,610.183,1058.079,101.142,1399.085
19,613.388,1057.886,101.245,1400.893
20,615.903,1064.163,101.072,1397.555
21,615.938,1065.162,101.232,1404.171
22,616.175,1069.146,101.102,1397.042
23,616.330,1070.432,101.180,1402.908
24,618.362,1075.295,101.100,1398.914
25,619.616,1070.116,101.158,1399.546
26,619.555,1077.589,101.111,1402.898
27,619.026,1075.788,101.158,1403.875
28,619.941,1079.938,101.147,1404.979
29,622.986,1080.948,101.077,1404.089
30,623.374,1078.946,101.089,1404.367
31,621.433,1080.726,101.048,1406.550
32,622.325,1082.524,101.126,1405.870
33,621.800,1082.825,101.205,1408.880
34,619.489,1083.793,101.170,1406.921
35,623.545,1086.017,101.172,1404.302
36,622.407,1086.469,101.185,1411.898
37,618.990,1091.468,101.145,1409.261
38,623.406,1088.529,101.103,1407.583
39,621.047,1092.843,101.182,1403.597
40,620.216,1092.856,101.087,1403.542
41,619.555,1092.105,101.089,1406.953
42,621.431,1093.809,101.164,1405.313
43,618.008,1101.167,101.159,1403.485
44,619.906,1100.908,101.087,1403.721
45,618.870,1097.124,100.974,1398.842
46,617.288,1099.251,101.004,1403.421
47,618.823,1098.363,101.226,1402.074
48,618.575,1096.938,101.044,1401.584
49,618.794,1094.153,101.096,1397.423
50,619.549,1096.118,101.175,1403.295
51,619.333,1097.069,100.997,1402.856
52,618.025,1094.528,101.239,1403.099
53,620.573,1094.046,101.102,1402.119
54,619.287,1096.561,101.071,1403.539
55,621.027,1097.365,101.056,1400.930
