 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,1217.673,1086.131,116.158,680.589
2,1187.397,1067.357,116.232,668.930
3,1170.911,1057.323,115.881,662.883
4,903.807,698.124,115.266,641.842
5,976.132,819.712,115.548,637.903
6,1009.662,872.080,115.304,641.704
7,1015.289,892.846,115.432,637.536
8,1023.827,913.771,115.518,636.370
9,1031.916,930.706,115.845,638.112
10,1033.942,942.901,115.739,638.793
11,1042.356,949.102,115.692,638.633
12,1043.494,954.911,115.643,642.340
13,1044.192,955.404,115.688,638.956
14,1047.540,957.752,115.623,640.009
15,1045.765,960.374,115.741,637.921
16,1041.372,964.040,115.639,637.760
17,1037.644,964.193,115.593,634.532
18,1036.941,966.164,115.674,634.973
19,1037.146,965.258,115.672,632.609
20,1037.124,970.646,115.641,634.654
21,1038.226,967.682,115.488,630.623
22,1033.445,971.131,115.489,630.586
23,1034.940,972.173,115.463,630.373
24,1032.531,970.707,115.616,630.021
25,1032.762,973.644,115.781,628.759
26,1037.861,977.242,115.377,629.543
27,1037.547,974.773,115.560,630.767
28,1036.524,977.232,115.807,628.596
29,1035.855,979.519,115.626,630.421
30,1037.420,979.965,115.695,630.439
31,1037.400,983.771,115.733,631.486
32,1036.843,983.078,115.389,633.467
33,1035.618,980.847,115.368,631.920
34,1033.942,987.728,115.464,630.528
35,1036.307,982.716,115.471,632.703
36,1035.588,982.818,115.596,631.253
37,1033.584,978.966,115.500,630.842
38,1033.996,980.735,115.527,631.952
39,1033.988,982.174,115.723,630.576
40,1033.924,982.610,115.274,628.298
41,1035.849,982.890,115.487,629.142
42,1033.643,983.932,115.583,630.118
43,1035.825,981.158,115.463,629.184
44,1032.943,983.063,115.667,629.462
45,1031.795,980.056,115.100,631.294
46,1035.914,978.319,115.574,630.673
47,1031.834,980.609,115.309,632.573
48,1031.530,984.131,115.665,629.265
49,1028.787,984.064,115.430,631.126
50,1027.175,981.312,115.263,628.988
51,1027.237,982.747,115.354,627.387
52,1027.643,979.323,115.344,629.649
53,1024.547,981.089,115.384,630.750
54,1025.982,981.584,115.336,631.038
55,1021.684,980.293,115.270,627.940
56,1020.802,978.588,115.443,629.512
57,1021.157,978.663,115.433,626.837
58,1018.629,979.076,115.343,628.192
59,1023.090,981.648,115.343,625.989
60,1021.049,977.812,115.595,626.363
61,1018.246,977.645,115.287,627.908
62,1017.251,977.219,115.613,628.685
63,1013.886,982.538,115.585,629.015
64,1011.551,980.701,115.229,628.281
65,1014.637,982.923,115.062,628.212
66,1011.524,982.557,115.466,626.713
67,1012.349,982.328,115.315,626.591
68,1011.890,980.719,115.177,628.899
69,1009.619,980.337,115.125,627.745
70,1008.332,982.107,115.113,627.189
71,1004.889,980.648,115.223,626.282
72,1004.075,980.124,115.497,626.266
73,1001.112,979.256,115.679,625.690
74,1000.978,976.089,115.232,626.061
75,1001.590,980.925,115.298,626.938
76,1004.335,979.642,115.055,625.346
77,1000.308,982.133,115.433,624.953
78,1004.594,978.096,115.272,625.427
79,1002.166,980.327,115.356,624.798
80,999.773,974.062,115.491,623.214
81,999.163,976.785,115.185,621.789
82,993.466,975.429,115.124,622.410
83,992.183,972.653,115.401,622.150
84,989.662,974.796,114.971,621.228
85,993.684,975.054,114.925,619.320
86,986.582,974.662,115.258,618.959
87,989.073,973.009,115.308,621.195
88,990.477,974.269,115.186,619.061
89,983.944,974.334,115.081,620.611
90,985.423,971.497,115.286,619.420
91,982.065,968.637,115.321,619.857
92,985.021,966.146,115.291,619.865
93,982.320,968.299,115.308,621.282
94,978.808,968.084,115.347,620.935
95,977.771,966.472,115.231,618.741
96,977.747,966.431,115.292,619.598
97,975.706,969.392,114.889,617.922
98,977.173,970.374,115.346,618.366
99,980.203,972.716,115.258,616.107
100,977.163,973.018,115.295,618.363
101,977.690,971.327,115.413,614.842
102,978.993,971.180,115.209,617.215
103,973.161,967.456,115.022,617.602
104,973.034,968.198,115.448,612.114
105,970.124,968.541,115.191,615.045
106,965.733,968.811,115.468,615.475
107,965.643,966.424,115.025,615.733
108,967.929,966.050,115.163,615.295
109,968.056,966.520,115.231,615.027
110,965.449,963.794,115.261,612.735
111,963.828,963.241,115.162,612.365
112,961.997,966.116,115.566,615.156
113,962.005,967.638,115.044,614.694
114,960.266,965.215,115.126,612.522
115,962.545,961.758,115.265,614.007
116,959.798,963.090,115.081,612.116
117,960.534,959.832,115.165,613.447
118,960.772,961.825,115.295,614.359
119,956.863,961.989,114.891,612.503
120,956.483,960.101,114.964,611.532
121,957.559,960.817,115.642,612.012
122,958.775,960.016,115.151,610.535
123,959.873,958.992,115.067,611.545
124,957.637,958.343,115.105,609.790
125,959.134,959.776,115.363,611.864
126,956.130,959.589,115.197,611.292
127,955.318,958.397,115.023,612.736
128,956.881,958.500,115.236,611.023
129,955.926,960.220,115.051,609.139
