 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,1733.855,988.590,105.896,496.999
2,1701.268,964.001,105.707,485.264
3,1694.555,951.235,105.746,478.679
4,1074.457,642.419,105.582,471.889
5,1291.240,712.764,105.500,467.801
6,1385.807,750.247,105.552,466.973
7,1419.556,766.127,105.362,463.591
8,1449.281,784.041,105.604,461.795
9,1467.973,795.930,105.390,462.703
10,1484.449,800.901,105.608,462.364
11,1490.735,805.757,105.570,462.831
12,1495.407,805.768,105.364,461.979
13,1503.613,812.125,105.590,462.910
14,1502.828,812.038,105.226,459.583
15,1504.589,814.786,105.468,458.476
16,1509.849,815.609,105.266,457.880
17,1514.483,816.865,105.298,458.340
18,1519.601,820.048,105.608,456.746
19,1525.617,820.978,105.422,458.527
20,1527.533,822.919,105.518,457.190
21,1528.501,824.657,105.474,458.124
22,1537.113,825.783,105.373,457.485
23,1538.361,829.191,105.327,457.570
24,1541.286,831.993,105.249,459.623
25,1541.558,832.993,105.618,457.741
26,1542.144,835.189,105.512,456.547
27,1544.437,835.918,105.388,457.549
28,1547.085,837.576,105.322,458.775
29,1545.835,838.142,105.249,457.568
30,1550.342,838.091,105.429,457.599
31,1549.852,837.281,105.434,457.469
32,1554.676,836.018,105.248,455.873
33,1552.067,838.250,105.168,456.433
34,1551.741,838.774,105.300,458.554
35,1551.987,835.713,105.374,456.821
36,1556.085,838.597,105.365,454.932
37,1555.123,839.549,105.191,456.524
38,1551.317,838.973,105.306,454.336
39,1555.477,839.072,105.240,457.068
40,1554.842,839.040,105.297,456.572
41,1557.833,839.266,105.513,457.165
42,1558.436,840.736,105.223,456.756
43,1558.796,839.923,105.429,460.475
44,1559.925,839.835,105.355,459.039
45,1562.141,836.870,105.181,457.059
46,1563.490,841.448,104.949,457.839
47,1563.277,841.686,105.212,458.374
48,1563.746,844.017,105.227,457.908
49,1567.486,844.330,105.192,458.050
50,1567.815,839.453,105.200,457.291
51,1567.315,844.157,105.220,456.174
52,1567.021,843.444,105.563,457.843
53,1570.888,842.067,105.325,459.144
54,1569.849,841.269,105.393,458.109
55,1572.859,841.828,105.240,456.418
56,1572.832,838.825,105.377,455.452
57,1574.484,842.856,105.253,454.981
58,1573.444,842.652,105.421,454.785
59,1576.017,839.594,105.452,455.685
60,1580.448,839.530,105.357,455.604
61,1577.131,836.865,105.167,454.422
62,1575.141,838.611,105.281,452.651
63,1579.172,839.073,105.358,453.244
64,1575.624,837.426,105.302,450.523
65,1576.920,840.377,105.230,453.567
66,1579.157,838.950,105.189,453.210
67,1579.195,836.751,105.350,453.203
68,1576.903,837.598,105.125,451.866
69,1576.897,841.264,105.135,452.089
70,1579.888,837.765,105.270,452.572
71,1576.581,840.580,105.253,453.496
72,1577.828,842.864,105.321,453.697
73,1580.682,837.588,105.241,452.262
74,1581.200,836.387,105.291,451.877
75,1578.842,839.187,105.349,453.310
76,1579.697,842.924,105.206,453.607
77,1580.026,843.468,105.070,452.594
78,1581.347,842.842,105.238,452.785
79,1576.118,841.660,105.106,450.651
80,1578.483,843.572,105.171,451.344
81,1577.731,842.905,105.295,452.456
82,1575.745,842.939,105.465,451.901
83,1576.174,843.687,105.347,453.896
84,1578.916,846.278,104.960,451.840
85,1579.248,843.214,105.264,451.473
86,1576.708,842.730,105.234,451.504
87,1576.843,845.821,105.349,450.666
88,1577.567,842.170,105.302,452.840
89,1578.851,844.216,105.011,451.363
90,1580.185,843.021,105.133,449.936
91,1583.108,841.316,105.366,450.261
92,1580.338,837.354,105.220,451.786
93,1581.238,840.762,105.338,452.013
94,1580.856,840.368,105.199,450.472
95,1578.792,842.007,105.177,453.067
96,1578.298,838.972,105.219,452.198
97,1577.408,840.256,105.304,449.157
98,1575.817,838.701,105.302,450.476
99,1575.373,837.090,105.343,450.075
100,1573.761,836.733,105.385,448.263
101,1579.473,840.924,105.332,448.915
102,1572.523,838.053,105.421,448.469
103,1576.749,841.201,105.285,451.203
104,1571.961,839.589,105.150,450.334
105,1577.703,838.759,105.040,452.095
106,1577.441,840.399,105.337,450.359
107,1577.229,842.363,105.047,451.828
108,1576.981,844.857,105.075,450.281
109,1574.744,841.303,105.329,450.401
110,1576.676,842.186,105.089,447.114
111,1577.905,835.517,105.155,446.536
112,1579.911,834.389,105.206,445.900
113,1577.087,836.965,105.235,445.175
114,1585.965,835.637,105.180,445.581
115,1575.220,834.248,105.225,447.082
116,1578.226,836.130,105.274,447.420
117,1580.805,835.803,105.336,446.158
118,1577.952,836.621,105.344,445.584
119,1580.609,833.842,105.215,444.788
120,1582.983,833.074,105.085,443.943
121,1579.872,835.406,105.151,444.366
122,1582.494,831.652,105.211,443.738
123,1580.327,835.225,105.074,443.118
124,1580.820,836.673,105.310,446.688
125,1578.154,834.539,105.291,442.679
126,1576.037,834.058,105.226,445.014
127,1576.748,837.895,105.137,447.614
128,1578.182,837.328,105.186,447.085
129,1575.438,837.168,104.878,448.565
130,1577.921,837.437,105.013,447.645
131,1576.219,838.945,104.936,449.261
132,1573.219,838.377,105.060,447.350
133,1572.182,841.252,104.952,446.527
134,1573.069,842.532,105.098,448.056
