 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,112.272,115.231,99.822,108.475
2,112.591,115.113,99.762,108.473
3,112.251,114.953,99.724,108.230
4,101.454,100.998,99.842,107.836
5,102.032,101.615,99.714,107.619
6,102.695,102.256,99.774,108.367
7,102.819,102.376,99.780,107.979
8,103.409,102.911,99.604,107.875
9,103.671,103.078,99.729,108.882
10,103.705,103.449,99.703,108.496
11,103.788,103.748,99.749,107.984
12,103.926,103.984,99.750,108.233
13,104.197,104.308,99.807,107.436
14,104.622,104.593,99.826,107.673
15,104.910,105.038,99.721,107.096
16,104.818,104.804,99.702,108.075
17,105.108,104.903,99.754,107.856
18,105.257,105.144,99.622,107.760
19,105.516,105.301,99.789,107.678
20,105.597,105.717,99.680,107.660
21,106.098,105.829,99.626,107.433
22,105.908,105.867,99.575,107.790
23,106.205,106.153,99.754,107.828
24,106.672,106.346,99.901,107.346
25,106.595,106.174,99.795,107.626
26,106.853,106.270,99.677,108.029
27,107.099,107.117,99.692,108.486
28,106.874,106.971,99.801,108.318
29,107.263,107.310,99.699,108.081
30,107.402,107.184,99.618,107.994
31,107.348,107.420,99.535,108.015
32,107.561,107.876,99.706,107.703
33,108.044,108.065,99.787,108.011
34,107.842,107.728,99.673,107.193
35,107.788,108.107,99.802,107.159
36,107.925,108.396,99.703,106.923
37,108.322,108.414,99.682,106.832
38,107.944,108.912,99.781,106.972
39,108.262,108.541,99.780,106.753
40,108.020,108.979,99.787,106.789
41,108.274,108.935,99.827,106.958
42,107.898,108.881,99.659,107.289
43,108.032,108.870,99.667,107.037
44,108.132,109.205,99.670,106.689
45,107.964,109.293,99.692,106.883
46,108.021,109.472,99.646,107.253
47,108.404,109.262,99.693,106.119
48,108.555,109.257,99.570,106.623
49,108.386,109.450,99.766,106.898
50,108.472,109.590,99.699,106.811
51,108.219,109.884,99.795,106.898
52,108.476,109.466,99.809,106.888
53,108.253,109.632,99.724,106.603
54,108.253,109.248,99.892,106.820
55,108.281,109.465,99.975,107.149
56,107.926,109.500,99.680,106.616
57,107.922,109.547,99.586,107.092
58,108.348,109.618,99.619,106.980
59,108.560,110.054,99.837,106.991
60,108.547,110.140,99.682,107.462
61,108.765,109.911,99.810,106.813
62,108.413,110.254,99.827,107.034
63,108.322,110.260,99.777,106.928
64,108.582,110.239,99.751,106.485
