 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,111.747,112.440,99.740,111.044
2,110.891,112.439,99.769,110.960
3,110.924,112.564,99.918,110.794
4,101.077,101.061,99.708,110.932
5,101.645,101.662,99.900,110.648
6,102.112,101.902,99.888,111.763
7,102.251,102.441,99.896,111.057
8,102.812,102.716,99.872,111.295
9,102.726,102.974,99.826,111.824
10,103.333,103.406,99.752,111.021
11,103.483,103.808,100.008,111.097
12,103.610,103.370,99.609,111.404
13,103.817,103.869,99.817,111.562
14,103.767,103.847,99.814,111.747
15,104.220,104.070,99.741,111.811
16,104.291,104.782,99.930,111.029
17,104.280,104.568,99.960,111.227
18,104.738,105.240,99.706,110.873
19,104.863,105.450,99.871,110.960
20,104.768,105.359,99.800,110.964
21,105.088,105.905,99.829,110.946
22,105.402,106.041,99.832,110.947
23,105.495,106.153,99.764,110.808
24,105.488,105.788,99.682,110.853
25,105.448,106.014,99.915,111.102
26,105.989,106.589,99.883,111.367
27,106.396,106.238,99.880,111.239
28,106.048,106.578,99.789,111.116
29,106.613,106.566,99.952,111.340
30,106.641,106.715,99.845,110.777
31,106.359,106.930,99.698,110.618
32,106.260,106.479,99.714,110.831
33,106.011,106.863,99.870,110.608
34,106.499,107.442,99.884,111.063
35,106.051,107.240,99.760,110.870
36,106.548,107.128,99.815,110.050
37,106.504,107.631,99.692,110.189
38,106.572,107.363,99.805,110.436
39,106.768,106.682,99.722,110.621
40,106.623,107.301,99.860,110.432
41,106.685,107.326,99.856,110.608
42,107.133,107.034,99.836,110.078
43,107.075,106.888,99.792,110.755
44,106.722,106.978,99.779,110.649
45,106.889,107.415,99.774,110.958
46,106.612,107.771,99.742,110.585
47,106.786,107.049,99.768,110.195
48,107.207,107.302,99.763,110.857
49,106.788,108.121,99.730,110.956
50,106.839,107.505,99.768,110.746
51,107.186,107.481,99.798,110.613
52,106.812,107.513,99.810,110.565
53,107.409,107.256,99.842,110.848
54,107.418,107.252,99.788,111.358
55,107.635,107.603,99.744,111.318
56,107.543,107.623,99.803,110.980
57,107.735,107.713,99.782,111.200
58,107.572,107.155,99.899,111.122
59,107.613,107.447,99.809,111.404
60,107.824,107.788,99.753,111.338
61,107.916,108.063,99.859,110.801
62,108.493,107.841,99.861,111.464
63,107.836,107.673,99.774,111.825
64,107.530,108.474,99.782,111.086
