 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,115.322,114.168,99.795,110.063
2,114.574,113.407,99.777,109.406
3,114.927,113.259,99.839,109.173
4,102.131,101.188,99.933,108.383
5,102.644,101.734,99.819,108.651
6,103.137,101.950,99.911,108.320
7,103.308,102.583,99.958,108.771
8,103.549,102.695,99.714,108.801
9,104.072,102.919,99.774,108.600
10,104.062,103.629,99.739,108.356
11,104.131,104.097,99.811,109.255
12,104.511,104.313,99.949,108.219
13,104.966,104.463,99.938,108.325
14,105.677,104.891,99.874,108.569
15,105.383,104.620,99.788,108.146
16,105.797,105.095,99.825,107.966
17,106.006,105.414,99.636,109.369
18,106.220,105.760,99.758,108.295
19,106.261,106.250,99.896,108.327
20,106.672,106.162,99.635,107.703
21,106.690,106.772,99.782,107.441
22,106.616,106.735,99.748,108.300
23,106.676,106.788,99.773,108.040
24,107.424,107.063,99.733,108.754
25,107.252,107.212,99.656,108.113
26,107.563,107.062,99.784,108.490
27,107.838,107.577,99.817,108.739
28,108.263,107.438,99.911,108.139
29,108.076,107.881,99.665,108.613
30,108.349,107.802,99.694,108.263
31,108.276,107.844,99.772,109.259
32,108.566,107.927,99.840,108.471
33,108.348,107.936,99.760,108.182
34,108.617,108.153,99.840,108.419
35,109.036,107.865,99.832,107.925
36,109.247,108.470,99.751,108.305
37,109.608,107.878,99.791,108.189
38,109.532,107.760,99.916,108.542
39,109.881,107.764,99.755,108.487
40,110.218,108.206,99.890,108.057
41,110.290,108.170,99.815,108.494
42,110.322,108.418,99.688,108.633
43,110.330,108.502,99.714,108.289
44,110.733,108.333,99.682,108.501
45,110.467,108.287,99.740,108.432
46,110.757,109.091,99.882,109.279
47,110.473,108.892,99.904,108.630
48,110.922,108.950,99.861,108.292
49,110.817,109.131,99.829,108.643
50,110.957,109.956,99.817,109.172
51,110.805,109.696,99.823,108.815
52,111.524,109.406,99.850,108.464
53,111.745,109.294,99.784,108.639
54,111.588,109.827,99.898,109.253
55,111.528,109.476,99.944,108.855
56,111.721,109.520,99.794,109.016
57,111.951,110.301,99.834,108.676
58,112.433,109.912,99.647,108.643
59,112.715,110.166,99.815,108.213
60,112.942,110.897,99.815,109.079
61,113.856,110.215,99.858,108.180
62,113.913,109.995,99.817,108.186
63,113.965,110.167,99.683,108.108
64,114.394,110.868,99.933,107.935
