"PARENT.ID","ID","LENGTH","START","END","CLASS","X.FIT..D","X..COG.","Y..COG.","FRACT..DIM.","TRAPPEDNESS","EFFICENCY","STRAIGHTNESS","SPEED","KURTOSIS","X.FIT..ALPHA","GAUSSIANITY","Asymmetry","MSDRatio","Loc..noise_sigma","Fit.Goodness","Alpha.Fit.Goodness","Confidence","COND"
83,248,13,19,31,"SUBDIFFUSION",0.02367,7.348,1.535,2.307,0.519,0.002,0.058,0.127,1.255,0.445,0.567,0.274,0.732,0.073,0.872,0.872,0.637,"AfterLatB1"
90,258,14,19,32,"SUBDIFFUSION",0.005747,6.786,0.994,2.683,0.851,0.011,0.131,0.282,2.087,2.944e-11,0.502,0.109,0.533,0.066,-0.083,-0.083,0.581,"AfterLatB1"
96,273,22,25,46,"SUBDIFFUSION",0.0019,1.144,2.578,2.364,0.601,0.022,0.173,0.165,1.476,0.223,0.123,0.284,0.247,0.03,0.259,0.259,0.666,"AfterLatB1"
110,299,17,78,94,"SUBDIFFUSION",0.004358,6.264,2.402,2.681,-0.227,0.003,0.061,0.095,2.63,0.197,-0.096,0.084,1.487,0.04,0.047,0.047,0.636,"AfterLatB1"
112,300,16,38,53,"SUBDIFFUSION",0.01665,3.672,3.21,2.054,0.986,0.005,0.087,0.143,2.15,0.582,-0.2,0.291,0.026,0.041,0.349,0.349,0.592,"AfterLatB1"
114,308,12,41,52,"SUBDIFFUSION",0.01899,0.257,7.737,2.23,0.996,0.014,0.148,0.276,1.661,0.499,0.573,0.162,0.158,0.037,0.556,0.556,0.564,"AfterLatB1"
124,325,64,114,177,"SUBDIFFUSION",0.002105,3.542,4.675,2.74,-0.227,0.001,0.042,0.046,3.828,0.123,0.703,0.033,0.581,0.035,0.086,0.086,0.582,"AfterLatB1"
126,328,14,53,66,"SUBDIFFUSION",0.000897,3.129,6.209,2.192,0.989,0.003,0.069,0.052,1.679,3.509e-11,-0.108,0.332,0.492,0.021,-0.083,-0.083,0.601,"AfterLatB1"
129,339,15,47,61,"SUBDIFFUSION",0.01036,7.013,0.192,2.73,0.99,0.013,0.13,0.262,2.815,0.284,-0.183,0.023,0.554,0.051,0.352,0.352,0.649,"AfterLatB1"
130,347,14,100,113,"SUBDIFFUSION",0.001349,4.691,0.506,3.183,-0.227,0.019,0.163,0.157,1.538,0.123,-0.26,0.064,0.308,0.029,0.041,0.041,0.654,"AfterLatB1"
136,363,11,64,74,"SUBDIFFUSION",0.008267,7.065,2.727,2.34,0.198,0,0,0,1.56,0.817,-0.201,0.127,0.075,0.021,0.574,0.574,0.614,"AfterLatB1"
149,379,23,62,84,"SUBDIFFUSION",0.005728,7.537,2.108,2.773,0.963,0.006,0.092,0.138,2.303,0.213,0.555,0.064,0.417,0.044,0.172,0.172,0.576,"AfterLatB1"
150,382,12,68,79,"SUBDIFFUSION",0.002221,2.013,2.303,2.48,-0.1,0.026,0.214,0.175,2.301,0.306,0.323,0.114,0.982,0.028,0.24,0.24,0.619,"AfterLatB1"
152,389,18,64,81,"SUBDIFFUSION",0.001676,3.244,7.742,2.067,0.991,0.008,0.116,0.089,2.166,0.243,-0.032,0.089,0.164,0.014,0.114,0.114,0.568,"AfterLatB1"
162,400,13,67,79,"SUBDIFFUSION",0.0005269,4.314,1.486,2.782,-0.227,0.004,0.072,0.057,2.462,5.025e-13,-0.313,0.092,0.252,0.024,-0.087,-0.087,0.698,"AfterLatB1"
165,404,13,69,81,"SUBDIFFUSION",0.006927,0.185,4.969,2.321,-0.131,0.006,0.1,0.234,2.239,8.784e-11,0.046,0.259,0.283,0.06,-0.087,-0.087,0.697,"AfterLatB1"
171,410,17,69,85,"SUBDIFFUSION",0.008863,2.294,6.049,2.394,0.943,0.006,0.093,0.17,1.318,0.29,0.422,0.138,0.328,0.015,0.449,0.449,0.464,"AfterLatB1"
178,417,36,114,149,"SUBDIFFUSION",0.01935,5.241,2.218,1.865,0.597,0.014,0.142,0.192,1.373,0.789,0.678,0.432,0.145,0.04,0.934,0.934,0.627,"AfterLatB1"
187,435,12,96,107,"SUBDIFFUSION",0.001715,4.387,6.937,3.203,0.834,0.016,0.14,0.185,1.736,1.588e-11,-0.207,0.117,1.509,0.029,-0.105,-0.105,0.573,"AfterLatB1"
190,446,26,83,108,"SUBDIFFUSION",0.005607,7.931,6.408,2.028,0.808,0,0,0,5.77,4.891e-11,1.524,0.185,0.063,0.072,-0.031,-0.031,0.525,"AfterLatB1"
191,452,22,103,124,"SUBDIFFUSION",0.001584,7.387,0.749,2.553,0.995,0.004,0.078,0.072,2.938,0.131,0.64,0.049,0.577,0.023,0.123,0.123,0.616,"AfterLatB1"
191,454,11,140,150,"SUBDIFFUSION",0.003323,7.382,0.771,1.949,0.723,0.03,0.202,0.152,2.089,0.606,-0.2,0.306,0.133,0.023,0.993,0.993,0.651,"AfterLatB1"
192,464,14,161,174,"SUBDIFFUSION",0.006655,1.634,4.229,2.269,0.992,0.005,0.098,0.157,2.665,0.194,0.182,0.019,0.282,0.059,-0.013,-0.013,0.623,"AfterLatB1"
197,472,15,85,99,"SUBDIFFUSION",0.0136,0.213,5.603,2.596,0.89,0.023,0.183,0.486,1.765,0.166,-0.119,0.088,0.423,0.077,0.2,0.2,0.679,"AfterLatB1"
200,480,15,96,110,"SUBDIFFUSION",0.003922,5.296,7.037,2.449,-0.227,0.003,0.065,0.109,4.308,0.063,0.249,0.008,1.042,0.044,-0.054,-0.054,0.648,"AfterLatB1"
202,491,13,101,113,"SUBDIFFUSION",0.004542,6.295,0,2.592,0.973,0.009,0.13,0.17,2.162,0.215,0.626,0.693,1.189,0.036,-0.039,-0.039,0.559,"AfterLatB1"
205,502,13,108,120,"SUBDIFFUSION",0.1268,2.243,3.982,1.669,0.696,0.023,0.173,0.432,3.142,1.06,-0.172,0.277,0.889,0.049,0.968,0.968,0.711,"AfterLatB1"
213,520,20,106,125,"SUBDIFFUSION",0.001585,4.394,0.902,1.992,-0.227,0.019,0.161,0.152,2.729,0.166,-0.01,0.122,0.341,0.031,0.076,0.076,0.658,"AfterLatB1"
214,523,27,89,115,"SUBDIFFUSION",0.00298,3.96,3.873,2.782,0.757,0.006,0.092,0.105,1.765,0.258,0.667,0.151,0.365,0.031,0.525,0.525,0.63,"AfterLatB1"
220,529,15,105,119,"SUBDIFFUSION",0.005116,2.213,5.744,2.168,0.465,0.013,0.146,0.243,2.093,0.113,0.62,0.004,0.638,0.047,0.497,0.497,0.501,"AfterLatB1"
221,533,34,101,134,"SUBDIFFUSION",0.00358,3.411,7.648,2.256,-0.227,0.003,0.069,0.085,4.024,0.251,0.389,0.07,0.171,0.042,0.189,0.189,0.624,"AfterLatB1"
222,536,13,97,109,"SUBDIFFUSION",0.003708,5.135,0.677,1.979,0.739,0.012,0.15,0.234,3.56,2.734e-11,0.409,0.076,0.248,0.061,-0.087,-0.087,0.636,"AfterLatB1"
224,539,11,94,104,"SUBDIFFUSION",0.02117,6.851,0.905,2.059,-0.227,0.039,0.291,0.585,1.062,0.414,0.151,0.259,0.557,0.068,0.304,0.304,0.672,"AfterLatB1"
240,561,14,108,121,"SUBDIFFUSION",0.002329,3.443,1.06,2.584,0.992,0.003,0.066,0.052,1.718,0.356,0.32,0.099,0.215,0.021,0.242,0.242,0.579,"AfterLatB1"
248,578,12,112,123,"SUBDIFFUSION",0.002422,3.753,5.947,2.151,0.312,0.052,0.269,0.255,1.275,0.329,-0.246,0.26,0.291,0.028,0.493,0.493,0.51,"AfterLatB1"
249,580,12,112,123,"SUBDIFFUSION",0.002701,0.173,7.717,2.414,-0.227,0.024,0.176,0.376,4.559,5.412e-12,-0.049,0.02,0.234,0.053,-0.105,-0.105,0.673,"AfterLatB1"
251,584,14,132,145,"SUBDIFFUSION",0.01365,2.831,5.189,2.081,0.978,0.024,0.213,0.305,1.668,0.522,0.314,0.43,0.655,0.047,0.475,0.475,0.567,"AfterLatB1"
253,591,12,117,128,"SUBDIFFUSION",0.01297,5.713,6.42,2.656,-0.227,0.002,0.054,0.087,1.608,0.485,0.079,0.278,8.527,0.048,0.499,0.499,0.632,"AfterLatB1"
255,595,10,131,140,"SUBDIFFUSION",0.003113,6.336,1.296,2.949,0.471,0.029,0.194,0.338,2.027,1.158e-10,0.07,0.096,0.286,0.055,-0.143,-0.143,0.703,"AfterLatB1"
260,609,17,148,164,"SUBDIFFUSION",0.002424,1.308,5.962,2.502,-0.227,0.004,0.074,0.12,2.136,1.27e-11,0.243,0.092,0.464,0.05,-0.059,-0.059,0.594,"AfterLatB1"
260,611,13,177,189,"SUBDIFFUSION",0.004157,1.262,5.988,1.9,-0.227,0.04,0.248,0.289,1.543,0.348,0.274,0.147,0.558,0.033,0.479,0.479,0.657,"AfterLatB1"
264,617,14,123,136,"SUBDIFFUSION",0.01661,1.08,3.949,2.115,0.366,0.005,0.092,0.234,1.594,0.25,0.493,0.006,0.655,0.083,0.04,0.04,0.51,"AfterLatB1"
268,625,11,140,150,"SUBDIFFUSION",0.001971,3.884,7.116,1.926,0.9,0.017,0.175,0.204,2.069,7.672e-12,-0.131,0.295,1.2,0.043,-0.125,-0.125,0.594,"AfterLatB1"
276,634,19,199,217,"SUBDIFFUSION",0.00541,6.126,2.029,2.699,-0.227,0.003,0.065,0.156,3.132,2.046e-12,0.081,0.073,1.113,0.097,-0.049,-0.049,0.651,"AfterLatB1"
277,640,23,133,155,"SUBDIFFUSION",0.0006033,3.094,6.223,4.254,0.85,0.002,0.059,0.044,2.091,1.321e-12,-0.185,0.072,6.345,0.025,-0.038,-0.038,0.638,"AfterLatB1"
280,649,13,192,204,"SUBDIFFUSION",0.001615,4.523,3.532,1.995,-0.227,0.051,0.29,0.227,1.537,0.268,0.5,0.157,0.2,0.026,0.268,0.268,0.607,"AfterLatB1"
283,654,14,138,151,"SUBDIFFUSION",0.002413,2.2,2.583,2.328,0.83,0.019,0.162,0.234,1.73,1.029e-10,-0.237,0.002,0.47,0.037,-0.083,-0.083,0.624,"AfterLatB1"
287,663,13,141,153,"SUBDIFFUSION",0.001009,5.8,4.852,1.99,-0.227,0.023,0.205,0.127,1.951,0.228,0.135,0.325,0.083,0.021,0.274,0.274,0.588,"AfterLatB1"
297,673,98,170,267,"SUBDIFFUSION",0.003015,7.489,1.158,2.63,0.993,9.645e-05,0.012,0.016,2.645,0.052,0.459,0.049,0.616,0.039,0.008,0.008,0.629,"AfterLatB1"
298,678,11,171,181,"SUBDIFFUSION",0.006163,5.407,5.687,2.133,0.908,0.066,0.294,0.548,1.915,0.172,-0.158,0.101,0.149,0.05,-0.021,-0.021,0.499,"AfterLatB1"
301,680,13,157,169,"SUBDIFFUSION",0.017,5.698,2.034,2.145,-0.227,0.007,0.097,0.17,1.439,0.602,-0.008,0.151,0.106,0.022,0.623,0.623,0.623,"AfterLatB1"
307,683,12,171,182,"SUBDIFFUSION",0.0008114,4.823,6.303,2.56,-0.227,0.011,0.129,0.124,1.881,3.88e-13,-0.267,0.067,0.579,0.028,-0.105,-0.105,0.552,"AfterLatB1"
311,687,14,162,175,"SUBDIFFUSION",0.004837,3.563,7.894,3.287,0.934,0.011,0.133,0.234,1.374,0.064,0.045,0.119,1.315,0.05,-0.004,-0.004,0.659,"AfterLatB1"
317,698,25,179,203,"SUBDIFFUSION",0.001546,6.187,6.266,2.127,0.036,0.004,0.073,0.09,2.213,2.76e-11,-0.178,0.192,0.546,0.036,-0.032,-0.032,0.641,"AfterLatB1"
323,715,11,222,232,"SUBDIFFUSION",0.002133,5.338,2.731,2.023,-0.227,0.008,0.1,0.152,3.667,2.406e-12,-0.06,0.17,0.587,0.026,-0.125,-0.125,0.599,"AfterLatB1"
324,717,39,167,205,"SUBDIFFUSION",0.000864,4.271,4.391,2.843,-0.227,0.0003419,0.023,0.018,2.864,0.049,0.311,0.029,0.721,0.028,-0.002,-0.002,0.639,"AfterLatB1"
324,719,19,219,237,"SUBDIFFUSION",0.001273,3.838,4.648,2.175,-0.227,0.004,0.08,0.084,3.518,2.355e-11,0.077,0.304,0.498,0.033,-0.049,-0.049,0.601,"AfterLatB1"
325,725,18,196,213,"SUBDIFFUSION",0.001471,6.76,7.956,2.411,0.998,0.001,0.043,0.04,2.124,0.062,0.125,0.354,2.447,0.029,-0.046,-0.046,0.548,"AfterLatB1"
325,727,46,233,278,"SUBDIFFUSION",0.002678,6.829,7.257,2.022,0.845,0.005,0.092,0.081,2.366,0.347,0.44,0.087,0.278,0.028,0.335,0.335,0.598,"AfterLatB1"
327,730,16,172,187,"SUBDIFFUSION",0.0008395,5.732,4.873,2.787,0.772,0,0,0,2.429,0.03,-0.184,0.062,1.2,0.024,-0.059,-0.059,0.682,"AfterLatB1"
330,734,16,175,190,"SUBDIFFUSION",0.007593,0.255,7.76,2.24,0.889,0.006,0.093,0.101,2.814,0.623,0.004,0.212,0.028,0.018,0.625,0.625,0.652,"AfterLatB1"
334,748,12,189,200,"SUBDIFFUSION",0.01248,3.5,7.85,2.607,0.968,0.008,0.105,0.223,1.526,0.309,-0.2,0.361,0.772,0.061,0.371,0.371,0.604,"AfterLatB1"
338,756,16,195,210,"SUBDIFFUSION",0.005103,0.838,6.34,2.29,0.232,0.019,0.172,0.227,1.771,0.31,-0.026,0.116,0.415,0.041,0.421,0.421,0.578,"AfterLatB1"
340,757,20,189,208,"SUBDIFFUSION",0.002578,1.404,2.592,2.112,0.98,0.017,0.15,0.113,3.456,0.473,-0.071,0.042,0.589,0.012,0.422,0.422,0.657,"AfterLatB1"
342,768,23,227,249,"SUBDIFFUSION",0.003134,0.49,4.365,2.169,0.872,0.003,0.06,0.098,3.347,1.243e-11,-0.094,0.151,0.715,0.053,-0.038,-0.038,0.612,"AfterLatB1"
345,784,33,191,223,"SUBDIFFUSION",0.005933,7.37,5.008,2.444,0.509,0.0006413,0.032,0.06,2.985,0.074,0.662,0.153,0.299,0.067,0.014,0.014,0.634,"AfterLatB1"
347,794,14,210,223,"SUBDIFFUSION",0.0008609,2.88,0.594,2.268,-0.227,0.004,0.082,0.074,3.174,7.771e-12,0.185,0.166,1.031,0.031,-0.083,-0.083,0.72,"AfterLatB1"
355,805,59,210,268,"SUBDIFFUSION",0.001618,4.051,7.523,2.673,0.335,0.0001803,0.016,0.017,4.031,0.064,0.164,0.021,0.649,0.033,0.048,0.048,0.632,"AfterLatB1"
362,816,13,207,219,"SUBDIFFUSION",0.006565,1.735,4.237,2.12,0.926,0.02,0.167,0.401,3.095,3.65e-12,-0.056,0.069,5.189,0.071,-0.087,-0.087,0.625,"AfterLatB1"
367,828,27,220,246,"SUBDIFFUSION",0.002863,2.846,5.376,3.047,0.136,0.0008304,0.035,0.058,2.859,7.72e-13,0.165,0.038,1.229,0.063,-0.029,-0.029,0.654,"AfterLatB1"
386,863,26,231,256,"SUBDIFFUSION",0.006631,3.308,3.151,2.974,0.979,0.004,0.073,0.112,2.458,0.332,-0.025,0.068,0.358,0.04,0.665,0.665,0.65,"AfterLatB1"
390,869,19,229,247,"SUBDIFFUSION",0.0105,5.063,2.175,2.036,0.813,0.01,0.124,0.203,2.989,0.415,0.065,0.158,0.096,0.054,0.334,0.334,0.609,"AfterLatB1"
399,889,21,237,257,"SUBDIFFUSION",0.004846,2.874,0.541,2.713,0.879,0.006,0.095,0.108,1.61,0.395,0.223,0.112,0.45,0.038,0.78,0.78,0.601,"AfterLatB1"
403,898,11,243,253,"SUBDIFFUSION",0.02191,5.905,3.858,2.39,0.98,0.059,0.262,0.67,2.035,0.439,-0.31,0.031,0.384,0.048,0.365,0.365,0.83,"AfterLatB1"
408,902,14,245,258,"SUBDIFFUSION",0.00557,7.674,0.046,2.398,0.995,0.003,0.074,0.148,2.358,1.412e-11,-0.142,0.446,0.269,0.083,-0.083,-0.083,0.574,"AfterLatB1"
418,910,15,251,265,"SUBDIFFUSION",0.01775,1.901,6.429,2.479,0.996,0.018,0.166,0.283,2.829,0.547,0.175,0.006,0.329,0.029,0.733,0.733,0.534,"AfterLatB1"
419,913,12,252,263,"SUBDIFFUSION",0.008387,4.207,0.647,2.145,0.997,0.007,0.098,0.185,3.624,0.218,0.009,0.117,0.656,0.038,-0.044,-0.044,0.668,"AfterLatB1"
423,919,28,251,278,"SUBDIFFUSION",0.001361,4.234,4.247,2.585,-0.227,0.002,0.049,0.056,3.123,7.661e-12,0.828,0.19,0.966,0.034,-0.028,-0.028,0.621,"AfterLatB1"
431,928,23,268,290,"SUBDIFFUSION",0.001277,2.012,2.358,2.562,0.952,0.001,0.037,0.031,3.344,0.185,-0.223,0.06,0.297,0.022,0.06,0.06,0.562,"AfterLatB1"
435,938,11,270,280,"SUBDIFFUSION",0.006125,3.662,5.938,2.629,0.953,0.016,0.153,0.304,1.143,0.085,0.025,0.134,0.433,0.036,-0.089,-0.089,0.615,"AfterLatB1"
436,940,12,271,282,"SUBDIFFUSION",0.006791,6.343,6.267,2.585,0.707,0.003,0.064,0.124,1.435,0.161,0.023,0.195,0.515,0.047,0.146,0.146,0.605,"AfterLatB1"
439,943,12,268,279,"SUBDIFFUSION",0.009575,0.903,4.29,2.55,0.802,0.0006266,0.031,0.087,1.581,2.071e-11,-0.032,0.213,2.218,0.087,-0.105,-0.105,0.685,"AfterLatB1"
442,944,19,274,292,"SUBDIFFUSION",0.004397,5.333,2.712,2.318,-0.227,0.0003486,0.025,0.038,1.417,0.111,0.223,0.316,1.198,0.064,0.052,0.052,0.64,"AfterLatB1"
446,949,11,277,287,"SUBDIFFUSION",0.003235,0.313,6.604,2.234,0.359,0.048,0.28,0.397,1.684,0.079,0.315,0.187,0.382,0.04,0.405,0.405,0.544,"AfterLatB1"
9,24,11,0,10,"CONFINED",0.104,2.073,6.309,3.611,0.992,0.03,0.189,0.215,1.162,0.393,-0.333,0.026,0.4,0.015,1,0.653,0.488,"AfterLatB2"
142,358,18,118,135,"CONFINED",1.62e-12,7.653,6.644,3.318,-0.227,0.002,0.044,0.04,3.258,1.379e-13,-0.098,0.033,1.976,0.031,-0.121,-0.054,0.766,"AfterLatB2"
174,428,10,61,70,"CONFINED",5.094e-12,6.856,0.976,3.723,-0.227,0.012,0.127,0.151,1.653,6.867e-13,-0.388,0.076,1.689,0.043,-0.444,-0.143,0.783,"AfterLatB2"
191,456,10,104,113,"CONFINED",7.28e-12,7.228,2.992,3.097,-0.227,0.017,0.151,0.272,1.166,8.638e-12,-0.203,0.053,8.133,0.056,-0.444,-0.143,0.725,"AfterLatB2"
272,655,13,89,101,"CONFINED",1395,6.034,4.32,3.685,1,0.004,0.068,0.127,1.729,5.02e-10,-0.248,0.014,0.665,0.045,0.99,-0.087,0.632,"AfterLatB2"
272,657,12,116,127,"CONFINED",4.736e-11,5.937,4.333,3.623,-0.227,0.004,0.077,0.138,2.062,1.041e-11,-0.055,0.007,2.739,0.06,-0.267,-0.105,0.813,"AfterLatB2"
282,673,14,98,111,"CONFINED",30.19,6.734,0.894,1.791,0.494,0.03,0.215,0.331,4.192,7.89e-12,0.269,0.321,4.621,0.031,0.353,-0.083,0.623,"AfterLatB2"
313,744,11,109,119,"CONFINED",7.861e-08,6.007,6.255,3.297,-0.227,0.002,0.045,0.068,1.596,0.076,-0.152,0.036,1.486,0.044,-0.364,-0.086,0.516,"AfterLatB2"
351,831,11,139,149,"CONFINED",1.555e-12,2.116,6.295,5.156,-0.227,0.008,0.099,0.096,1.675,1.605e-11,-0.366,0.004,2,0.03,-0.364,-0.125,0.859,"AfterLatB2"
354,833,14,128,141,"CONFINED",7.187e-12,3.5,7.891,3.123,0.971,0.0006676,0.032,0.052,1.256,0.248,0.389,0.404,0.715,0.043,-0.211,0.009,0.558,"AfterLatB2"
370,875,30,175,204,"CONFINED",1.249e-11,3.464,3.785,2.789,-0.227,0.005,0.096,0.105,2.55,0.005,1.049,0.116,0.386,0.046,-0.054,-0.025,0.68,"AfterLatB2"
451,1033,11,187,197,"CONFINED",0.03786,7.836,4.84,4.422,0.935,0.000338,0.021,0.068,1.557,0.206,-0.244,0.032,2.139,0.116,1,0.735,0.894,"AfterLatB2"
467,1067,11,190,200,"CONFINED",6.047e-12,5.462,2.6,3.036,0.336,0.001,0.045,0.096,2.424,2.328e-11,-0.136,0.273,4,0.075,-0.364,-0.125,0.65,"AfterLatB2"
489,1116,13,214,226,"CONFINED",0.007094,7.375,0.729,3.795,0.685,0.01,0.113,0.127,1.557,1.289e-10,-0.083,0.199,0.571,0.035,1,-0.087,0.667,"AfterLatB2"
576,1293,13,268,280,"CONFINED",2.493e-11,6.548,1.449,3.792,-0.227,0.004,0.076,0.113,2.265,7.722e-12,-0.331,0.136,1.562,0.061,-0.222,-0.087,0.771,"AfterLatB2"
2,5,34,15,48,"DIRECTED/ACTIVE",0.0417,2.069,5.999,1.596,0.859,0.009,0.132,0.185,1.449,1.137,1.729,0.331,-0.023,0.022,0.994,0.985,0.615,"AfterLatB2"
5,12,16,4,19,"DIRECTED/ACTIVE",0.1452,7.605,6.28,1.271,0.847,0.106,0.509,0.973,1.549,1.143,2.033,0.292,-0.041,0.045,0.963,0.985,0.666,"AfterLatB2"
6,13,20,0,19,"DIRECTED/ACTIVE",0.0383,5.424,6.61,1.541,0.953,0.011,0.126,0.148,2,1.284,0.11,0.338,-0.034,0.026,0.95,0.972,0.577,"AfterLatB2"
11,35,39,9,47,"DIRECTED/ACTIVE",0.03694,5.793,7.132,1.652,0.82,0.031,0.213,0.323,2.945,0.925,0.388,0.063,0.139,0.032,0.883,0.952,0.598,"AfterLatB2"
12,36,11,0,10,"DIRECTED/ACTIVE",0.017,2.665,7.429,1.252,0.769,0.146,0.509,0.495,1.77,1.126,-0.284,0.317,-0.06,0.027,1,0.974,0.631,"AfterLatB2"
16,44,14,16,29,"DIRECTED/ACTIVE",0.0421,3.989,7.66,1.312,0.753,0.165,0.501,0.702,1.334,0.829,-0.068,0.585,-0.115,0.006,0.784,0.834,0.672,"AfterLatB2"
19,48,26,0,25,"DIRECTED/ACTIVE",0.01974,3.245,1.209,1.341,0.436,0.103,0.376,0.439,2.257,1.221,0.0008148,0.309,-0.06,0.02,0.919,0.979,0.659,"AfterLatB2"
22,55,24,6,29,"DIRECTED/ACTIVE",0.01796,3.093,1.708,1.491,0.454,0.05,0.269,0.273,1.41,1.219,-0.054,0.089,-0.033,0.021,0.947,0.962,0.593,"AfterLatB2"
30,80,13,3,15,"DIRECTED/ACTIVE",0.004533,4.966,2.508,1.55,-0.227,0.115,0.414,0.24,1.634,0.686,-0.333,0.401,0.086,0.017,0.328,0.685,0.547,"AfterLatB2"
33,92,23,21,43,"DIRECTED/ACTIVE",0.0271,5.323,2.327,1.531,0.833,0.036,0.228,0.249,1.755,1.092,0.173,0.069,-0.011,0.02,0.992,0.992,0.623,"AfterLatB2"
36,103,23,13,35,"DIRECTED/ACTIVE",0.08098,6.077,3.198,1.483,0.855,0.058,0.301,0.612,1.485,1.484,0.355,0.064,-0.107,0.042,0.991,0.993,0.635,"AfterLatB2"
38,108,18,24,41,"DIRECTED/ACTIVE",0.02697,3.931,3.267,1.166,0.499,0.212,0.579,0.801,1.27,1.536,0.823,0.636,-0.117,0.047,0.998,0.996,0.672,"AfterLatB2"
41,121,14,6,19,"DIRECTED/ACTIVE",0.02221,2.523,3.477,1.256,0.572,0.15,0.474,0.662,1.327,1.174,0.536,0.664,-0.116,0.035,0.99,0.942,0.658,"AfterLatB2"
42,125,10,43,52,"DIRECTED/ACTIVE",0.05413,2.892,3.088,1.862,0.794,0.056,0.324,0.529,1.129,0.096,0.591,0.061,0.061,0.048,0.069,-0.069,0.67,"AfterLatB2"
43,127,12,2,13,"DIRECTED/ACTIVE",0.02184,3.233,4.007,1.396,0.713,0.136,0.448,0.744,1.093,1.371,-0.207,0.382,-0.075,0.025,0.967,0.973,0.588,"AfterLatB2"
48,143,13,9,21,"DIRECTED/ACTIVE",0.06653,5.763,4.194,1.252,0.661,0.123,0.454,0.837,1.08,1.209,0.46,0.63,-0.1,0.05,1,0.999,0.594,"AfterLatB2"
49,145,14,47,60,"DIRECTED/ACTIVE",0.02631,2.757,4.32,1.277,0.705,0.22,0.573,0.8,1.523,1.307,0.482,0.512,-0.113,0.039,1,0.982,0.61,"AfterLatB2"
59,164,12,56,67,"DIRECTED/ACTIVE",0.02926,2.637,1.167,1.551,0.362,0.06,0.289,0.446,1.865,0.741,-0.168,0.432,0.251,0.047,0.856,0.752,0.562,"AfterLatB2"
61,169,21,13,33,"DIRECTED/ACTIVE",0.05093,2.303,3.945,1.265,0.523,0.186,0.534,0.953,2.394,1.292,0.163,0.28,-0.097,0.041,0.953,0.969,0.646,"AfterLatB2"
61,171,16,46,61,"DIRECTED/ACTIVE",0.04516,2.23,4.518,1.473,0.786,0.006,0.101,0.143,1.454,1.064,1.428,0.614,-0.034,0.051,0.99,0.994,0.618,"AfterLatB2"
61,173,18,77,94,"DIRECTED/ACTIVE",0.06356,2.48,4.624,1.289,0.478,0.151,0.517,0.856,1.325,1.142,1.024,0.618,-0.042,0.034,0.965,0.983,0.609,"AfterLatB2"
65,187,11,18,28,"DIRECTED/ACTIVE",0.00952,3.567,2.884,1.39,0.796,0.182,0.497,0.408,1.677,1.553,-0.136,0.221,-0.02,0.018,1,0.973,0.599,"AfterLatB2"
68,190,31,4,34,"DIRECTED/ACTIVE",0.04619,6.921,3.742,1.307,0.533,0.108,0.386,0.539,2.335,1.153,-0.209,0.503,0.043,0.036,0.841,0.946,0.633,"AfterLatB2"
69,196,15,10,24,"DIRECTED/ACTIVE",0.008358,3.592,4.931,1.31,0.574,0.17,0.536,0.585,1.188,1.341,0.37,0.515,-0.097,0.021,0.95,0.962,0.639,"AfterLatB2"
70,200,20,5,24,"DIRECTED/ACTIVE",0.02942,3.086,5.882,1.371,0.377,0.142,0.451,0.6,1.742,0.922,0.058,0.412,0.02,0.024,0.96,0.961,0.59,"AfterLatB2"
80,227,11,6,16,"DIRECTED/ACTIVE",0.1047,0.433,7.458,1.475,0.789,0.142,0.449,1.088,1.757,0.981,0.12,0.183,0.005,0.046,1,0.989,0.604,"AfterLatB2"
82,229,12,10,21,"DIRECTED/ACTIVE",0.05592,3.4,6.963,1.314,0.464,0.169,0.473,0.885,2.183,0.767,-0.255,0.574,-0.114,0.039,0.947,0.974,0.559,"AfterLatB2"
86,237,15,16,30,"DIRECTED/ACTIVE",0.05239,7.123,2.896,1.527,0.402,0.1,0.374,0.83,1.233,0.946,-0.163,0.372,0.043,0.038,0.923,0.914,0.593,"AfterLatB2"
88,238,14,11,24,"DIRECTED/ACTIVE",0.1013,7,4.571,1.24,0.252,0.192,0.587,1.376,2.36,1.06,0.629,0.2,-0.086,0.051,0.92,0.932,0.675,"AfterLatB2"
91,242,12,17,28,"DIRECTED/ACTIVE",0.1163,0.923,7.833,1.375,0.83,0.141,0.493,1.095,1.709,1.065,0.26,0.326,-0.007,0.029,0.9,0.967,0.631,"AfterLatB2"
92,250,15,84,98,"DIRECTED/ACTIVE",0.04679,6.68,1.616,1.316,0.943,0.079,0.486,0.648,4.617,0.322,2.258,0.058,0.379,0.037,-0.783,0.173,0.565,"AfterLatB2"
92,252,29,113,141,"DIRECTED/ACTIVE",0.05258,6.92,1.338,1.808,0.829,0.019,0.183,0.296,1.595,1.097,2.092,0.146,-0.051,0.036,0.97,0.97,0.625,"AfterLatB2"
93,254,12,14,25,"DIRECTED/ACTIVE",0.05321,2.193,1.667,1.346,0.875,0.091,0.398,0.609,2.098,1.165,0.104,0.543,0.045,0.043,0.983,0.966,0.518,"AfterLatB2"
100,264,11,13,23,"DIRECTED/ACTIVE",0.1061,1.185,5.502,1.481,0.18,0.072,0.321,0.871,1.581,0.747,-0.195,0.439,0.021,0.062,-4.192,0.757,0.669,"AfterLatB2"
