"PARENT.ID","ID","LENGTH","START","END","CLASS","X.FIT..D","X..COG.","Y..COG.","FRACT..DIM.","TRAPPEDNESS","EFFICENCY","STRAIGHTNESS","SPEED","KURTOSIS","X.FIT..ALPHA","GAUSSIANITY","Asymmetry","MSDRatio","Loc..noise_sigma","Fit.Goodness","Alpha.Fit.Goodness","Confidence","COND"
1,1,20,0,19,"SUBDIFFUSION",0.01464,1.464,5.662,1.981,0.644,0.023,0.192,0.365,2.476,0.414,0.365,0.285,0.134,0.061,0.577,0.577,0.57,"AfterLatB2"
2,4,15,0,14,"SUBDIFFUSION",0.01103,1.997,5.803,2.335,-0.227,0.002,0.054,0.109,1.929,0.369,-0.126,0.269,0.084,0.042,0.25,0.25,0.567,"AfterLatB2"
4,7,14,0,13,"SUBDIFFUSION",0.002122,4.877,6.586,2.526,-0.227,0.032,0.212,0.165,1.962,0.429,-0.176,0.024,0.477,0.023,0.536,0.536,0.744,"AfterLatB2"
6,15,21,74,94,"SUBDIFFUSION",0.002101,5.394,6.672,2.506,0.951,0.006,0.089,0.123,2.296,3.815e-12,-0.252,0.294,0.884,0.038,-0.042,-0.042,0.606,"AfterLatB2"
8,21,12,1,12,"SUBDIFFUSION",0.0008645,6.62,5.973,2.313,-0.079,0.028,0.197,0.195,2.628,6.206e-12,0.027,0.049,0.482,0.022,-0.105,-0.105,0.725,"AfterLatB2"
14,40,17,17,33,"SUBDIFFUSION",0.003655,7.614,6.882,2.201,-0.227,0.003,0.073,0.12,3.263,0.038,0.381,0.003,0.724,0.048,-0.014,-0.014,0.614,"AfterLatB2"
18,45,12,0,11,"SUBDIFFUSION",0.04922,7.023,1.093,2.256,0.829,0.048,0.251,0.56,1.31,0.807,-0.054,0.059,0.245,0.047,0.948,0.948,0.644,"AfterLatB2"
29,77,15,31,45,"SUBDIFFUSION",0.001134,7.149,2.299,2.032,0.712,0.018,0.162,0.154,2.696,4.576e-11,0.952,0.068,1.61,0.02,-0.071,-0.071,0.568,"AfterLatB2"
30,81,36,16,51,"SUBDIFFUSION",0.001314,5.022,2.61,2.804,-0.227,0.0002296,0.019,0.019,2.126,0.017,0.589,0.113,0.454,0.037,-0.019,-0.019,0.617,"AfterLatB2"
32,89,15,10,24,"SUBDIFFUSION",0.02334,5.853,1.739,1.663,0.315,0.091,0.349,0.677,1.581,0.631,-0.007,0.464,0.112,0.053,0.94,0.94,0.578,"AfterLatB2"
36,102,13,0,12,"SUBDIFFUSION",0.0156,5.458,3.151,2.212,0.622,0.023,0.174,0.33,2.511,0.5,-0.133,0.11,0.837,0.039,0.39,0.39,0.676,"AfterLatB2"
38,107,12,12,23,"SUBDIFFUSION",0.001927,3.877,2.913,3.135,-0.227,0.02,0.154,0.138,1.212,0.356,-0.252,0.032,1.709,0.024,0.282,0.282,0.7,"AfterLatB2"
45,135,11,11,21,"SUBDIFFUSION",0.002556,7.556,2.982,2.159,-0.227,0.009,0.136,0.204,4.137,9.303e-12,0.125,0.005,2.343,0.063,-0.125,-0.125,0.575,"AfterLatB2"
46,139,14,0,13,"SUBDIFFUSION",0.009581,1.406,3.366,2.295,0.984,0.008,0.121,0.314,3.31,6.341e-12,0.988,0.054,0.633,0.067,-0.083,-0.083,0.533,"AfterLatB2"
54,156,20,18,37,"SUBDIFFUSION",0.001604,2.828,5.462,2.028,-0.227,0.015,0.142,0.193,5.199,7.934e-12,0.058,0.317,2.033,0.04,-0.048,-0.048,0.68,"AfterLatB2"
54,158,27,52,78,"SUBDIFFUSION",0.002594,2.64,5.487,2.375,-0.227,0.0004517,0.027,0.037,2.461,1.089e-10,0.66,0.07,1.552,0.032,-0.029,-0.029,0.651,"AfterLatB2"
59,162,25,2,26,"SUBDIFFUSION",0.006257,2.715,0.997,2.005,0.566,0.007,0.102,0.117,1.84,0.455,1.345,0.318,0.372,0.033,0.547,0.547,0.638,"AfterLatB2"
65,189,11,39,49,"SUBDIFFUSION",0.0009821,3.687,2.993,2.773,-0.227,0.017,0.142,0.152,2.78,2.066e-11,-0.314,0.003,0.571,0.032,-0.125,-0.125,0.68,"AfterLatB2"
69,197,18,25,42,"SUBDIFFUSION",0.002699,3.573,4.747,2.495,0.358,0.003,0.058,0.057,2.176,0.328,-0.251,0.107,1.741,0.027,0.133,0.133,0.659,"AfterLatB2"
77,223,17,28,44,"SUBDIFFUSION",0.001001,6.751,0.925,2.027,-0.227,0,0,0,2.625,0.052,0.078,0.206,0.448,0.023,-0.052,-0.052,0.602,"AfterLatB2"
89,240,15,15,29,"SUBDIFFUSION",0.001061,2.189,6.232,2.06,-0.227,0.043,0.244,0.248,2.935,9.836e-11,-0.067,0.253,0.752,0.03,-0.071,-0.071,0.665,"AfterLatB2"
92,248,27,38,64,"SUBDIFFUSION",0.001699,6.646,1.516,2.048,-0.227,0.001,0.049,0.058,5.824,5.435e-12,1.411,0.225,10.121,0.057,-0.029,-0.029,0.602,"AfterLatB2"
99,263,13,16,28,"SUBDIFFUSION",0.002603,4.197,0.369,2.226,-0.227,0.0008643,0.035,0.057,3.659,7.647e-10,0.144,0.119,2.272,0.05,-0.087,-0.087,0.617,"AfterLatB2"
100,265,10,24,33,"SUBDIFFUSION",0.01107,1.452,5.784,2.26,-0.227,0.005,0.086,0.227,2.682,0.148,0.343,0.116,3.822,0.082,-0.109,-0.109,0.583,"AfterLatB2"
113,288,16,33,48,"SUBDIFFUSION",0.001125,7.2,1.64,2.142,0.599,0.001,0.046,0.045,3.635,8.251e-12,0.517,0.169,2.933,0.031,-0.065,-0.065,0.585,"AfterLatB2"
121,306,29,26,54,"SUBDIFFUSION",0.0119,3.681,5.28,1.959,0.552,0.003,0.069,0.109,1.815,0.486,0.108,0.36,0.125,0.037,0.686,0.686,0.65,"AfterLatB2"
126,311,19,26,44,"SUBDIFFUSION",0.01298,6.949,3.227,2.094,0.982,0.002,0.044,0.076,2.105,0.476,0.004,0.232,0.209,0.032,0.636,0.636,0.665,"AfterLatB2"
140,345,15,32,46,"SUBDIFFUSION",0.01535,1.397,3.605,2.327,0.526,0.0005089,0.028,0.049,2.386,0.517,0.037,0.043,0.067,0.045,0.734,0.734,0.637,"AfterLatB2"
142,357,61,57,117,"SUBDIFFUSION",0.002141,7.64,6.641,3.258,0.458,0.0003812,0.023,0.023,2.592,0.226,0.109,0.044,0.756,0.032,0.602,0.602,0.645,"AfterLatB2"
142,360,11,155,165,"SUBDIFFUSION",0.001246,7.647,6.647,3.218,1,0.003,0.065,0.068,1.442,4.963e-12,-0.063,0.294,2,0.025,-0.125,-0.125,0.615,"AfterLatB2"
147,366,23,36,58,"SUBDIFFUSION",0.002484,3.27,4.157,2.074,0.894,0.015,0.143,0.207,4.37,7.894e-12,0.25,0.149,0.481,0.037,-0.038,-0.038,0.597,"AfterLatB2"
169,414,29,46,74,"SUBDIFFUSION",0.004227,7.032,2.37,2.076,0.834,0.024,0.178,0.175,2.511,0.482,-0.134,0.174,0.252,0.028,0.75,0.75,0.566,"AfterLatB2"
170,417,13,49,61,"SUBDIFFUSION",0.0009622,2.785,1.942,2.242,-0.227,0.003,0.056,0.057,2.741,0.007,-0.268,0.112,1.008,0.016,-0.087,-0.087,0.618,"AfterLatB2"
174,427,12,49,60,"SUBDIFFUSION",0.001045,6.827,1.003,2.894,-0.227,0.005,0.082,0.087,2.537,2.936e-12,-0.117,0.025,0.735,0.04,-0.105,-0.105,0.768,"AfterLatB2"
192,463,15,77,91,"SUBDIFFUSION",0.001616,2.187,6.197,2.583,-0.227,0.006,0.089,0.097,1.847,0.093,-0.125,0.301,0.371,0.038,-0.031,-0.031,0.676,"AfterLatB2"
193,468,12,59,70,"SUBDIFFUSION",0.007797,3.027,2.777,2.255,-0.051,0.043,0.256,0.437,2.069,0.302,0.079,0.192,0.631,0.04,0.181,0.181,0.704,"AfterLatB2"
194,472,25,76,100,"SUBDIFFUSION",0.02021,6.382,2.197,2.213,0.962,0.003,0.062,0.153,2.245,0.381,-0.154,0.13,0.313,0.068,0.441,0.441,0.581,"AfterLatB2"
196,476,15,73,87,"SUBDIFFUSION",0.01655,3.805,3.368,2.126,0.982,0.043,0.225,0.418,1.722,0.534,-0.279,0.205,0.414,0.037,0.659,0.659,0.63,"AfterLatB2"
202,490,11,60,70,"SUBDIFFUSION",0.003284,3.571,4.76,2.04,0.038,0.002,0.053,0.068,1.611,0.144,0.602,0.303,0.155,0.032,0.823,0.823,0.612,"AfterLatB2"
202,493,11,109,119,"SUBDIFFUSION",0.03647,3.567,4.844,2.122,0.738,0.072,0.296,0.793,2.919,0.591,-0.277,0.109,0.092,0.059,0.989,0.989,0.648,"AfterLatB2"
204,500,13,69,81,"SUBDIFFUSION",0.0005187,3.538,7.763,2.142,-0.227,0.005,0.084,0.057,1.817,2.352e-11,-0.197,0.192,0.205,0.022,-0.087,-0.087,0.594,"AfterLatB2"
209,513,15,68,82,"SUBDIFFUSION",0.002454,6.616,0.947,2.907,0.874,0.008,0.11,0.109,1.692,0.246,-0.056,0.04,0.358,0.03,0.539,0.539,0.584,"AfterLatB2"
214,518,15,75,89,"SUBDIFFUSION",0.001474,4.384,1.272,2.41,-0.227,0,0,0,2.102,6.429e-13,-0.198,0.031,0.41,0.031,-0.071,-0.071,0.621,"AfterLatB2"
219,529,11,65,75,"SUBDIFFUSION",0.002559,7.953,5.36,2.229,0.269,0.013,0.157,0.152,1.662,0.217,0.954,0.221,0.578,0.029,0.833,0.833,0.796,"AfterLatB2"
222,534,15,69,83,"SUBDIFFUSION",0.003425,6.917,5.688,2.427,0.388,0.009,0.115,0.2,2.669,2.925e-12,0.185,0.071,0.808,0.048,-0.071,-0.071,0.558,"AfterLatB2"
230,546,14,88,101,"SUBDIFFUSION",0.009501,2.211,3.274,2.117,0.261,0.024,0.168,0.216,2.052,0.655,-0.11,0.132,1.762,0.037,0.832,0.832,0.655,"AfterLatB2"
234,550,13,88,100,"SUBDIFFUSION",0.004438,6.554,6.855,2.301,-0.227,0.0009737,0.035,0.057,1.567,0.207,-0.16,0.322,0.199,0.045,0.008,0.008,0.636,"AfterLatB2"
235,555,13,91,103,"SUBDIFFUSION",0.001459,3.043,1.412,2.11,0.941,0.009,0.119,0.127,2.422,1.127e-11,0.553,0.39,0.482,0.03,-0.087,-0.087,0.593,"AfterLatB2"
241,581,11,76,86,"SUBDIFFUSION",0.0007761,7.553,5.058,2.169,-0.227,0.045,0.254,0.215,1.318,1e-11,-0.067,0.207,0.467,0.031,-0.125,-0.125,0.601,"AfterLatB2"
242,583,21,76,96,"SUBDIFFUSION",0.01019,6.402,6.48,2.549,0.719,0.009,0.115,0.28,2.574,0.135,0.206,0.05,0.767,0.073,0.294,0.294,0.597,"AfterLatB2"
243,586,18,125,142,"SUBDIFFUSION",0.00158,1.658,7.384,2.273,0.995,0.004,0.072,0.089,2.843,1.195e-11,-0.15,0.386,1.539,0.033,-0.054,-0.054,0.592,"AfterLatB2"
246,595,16,83,98,"SUBDIFFUSION",0.005367,5.768,4.985,2.237,0.891,0.022,0.177,0.227,1.392,0.358,-0.097,0.194,0.368,0.035,0.883,0.883,0.652,"AfterLatB2"
249,600,12,83,94,"SUBDIFFUSION",0.0107,1.513,7.397,2.251,0.457,0.006,0.092,0.138,1.865,0.527,-0.126,0.175,-0.004,0.031,0.499,0.499,0.582,"AfterLatB2"
250,604,16,101,116,"SUBDIFFUSION",0.001628,1.962,7.175,2.332,0.446,0.014,0.154,0.163,1.754,1.699e-10,-0.107,0.122,0.708,0.03,-0.065,-0.065,0.624,"AfterLatB2"
256,613,28,109,136,"SUBDIFFUSION",0.002317,5.397,6.514,2.337,0.182,0.006,0.093,0.104,1.916,0.165,0.258,0.144,0.493,0.034,0.261,0.261,0.652,"AfterLatB2"
263,628,27,113,139,"SUBDIFFUSION",0.004374,3.29,5.373,3.048,0.981,0.003,0.066,0.094,1.791,0.193,0.281,0.193,0.625,0.038,0.364,0.364,0.611,"AfterLatB2"
263,630,17,150,166,"SUBDIFFUSION",0.001096,3.581,5.849,2.652,0.982,0.007,0.096,0.095,2.492,1.199e-13,-0.267,0.007,2.487,0.032,-0.059,-0.059,0.581,"AfterLatB2"
263,632,17,183,199,"SUBDIFFUSION",0.01606,3.664,5.729,2.037,0.504,0.029,0.195,0.248,1.683,0.804,-0.273,0.235,0.043,0.035,0.899,0.899,0.616,"AfterLatB2"
264,635,12,85,96,"SUBDIFFUSION",0.001086,3.317,2.893,1.868,0.212,0.067,0.322,0.309,4.024,6.321e-12,0.061,0.253,2.618,0.022,-0.105,-0.105,0.724,"AfterLatB2"
277,664,16,90,105,"SUBDIFFUSION",0.002518,4.08,7.358,2.337,-0.227,0.018,0.158,0.181,2.765,0.234,-0.247,0.093,0.15,0.036,0.033,0.033,0.623,"AfterLatB2"
277,666,15,127,141,"SUBDIFFUSION",0.001764,3.928,7.445,1.82,0.442,0.045,0.256,0.311,3.017,3.243e-11,0.237,0.243,1.252,0.034,-0.071,-0.071,0.6,"AfterLatB2"
281,667,28,99,126,"SUBDIFFUSION",0.003024,7.699,0.134,2.767,-0.227,0.01,0.115,0.159,2.366,0.169,-0.019,0.089,1.145,0.036,0.085,0.085,0.708,"AfterLatB2"
281,669,11,141,151,"SUBDIFFUSION",0.001971,7.244,0.316,1.926,0.9,0.017,0.175,0.204,2.069,7.672e-12,-0.131,0.295,1.2,0.043,-0.125,-0.125,0.559,"AfterLatB2"
282,674,27,112,138,"SUBDIFFUSION",0.007973,6.794,0.85,2.22,0.905,0.0003278,0.024,0.026,5.122,0.546,0.163,0.047,0.253,0.03,0.857,0.857,0.547,"AfterLatB2"
284,679,12,100,111,"SUBDIFFUSION",0.001443,3.69,2.853,1.999,0.352,0.033,0.201,0.175,2.44,0.243,-0.193,0.147,0.319,0.02,0.662,0.662,0.602,"AfterLatB2"
285,681,13,93,105,"SUBDIFFUSION",0.01768,0.975,4.883,2.217,-0.227,0.006,0.1,0.253,1.623,0.243,0.621,0.147,0.382,0.071,0.496,0.496,0.573,"AfterLatB2"
290,692,18,104,121,"SUBDIFFUSION",0.002194,5.267,2.476,2.607,0.735,0.002,0.048,0.04,2.746,0.354,0.212,0.013,0.682,0.027,0.443,0.443,0.646,"AfterLatB2"
291,697,15,119,133,"SUBDIFFUSION",0.006033,3.568,3.051,2.359,-0.227,0.006,0.098,0.109,1.713,0.489,0.06,0.097,0.479,0.035,0.483,0.483,0.661,"AfterLatB2"
297,705,12,105,116,"SUBDIFFUSION",0.08947,6.6,6.133,1.801,0.972,0.017,0.159,0.333,1.619,0.991,-0.104,0.073,0.042,0.061,0.98,0.98,0.543,"AfterLatB2"
306,725,11,108,118,"SUBDIFFUSION",0.01169,4.858,6.487,1.875,0.764,0.012,0.142,0.204,1.983,0.519,0.008,0.289,0.296,0.042,0.997,0.997,0.67,"AfterLatB2"
307,726,43,101,143,"SUBDIFFUSION",0.005675,5.664,7.695,2.307,0.266,0.0007804,0.033,0.036,2.849,0.506,0.02,0.242,0.273,0.034,0.862,0.862,0.625,"AfterLatB2"
309,735,11,120,130,"SUBDIFFUSION",0.007383,3.796,1.604,2.247,-0.227,0.017,0.164,0.288,2.046,0.26,0.348,0.388,1.143,0.062,0.098,0.098,0.698,"AfterLatB2"
309,737,11,159,169,"SUBDIFFUSION",0.0007931,3.167,2.6,2.141,0.923,0.022,0.182,0.152,3.281,1.656e-11,-0.138,0.11,1.2,0.03,-0.125,-0.125,0.567,"AfterLatB2"
318,761,17,115,131,"SUBDIFFUSION",0.004258,6.584,3.198,2.593,0.891,0.018,0.158,0.298,1.616,0.007,0.111,0.01,0.411,0.034,-0.059,-0.059,0.598,"AfterLatB2"
322,767,12,112,123,"SUBDIFFUSION",0.003449,2.193,6.273,2.818,-0.227,0.022,0.163,0.195,1.846,0.338,-0.38,0.045,2.103,0.035,0.625,0.625,0.672,"AfterLatB2"
323,769,11,112,122,"SUBDIFFUSION",0.002446,5.247,7.193,2.227,-0.227,0.003,0.066,0.068,1.966,0.301,-0.009,0.326,0.629,0.036,-0.015,-0.015,0.55,"AfterLatB2"
337,805,14,119,132,"SUBDIFFUSION",0.002613,2.583,7.709,1.91,-0.227,0.04,0.253,0.45,2.995,6.584e-13,0.295,0.31,6.569,0.057,-0.083,-0.083,0.532,"AfterLatB2"
340,806,11,121,131,"SUBDIFFUSION",0.003906,7.211,2.255,2.494,0.979,0.01,0.113,0.152,1.792,0.25,-0.22,0.169,0.329,0.033,0.058,0.058,0.554,"AfterLatB2"
341,812,36,160,195,"SUBDIFFUSION",0.001972,3.804,5.233,2.623,0.412,0.002,0.057,0.07,2.628,0.038,0.465,0.016,1.314,0.042,-0.01,-0.01,0.579,"AfterLatB2"
343,819,11,142,152,"SUBDIFFUSION",0.03271,1.651,6.036,2.962,0.891,0.009,0.12,0.414,2.468,0.279,0.361,0.051,0.965,0.086,0.909,0.909,0.595,"AfterLatB2"
352,832,11,124,134,"SUBDIFFUSION",0.005484,7.524,6.244,2.108,0.997,0.023,0.189,0.347,2.425,0.06,0.234,0.066,0.585,0.059,-0.122,-0.122,0.486,"AfterLatB2"
357,840,12,127,138,"SUBDIFFUSION",0.01704,6.95,7.16,2.278,0.987,0.009,0.114,0.195,1.445,0.568,-0.089,0.071,0.172,0.028,0.386,0.386,0.606,"AfterLatB2"
367,864,15,134,148,"SUBDIFFUSION",0.001115,5.133,2.469,2.801,-0.227,0.008,0.102,0.137,1.993,5.148e-12,-0.319,0.238,2.943,0.054,-0.071,-0.071,0.67,"AfterLatB2"
368,868,13,135,147,"SUBDIFFUSION",0.008103,7.338,2.606,2.409,0.977,0.012,0.144,0.345,2.293,5.903e-12,-0.183,0.027,0.118,0.076,-0.087,-0.087,0.694,"AfterLatB2"
370,874,18,157,174,"SUBDIFFUSION",0.002366,3.5,3.707,1.926,-0.101,0.015,0.164,0.2,2.522,0.031,0.241,0.124,0.442,0.042,-0.042,-0.042,0.619,"AfterLatB2"
374,885,12,135,146,"SUBDIFFUSION",0.00919,7.393,7.11,2.195,0.992,0.003,0.064,0.087,1.632,0.478,0.148,0.141,0.927,0.034,0.447,0.447,0.638,"AfterLatB2"
376,890,21,145,165,"SUBDIFFUSION",0.004767,4.059,7.427,2.201,0.867,0.004,0.077,0.076,2.845,0.518,0.671,0.048,0.324,0.02,0.938,0.938,0.629,"AfterLatB2"
380,903,19,165,183,"SUBDIFFUSION",0.02299,5.895,1.533,2.285,0.23,0.022,0.181,0.389,1.471,0.505,0.128,0.138,0.253,0.076,0.647,0.647,0.598,"AfterLatB2"
382,906,15,142,156,"SUBDIFFUSION",0.03124,2.477,1.411,2.24,0.76,0.015,0.137,0.311,1.746,0.658,-0.147,0.088,0.015,0.06,0.751,0.751,0.589,"AfterLatB2"
384,909,10,151,160,"SUBDIFFUSION",0.01263,1.988,6.804,2.182,0.732,0.068,0.304,0.534,1.973,0.476,-0.183,0.012,0.129,0.04,0.998,0.998,0.541,"AfterLatB2"
388,915,14,149,162,"SUBDIFFUSION",0.01647,2.186,3.46,2.69,0.991,0.004,0.073,0.117,1.642,0.628,0.082,0.128,0.605,0.039,0.941,0.941,0.607,"AfterLatB2"
400,939,10,165,174,"SUBDIFFUSION",0.002987,7.072,6.308,2.584,0.989,0.003,0.06,0.107,1.48,9.066e-13,-0.165,0.089,3.689,0.033,-0.143,-0.143,0.567,"AfterLatB2"
410,955,15,170,184,"SUBDIFFUSION",0.00284,5.459,2.624,2.075,-0.227,0.007,0.099,0.137,1.487,0.119,0.037,0.284,0.657,0.04,0.195,0.195,0.613,"AfterLatB2"
412,959,19,156,174,"SUBDIFFUSION",0.02823,5.869,2.385,2.305,0.933,0.000993,0.039,0.084,3.83,0.548,0.386,0.091,0.285,0.068,0.925,0.925,0.679,"AfterLatB2"
414,965,36,174,209,"SUBDIFFUSION",0.004896,1.918,7.036,2.464,0.974,0.002,0.047,0.07,2.037,0.242,-0.038,0.153,0.526,0.04,0.386,0.386,0.638,"AfterLatB2"
416,969,11,165,175,"SUBDIFFUSION",0.0143,0.6,7.865,1.926,-0.227,0.054,0.28,0.816,1.429,0.144,-0.232,0.272,0.033,0.079,0.438,0.438,0.388,"AfterLatB2"
426,989,11,168,178,"SUBDIFFUSION",0.007503,0.702,6.931,2.49,0.944,0.007,0.091,0.192,1.973,0.175,-0.225,0.077,3.4,0.054,0.002,0.002,0.598,"AfterLatB2"
433,1003,13,173,185,"SUBDIFFUSION",0.003142,5.954,6.212,2.231,0.692,0.009,0.117,0.204,2.015,1.034e-12,0.316,0.158,0.611,0.057,-0.087,-0.087,0.706,"AfterLatB2"
435,1007,15,192,206,"SUBDIFFUSION",0.008173,1.357,7.464,2.071,0.522,0.004,0.085,0.175,1.875,0.105,0.739,0.358,0.259,0.07,-0.024,-0.024,0.584,"AfterLatB2"
442,1019,17,170,186,"SUBDIFFUSION",0.002608,3.624,0.974,2.392,0.822,0.005,0.083,0.095,2.578,0.163,0.255,0.05,0.562,0.033,0.145,0.145,0.651,"AfterLatB2"
446,1029,36,183,218,"SUBDIFFUSION",0.003164,2.556,1.522,2.202,0.358,0.004,0.068,0.11,3.039,0.019,-0.059,0.116,1.105,0.042,-0.018,-0.018,0.67,"AfterLatB2"
457,1049,23,196,218,"SUBDIFFUSION",0.009502,4.654,7.737,2.189,-0.227,0.008,0.12,0.207,2.92,0.291,1.768,0.099,0.2,0.057,0.244,0.244,0.634,"AfterLatB2"
461,1055,11,184,194,"SUBDIFFUSION",0.02233,0.895,4.64,2.468,-0.227,0.025,0.192,0.435,2.485,0.486,0.194,0.008,0.703,0.036,0.45,0.45,0.724,"AfterLatB2"
463,1059,14,183,196,"SUBDIFFUSION",0.01313,1.457,5.726,2.057,0.651,0.031,0.209,0.546,1.73,0.168,-0.121,0.11,0.852,0.061,0.081,0.081,0.769,"AfterLatB2"
465,1064,14,196,209,"SUBDIFFUSION",0.008903,4.18,1.257,1.721,0.991,0.039,0.297,0.305,4.58,0.506,0.898,0.453,0.215,0.01,0.347,0.347,0.562,"AfterLatB2"
468,1068,30,188,217,"SUBDIFFUSION",0.005675,6.905,1.093,2.509,0.689,0.0004307,0.026,0.052,2.237,3.565e-12,0.8,0.15,0.727,0.072,-0.026,-0.026,0.616,"AfterLatB2"
470,1076,32,221,252,"SUBDIFFUSION",0.002783,3.203,2.526,2.571,0.649,0.011,0.123,0.118,2.406,0.371,-0.142,0.009,0.976,0.026,0.444,0.444,0.571,"AfterLatB2"
475,1088,13,191,203,"SUBDIFFUSION",0.03461,7.462,2.431,2.267,0.961,0.017,0.164,0.413,2.919,0.513,0.681,0.12,0.292,0.065,0.807,0.807,0.503,"AfterLatB2"
480,1100,11,194,204,"SUBDIFFUSION",0.008292,2.262,1.884,2.17,-0.138,0.001,0.048,0.096,2.796,0.149,-0.095,0.013,0.862,0.063,0.565,0.565,0.645,"AfterLatB2"
487,1110,49,198,246,"SUBDIFFUSION",0.007928,5.914,2.807,1.884,0.925,0.007,0.103,0.117,1.289,0.555,0.476,0.382,0.238,0.028,0.686,0.686,0.61,"AfterLatB2"
489,1115,14,200,213,"SUBDIFFUSION",0.002089,7.417,0.754,2.301,-0.227,0.008,0.105,0.165,2.168,4.114e-11,-0.098,0.086,0.059,0.049,-0.083,-0.083,0.703,"AfterLatB2"
489,1117,47,227,273,"SUBDIFFUSION",0.001481,7.425,0.718,2.503,0.967,0.0003488,0.022,0.021,4.38,0.087,0.117,0.024,2.187,0.026,0.017,0.017,0.636,"AfterLatB2"
496,1124,22,203,224,"SUBDIFFUSION",0.008895,3.204,6.976,2.417,0.997,0.005,0.09,0.165,2.594,0.214,0.278,0.047,0.112,0.048,0.073,0.073,0.65,"AfterLatB2"
501,1139,12,241,252,"SUBDIFFUSION",0.001195,7.657,6.647,2.023,0.242,0.063,0.297,0.309,1.842,5.664e-11,0.03,0.167,0.262,0.033,-0.105,-0.105,0.578,"AfterLatB2"
514,1158,24,239,262,"SUBDIFFUSION",0.001245,4.843,1.425,2.576,0.994,0.003,0.064,0.066,3.522,1.357e-11,0.063,0.031,3.568,0.03,-0.036,-0.036,0.587,"AfterLatB2"
515,1163,18,227,244,"SUBDIFFUSION",0.0007516,3.449,3.704,2.48,-0.227,0.001,0.045,0.04,2.223,4.078e-12,-0.173,0.026,0.565,0.029,-0.054,-0.054,0.645,"AfterLatB2"
515,1165,26,262,287,"SUBDIFFUSION",0.002782,3.503,3.823,2.157,-0.227,0.002,0.058,0.082,1.691,5.544e-12,2.431,0.022,0.58,0.052,-0.031,-0.031,0.564,"AfterLatB2"
522,1181,17,236,252,"SUBDIFFUSION",0.002018,2.426,7.24,2.786,-0.227,0.016,0.15,0.229,1.788,5.26e-12,0.329,0.175,4.816,0.044,-0.059,-0.059,0.593,"AfterLatB2"
523,1184,11,228,238,"SUBDIFFUSION",0.003848,2.895,1.284,2.361,0.61,0.033,0.207,0.34,1.311,0.109,-0.399,0.038,0.311,0.041,0.15,0.15,0.603,"AfterLatB2"
525,1188,13,229,241,"SUBDIFFUSION",0.01327,6.76,2.252,2.449,0.821,0.01,0.122,0.283,1.489,0.246,0.277,0.234,0.906,0.072,0.18,0.18,0.635,"AfterLatB2"
526,1192,18,234,251,"SUBDIFFUSION",0.01409,2.682,5.796,2.194,0.993,0.004,0.085,0.144,3.418,0.431,0.201,0.093,1.051,0.049,0.335,0.335,0.608,"AfterLatB2"
528,1195,17,230,246,"SUBDIFFUSION",0.002271,4.024,1.398,2.312,0.478,0.027,0.185,0.19,1.609,0.261,-0.096,0.077,0.316,0.033,0.714,0.714,0.572,"AfterLatB2"
534,1211,13,238,250,"SUBDIFFUSION",0.0009362,2.502,4.643,3.177,-0.227,0.012,0.129,0.127,1.799,5.01e-12,-0.242,0.03,0.661,0.023,-0.087,-0.087,0.617,"AfterLatB2"
537,1220,18,256,273,"SUBDIFFUSION",0.002792,6.54,4.769,2.174,0.934,0.03,0.201,0.268,2.209,0.091,0.005,0.133,0.846,0.029,-0.0006572,-0.0006572,0.506,"AfterLatB2"
538,1223,11,235,245,"SUBDIFFUSION",0.006497,3.229,7.04,2.216,-0.227,0.018,0.165,0.34,2.131,0.135,0.367,0.081,0.741,0.062,-0.11,-0.11,0.549,"AfterLatB2"
542,1235,11,236,246,"SUBDIFFUSION",0.01604,7.458,1.869,2.351,0.981,0.019,0.184,0.531,2.048,0.091,0.227,0.13,0.717,0.104,-0.099,-0.099,0.56,"AfterLatB2"
545,1237,23,259,281,"SUBDIFFUSION",0.001946,6.807,1.003,1.975,0.438,0.013,0.147,0.18,3.355,1.664e-11,0.212,0.522,0.664,0.041,-0.038,-0.038,0.584,"AfterLatB2"
546,1240,10,268,277,"SUBDIFFUSION",0.05269,1.944,5.544,2.716,0.999,0.03,0.22,0.55,1.137,0.657,0.209,0.107,0.905,0.069,0.859,0.859,0.643,"AfterLatB2"
561,1259,10,268,277,"SUBDIFFUSION",0.01669,5.86,2.26,2.642,0.273,0.003,0.057,0.107,1.618,0.57,-0.142,0.125,0.281,0.061,0.668,0.668,0.658,"AfterLatB2"
562,1262,12,251,262,"SUBDIFFUSION",0.003374,2.08,3.11,2.293,0.828,0.046,0.256,0.446,2.73,7.485e-12,-0.075,0.054,0.334,0.05,-0.105,-0.105,0.648,"AfterLatB2"
568,1275,13,277,289,"SUBDIFFUSION",0.01478,2.951,6.978,2.355,-0.227,0.019,0.155,0.397,2.399,0.328,-0.232,0.006,-0.017,0.058,0.094,0.094,0.646,"AfterLatB2"
570,1282,33,265,297,"SUBDIFFUSION",0.00115,5.856,2.899,2.505,0.943,0.003,0.062,0.06,3.313,0.015,-0.025,0.045,0.952,0.03,-0.021,-0.021,0.628,"AfterLatB2"
