"PARENT.ID","ID","LENGTH","START","END","CLASS","X.FIT..D","X..COG.","Y..COG.","FRACT..DIM.","TRAPPEDNESS","EFFICENCY","STRAIGHTNESS","SPEED","KURTOSIS","X.FIT..ALPHA","GAUSSIANITY","Asymmetry","MSDRatio","Loc..noise_sigma","Fit.Goodness","Alpha.Fit.Goodness","Confidence","COND"
172,403,26,73,98,"NORM. DIFFUSION",0.1346,5.589,6.848,1.667,0.921,0.003,0.07,0.196,1.704,0.967,0.166,0.261,0.04,0.076,0.802,0.933,0.602,"AfterNoco1"
177,417,11,73,83,"NORM. DIFFUSION",0.09108,3.771,5.629,1.833,0.995,0,0,0,2.435,1.026,-0.116,0.37,13.8,0.079,0.856,0.929,0.488,"AfterNoco1"
179,429,11,78,88,"NORM. DIFFUSION",0.05087,2.4,3.524,1.497,0.865,0.14,0.466,0.608,3.624,1.225,0.016,0.085,-0.059,0.024,0.989,0.997,0.587,"AfterNoco1"
180,435,12,116,127,"NORM. DIFFUSION",0.005504,5.443,0.04,1.983,-0.227,0.021,0.193,0.195,1.727,0.292,0.063,0.083,0.228,0.029,0.717,0.509,0.574,"AfterNoco1"
181,438,34,83,116,"NORM. DIFFUSION",0.01647,5.906,2.059,2.253,0.999,0.005,0.088,0.125,2.016,0.652,0.439,0.044,0.176,0.025,0.7,0.847,0.634,"AfterNoco1"
181,441,27,136,162,"NORM. DIFFUSION",0.03249,5.44,1.513,1.742,0.899,0.037,0.226,0.386,1.729,0.757,0.112,0.158,0.048,0.028,0.887,0.935,0.641,"AfterNoco1"
182,442,10,80,89,"NORM. DIFFUSION",0.02302,1.08,5.46,1.509,0.918,0.081,0.337,0.312,1.237,1.265,0.429,0.222,-0.021,0.019,0.997,0.995,0.605,"AfterNoco1"
182,444,19,106,124,"NORM. DIFFUSION",0.03972,0.857,5.608,1.674,0.749,0.016,0.15,0.227,1.633,1.003,0.032,0.155,0.005,0.035,0.684,0.886,0.605,"AfterNoco1"
183,451,17,115,131,"NORM. DIFFUSION",0.06636,1.127,3.073,1.706,0.969,0.067,0.318,0.632,1.499,0.766,0.09,0.41,-0.032,0.037,0.587,0.654,0.535,"AfterNoco1"
185,453,42,101,142,"NORM. DIFFUSION",0.01875,6.347,1.289,2.414,0.999,0.004,0.074,0.121,2.178,0.517,0.175,0.149,0.347,0.032,0.524,0.589,0.611,"AfterNoco1"
185,455,10,154,163,"NORM. DIFFUSION",0.007585,6.404,1.348,1.77,-0.227,0.105,0.385,0.684,1.201,0.12,0.178,0.495,1.533,0.06,0.148,-0.049,0.501,"AfterNoco1"
187,464,11,92,102,"NORM. DIFFUSION",0.04414,2.182,5.495,1.991,0.692,0.012,0.125,0.192,2.16,0.919,-0.289,0.34,0.03,0.026,0.834,0.834,0.674,"AfterNoco1"
189,468,11,127,137,"NORM. DIFFUSION",0.0265,3.571,1.422,1.723,0.574,0.039,0.296,0.476,1.138,0.443,1.351,0.263,0.154,0.043,0.978,0.954,0.598,"AfterNoco1"
200,500,15,98,112,"NORM. DIFFUSION",0.07674,2.611,3.501,1.539,0.596,0.013,0.16,0.248,1.72,1.038,0.735,0.307,-0.044,0.046,0.914,0.926,0.655,"AfterNoco1"
203,509,12,108,119,"NORM. DIFFUSION",0.0445,2.303,4.103,1.687,0.376,0.057,0.289,0.391,1.319,1.057,0.147,0.027,0.279,0.026,0.682,0.761,0.551,"AfterNoco1"
215,532,14,114,127,"NORM. DIFFUSION",0.0497,0.951,4.897,2.006,0.985,0.0004794,0.032,0.052,2.425,0.789,1.222,0.329,4.385,0.042,0.857,0.95,0.619,"AfterNoco1"
219,539,14,117,130,"NORM. DIFFUSION",0.1087,7.474,6.766,1.901,0.56,0.043,0.249,0.596,2.821,0.927,0.125,0.003,0.225,0.029,0.899,0.874,0.577,"AfterNoco1"
222,541,12,118,129,"NORM. DIFFUSION",0.09683,5.393,5.883,1.587,0.377,0.086,0.371,0.9,1.975,0.755,0.128,0.322,0.058,0.064,0.859,0.86,0.699,"AfterNoco1"
227,551,17,125,141,"NORM. DIFFUSION",0.0003418,0.659,2.449,2.065,-0.227,0.013,0.148,0.095,2.382,4.168e-10,0.19,0.254,0.663,0.023,-0.009,-0.059,0.557,"AfterNoco1"
230,559,17,123,139,"NORM. DIFFUSION",0.06239,2.588,0.635,1.807,0.835,0.054,0.266,0.554,2.329,0.84,0.154,0.03,0.052,0.033,0.867,0.902,0.61,"AfterNoco1"
231,568,19,173,191,"NORM. DIFFUSION",4.698e-12,0.602,1.011,1.848,-0.227,0.002,0.066,0.038,3.352,2.439e-12,0.338,0.213,1.078,0.02,-0.049,-0.049,0.512,"AfterNoco1"
243,583,11,136,146,"NORM. DIFFUSION",0.04297,2.887,6.822,1.882,0.998,0.009,0.125,0.152,2.311,1.222,0.935,0.201,3.067,0.007,0.917,0.954,0.596,"AfterNoco1"
248,593,12,139,150,"NORM. DIFFUSION",0.02897,0.377,5.25,1.715,0.994,0.016,0.165,0.185,3.802,1.072,1.228,0.301,0.008,0.022,0.839,0.918,0.611,"AfterNoco1"
252,598,11,140,150,"NORM. DIFFUSION",0.1048,4.371,3.193,2.602,0.961,0.008,0.098,0.215,1.687,1.111,-0.29,0.026,0.333,0.051,0.877,0.906,0.604,"AfterNoco1"
258,610,12,146,157,"NORM. DIFFUSION",0.03345,1.177,1.743,1.815,-0.227,0.051,0.298,0.532,1.448,0.503,0.063,0.48,0.099,0.053,0.264,0.317,0.544,"AfterNoco1"
261,626,54,155,208,"NORM. DIFFUSION",0.006644,2.647,5.889,1.946,0.271,0.001,0.042,0.046,3.57,0.518,0.618,0.378,0.027,0.029,0.392,0.679,0.592,"AfterNoco1"
261,628,19,226,244,"NORM. DIFFUSION",0.01131,2.604,5.859,1.977,0.939,0.004,0.08,0.084,2.535,0.635,-0.019,0.373,0.094,0.022,0.789,0.878,0.582,"AfterNoco1"
262,630,33,147,179,"NORM. DIFFUSION",0.01468,0.161,2.858,1.913,0.991,0.005,0.105,0.124,1.532,0.619,2.095,0.122,-0.03,0.015,0.293,0.557,0.597,"AfterNoco1"
265,633,16,148,163,"NORM. DIFFUSION",0.07153,0.405,1.333,1.746,0.921,0.031,0.204,0.449,1.295,0.769,-0.284,0.271,0.038,0.016,0.687,0.63,0.556,"AfterNoco1"
269,639,16,150,165,"NORM. DIFFUSION",0.08809,1.015,2.45,1.677,0.508,0.045,0.291,0.669,1.409,0.79,1.053,0.142,0.113,0.076,0.747,0.851,0.552,"AfterNoco1"
275,653,24,165,188,"NORM. DIFFUSION",0.05786,1.603,1.962,1.726,0.419,0.005,0.093,0.177,2.588,0.789,0.239,0.073,0.04,0.034,0.956,0.941,0.617,"AfterNoco1"
276,656,18,154,171,"NORM. DIFFUSION",0.0453,4.891,3.502,1.825,0.258,0.013,0.138,0.344,1.541,0.492,0.455,0.448,0.9,0.055,0.336,0.405,0.585,"AfterNoco1"
278,660,13,153,165,"NORM. DIFFUSION",0.01505,7.028,1.218,1.588,0.908,0.002,0.062,0.057,1.352,0.922,-0.143,0.502,-0.104,0.024,0.936,0.958,0.64,"AfterNoco1"
279,666,10,206,215,"NORM. DIFFUSION",0.007236,5.22,0.712,1.549,-0.227,0.133,0.405,0.427,1.586,0.396,-0.375,0.398,-0.067,0.017,0.503,0.262,0.602,"AfterNoco1"
290,677,31,178,208,"NORM. DIFFUSION",0.02456,6.395,1.257,2.047,0.94,0.000866,0.034,0.064,2.535,0.615,-0.136,0.237,-0.006,0.031,0.462,0.747,0.614,"AfterNoco1"
295,686,14,170,183,"NORM. DIFFUSION",0.01548,2.957,4.414,1.943,0.636,0.005,0.088,0.117,1.295,0.609,0.044,0.134,0.07,0.032,0.833,0.908,0.601,"AfterNoco1"
300,694,23,196,218,"NORM. DIFFUSION",0.04363,3.454,2.962,1.844,0.85,0.009,0.117,0.241,3.627,0.601,0.693,0.149,0.023,0.04,0.598,0.564,0.57,"AfterNoco1"
300,696,16,236,251,"NORM. DIFFUSION",0.1319,4.027,2.87,1.767,0.787,0.01,0.112,0.264,1.727,0.955,0.058,0.285,-0.081,0.067,0.7,0.822,0.599,"AfterNoco1"
301,701,12,167,178,"NORM. DIFFUSION",0.07228,7.693,2.977,2.21,0.994,0.003,0.061,0.138,1.749,0.889,-0.06,0.027,0.152,0.026,0.459,0.726,0.538,"AfterNoco1"
305,705,28,170,197,"NORM. DIFFUSION",0.02523,5.111,1.639,1.893,0.8,0.018,0.172,0.249,2.536,0.73,1.245,0.156,0.136,0.037,0.877,0.961,0.581,"AfterNoco1"
305,707,22,214,235,"NORM. DIFFUSION",0.03986,5.58,2.273,1.791,0.902,0.019,0.164,0.333,3.355,0.694,0.226,0.074,-0.019,0.028,0.302,0.614,0.673,"AfterNoco1"
306,709,13,174,186,"NORM. DIFFUSION",0.01778,0.957,4.865,1.859,0.793,0.013,0.139,0.127,1.912,0.956,-0.153,0.205,-0.033,0.009,0.876,0.92,0.653,"AfterNoco1"
307,714,14,178,191,"NORM. DIFFUSION",0.02197,7.637,5.817,1.871,0.604,0.004,0.08,0.157,1.816,0.361,0.256,0.148,1.185,0.036,0.175,0.291,0.543,"AfterNoco1"
314,729,18,177,194,"NORM. DIFFUSION",0.03072,3.187,1.764,1.428,0.569,0.088,0.342,0.573,1.96,0.763,-0.258,0.43,-0.0003096,0.041,0.646,0.852,0.648,"AfterNoco1"
319,732,18,223,240,"NORM. DIFFUSION",0.02637,1.671,4.564,2.119,0.961,0.022,0.171,0.165,2.542,1.189,0.073,0.488,0.017,0.013,0.816,0.933,0.616,"AfterNoco1"
321,738,12,183,194,"NORM. DIFFUSION",0.04095,2.583,2.807,2.226,0.973,0.04,0.224,0.315,1.722,1.099,-0.2,0.0007671,0.073,0.02,0.989,0.993,0.641,"AfterNoco1"
336,761,17,191,207,"NORM. DIFFUSION",0.03727,3.459,1.927,1.833,0.874,0.037,0.227,0.433,1.776,0.713,0.43,0.087,0.146,0.033,0.95,0.983,0.653,"AfterNoco1"
338,763,11,208,218,"NORM. DIFFUSION",0.01974,0.975,1.909,1.585,0.969,0.02,0.168,0.204,2.476,0.872,-0.219,0.118,-0.033,0.031,0.362,0.636,0.655,"AfterNoco1"
340,770,11,199,209,"NORM. DIFFUSION",0.04212,7.451,3.305,1.548,0.764,0.096,0.373,0.414,1.449,1.285,-0.156,0.12,0.026,0.025,0.88,0.926,0.595,"AfterNoco1"
345,777,30,201,230,"NORM. DIFFUSION",0.02401,0.747,6.087,1.998,0.831,0.01,0.12,0.183,1.776,0.719,0.106,0.16,0.261,0.028,0.687,0.883,0.649,"AfterNoco1"
350,786,17,198,214,"NORM. DIFFUSION",0.06433,2.642,1.607,1.614,0.906,0.018,0.176,0.361,2.483,0.714,0.172,0.091,0.008,0.047,0.642,0.736,0.629,"AfterNoco1"
359,798,10,202,211,"NORM. DIFFUSION",0.01561,7.004,1.128,2.128,0.953,0.017,0.156,0.151,1.671,0.897,0.125,0.102,0.067,0.019,0.996,0.996,0.53,"AfterNoco1"
361,800,14,204,217,"NORM. DIFFUSION",0.0527,2.771,4.417,2.03,0.807,0.006,0.089,0.148,1.586,1.025,-0.27,0.114,0.251,0.032,0.953,0.949,0.518,"AfterNoco1"
364,808,13,208,220,"NORM. DIFFUSION",0.06349,4.252,2.763,1.855,0.936,0.076,0.318,0.613,2.466,0.983,0.03,0.076,0.205,0.035,0.987,0.995,0.669,"AfterNoco1"
366,813,12,210,221,"NORM. DIFFUSION",0.06288,1.91,1.957,1.944,1,0.053,0.273,0.657,1.413,0.789,0.021,0.071,0.704,0.035,0.238,0.54,0.523,"AfterNoco1"
367,816,13,237,249,"NORM. DIFFUSION",0.03044,2.809,2.32,1.62,0.9,0.03,0.219,0.305,1.338,0.688,-0.091,0.331,-0.011,0.031,0.564,0.538,0.55,"AfterNoco1"
372,824,24,258,281,"NORM. DIFFUSION",0.0004374,5.158,0.647,2.036,0.986,0.003,0.078,0.148,2.458,2.619e-11,0.792,0.043,0.088,0.039,-0.036,-0.036,0.617,"AfterNoco1"
374,832,16,226,241,"NORM. DIFFUSION",0.1175,2.49,4.53,1.663,0.863,0.041,0.234,0.517,1.724,0.999,-0.106,0.1,-0.083,0.05,0.7,0.851,0.617,"AfterNoco1"
380,837,14,220,233,"NORM. DIFFUSION",0.1189,3.009,1.791,1.655,0.875,0.091,0.362,0.698,2.107,1.275,0.245,0.193,0.112,0.038,0.977,0.986,0.695,"AfterNoco1"
387,853,22,234,255,"NORM. DIFFUSION",0.05545,3.269,1.673,1.785,0.695,0.011,0.139,0.247,1.789,0.795,0.539,0.265,0.201,0.038,0.781,0.891,0.557,"AfterNoco1"
388,854,19,228,246,"NORM. DIFFUSION",0.02273,1.204,1.339,1.817,0.352,0.009,0.127,0.23,3.581,0.098,1.752,0.435,-0.009,0.042,0.073,-0.041,0.561,"AfterNoco1"
392,855,32,229,260,"NORM. DIFFUSION",0.01111,7.6,1.701,2.202,0.976,0.003,0.07,0.112,2.708,0.395,0.406,0.391,0.208,0.035,0.248,0.42,0.571,"AfterNoco1"
400,863,12,234,245,"NORM. DIFFUSION",0.03115,5.223,0.043,1.965,0.915,0.042,0.285,0.333,2.318,0.9,0.781,0.15,0.041,0.042,0.975,0.968,0.626,"AfterNoco1"
401,864,12,238,249,"NORM. DIFFUSION",0.1017,6.16,0.307,1.7,0.893,0.028,0.201,0.391,2.979,1.128,0.088,0.108,-0.002,0.044,0.929,0.977,0.686,"AfterNoco1"
403,870,15,246,260,"NORM. DIFFUSION",0.07625,7.424,2.891,1.743,0.93,0.033,0.226,0.44,1.323,0.978,0.671,0.397,0.047,0.037,0.938,0.983,0.63,"AfterNoco1"
403,872,14,273,286,"NORM. DIFFUSION",0.04338,7.457,3.34,1.958,-0.227,0.004,0.079,0.165,2.226,0.521,0.808,0.455,0.607,0.059,0.645,0.524,0.55,"AfterNoco1"
404,875,18,237,254,"NORM. DIFFUSION",0.01003,2.549,4.436,1.727,0.858,0.049,0.276,0.394,1.551,0.411,-0.129,0.514,0.258,0.026,0.426,0.526,0.524,"AfterNoco1"
405,879,22,241,262,"NORM. DIFFUSION",0.006511,1.58,4.569,2.063,0.179,0.029,0.202,0.229,2.261,0.385,0.008,0.337,0.943,0.019,0.545,0.463,0.561,"AfterNoco1"
409,888,14,241,254,"NORM. DIFFUSION",0.02871,5.737,2.42,1.876,0.99,0.003,0.085,0.105,1.51,0.739,0.662,0.235,0.273,0.008,0.801,0.852,0.569,"AfterNoco1"
418,895,21,242,262,"NORM. DIFFUSION",0.0226,6.615,3.608,2.26,0.981,0.02,0.168,0.274,1.941,0.659,-0.031,0.014,0.187,0.034,0.895,0.962,0.56,"AfterNoco1"
425,906,26,255,280,"NORM. DIFFUSION",0.004012,2.165,1.949,2.455,0.246,0.001,0.04,0.061,2.047,0.162,0.953,0.338,1.505,0.038,0.089,0.076,0.569,"AfterNoco1"
430,912,17,252,268,"NORM. DIFFUSION",0.0197,1.353,3.188,1.791,-0.227,0.019,0.175,0.229,1.883,0.665,0.445,0.176,0.188,0.031,0.496,0.529,0.562,"AfterNoco1"
432,920,14,276,289,"NORM. DIFFUSION",0.01524,1.334,0.14,1.497,-0.047,0.088,0.398,0.45,1.366,0.551,0.878,0.369,0.015,0.028,0.818,0.741,0.603,"AfterNoco1"
437,924,12,257,268,"NORM. DIFFUSION",0.1097,0.483,5.237,1.763,0.911,0.035,0.243,0.63,2.145,0.818,0.82,0.038,-0.006,0.069,0.991,0.996,0.637,"AfterNoco1"
441,927,13,259,271,"NORM. DIFFUSION",0.1885,1.065,1.292,1.581,0.799,0.09,0.382,1.078,3.026,1.041,0.351,0.186,0.016,0.059,0.961,0.981,0.559,"AfterNoco1"
442,932,25,260,284,"NORM. DIFFUSION",0.02799,3.766,1.258,1.892,0.291,0.03,0.205,0.317,2.228,0.766,0.06,0.033,0.073,0.013,0.939,0.929,0.575,"AfterNoco1"
445,939,25,274,298,"NORM. DIFFUSION",0.002061,1.595,4.555,2.024,0.98,0.001,0.05,0.063,3.195,0.069,0.393,0.338,0.112,0.029,-0.014,-0.026,0.563,"AfterNoco1"
450,946,13,276,288,"NORM. DIFFUSION",0.01032,2.652,5.886,1.898,0.965,0.008,0.103,0.127,2.447,0.348,-0.29,0.385,0.024,0.017,0.045,0.014,0.599,"AfterNoco1"
451,948,30,267,296,"NORM. DIFFUSION",0.01491,1.067,1.78,1.842,0.95,0.0006803,0.033,0.047,3.782,0.321,0.047,0.509,0.666,0.026,0.13,0.146,0.592,"AfterNoco1"
453,949,14,267,280,"NORM. DIFFUSION",0.01313,0.129,2.877,1.946,0.856,0.011,0.127,0.148,1.428,0.651,0.321,0.045,-0.01,0.019,0.531,0.761,0.596,"AfterNoco1"
455,954,22,269,290,"NORM. DIFFUSION",0.1119,5.582,4.431,1.843,0.357,0.006,0.094,0.261,1.994,0.881,0.087,0.052,0.025,0.044,0.855,0.891,0.634,"AfterNoco1"
460,959,15,276,290,"NORM. DIFFUSION",0.02598,2.989,1.587,1.539,0.369,0.093,0.397,0.448,1.656,0.833,0.146,0.207,-0.022,0.024,0.841,0.887,0.528,"AfterNoco1"
468,969,11,277,287,"NORM. DIFFUSION",0.04554,0.935,2.996,1.426,0.96,0.039,0.356,0.481,1.86,0.739,1.691,0.45,0.264,0.034,0.71,0.854,0.576,"AfterNoco1"
472,978,12,280,291,"NORM. DIFFUSION",0.1297,4.417,1.627,1.716,0.844,0.092,0.359,0.806,2.056,1.162,-0.002,0.138,-0.015,0.033,0.958,0.971,0.725,"AfterNoco1"
478,989,11,283,293,"NORM. DIFFUSION",0.0251,1.225,3.407,1.989,0.992,0.033,0.209,0.272,1.413,0.957,-0.311,0.315,0.35,0.027,0.714,0.86,0.427,"AfterNoco1"
485,993,12,287,298,"NORM. DIFFUSION",0.07233,0.177,2.873,1.654,0.914,0.006,0.107,0.138,1.125,1.304,0.419,0.396,-0.047,0.028,0.801,0.915,0.546,"AfterNoco1"
3,3,13,0,12,"SUBDIFFUSION",0.0003098,7.228,0.206,2.73,1,0,0,0,1.5,0.013,2.22e-16,0.07,1.133,0.009,-0.087,-0.087,0.619,"AfterNoco1"
3,6,21,111,131,"SUBDIFFUSION",0.000394,7.2,0.211,2.935,-0.227,0.003,0.069,0.034,2.238,0.057,0.338,0.144,0.933,0.019,-0.015,-0.015,0.607,"AfterNoco1"
9,27,45,22,66,"SUBDIFFUSION",0.002944,5.427,0.92,2.205,-0.166,0.004,0.074,0.064,1.683,0.394,0.205,0.375,0.266,0.025,0.513,0.513,0.589,"AfterNoco1"
14,44,13,0,12,"SUBDIFFUSION",0.001085,2.563,1.508,2.372,0.953,0,0,0,2.269,0.423,-0.2,0.043,0.356,0.015,0.103,0.103,0.671,"AfterNoco1"
14,47,44,37,80,"SUBDIFFUSION",0.0004421,2.627,1.489,2.909,0.999,0,0,0,2.634,5.084e-12,0.045,0.022,0.792,0.019,-0.015,-0.015,0.586,"AfterNoco1"
14,49,53,110,162,"SUBDIFFUSION",0.0009359,2.651,1.464,3.024,-0.227,0.0003931,0.024,0.018,2.559,0.12,0.038,0.055,0.886,0.028,0.108,0.108,0.645,"AfterNoco1"
15,51,12,5,16,"SUBDIFFUSION",0.00164,0.103,1.44,2.755,-0.227,0.014,0.137,0.175,2.048,0.041,-0.3,0.206,2.588,0.028,-0.103,-0.103,0.651,"AfterNoco1"
23,64,22,1,22,"SUBDIFFUSION",0.0008558,7.436,2.373,2.201,-0.227,0.002,0.06,0.032,2.36,0.307,0.048,0.034,0.371,0.02,0.461,0.461,0.669,"AfterNoco1"
25,69,15,12,26,"SUBDIFFUSION",0.001938,0.541,2.496,2.019,-0.227,0.02,0.187,0.175,1.562,0.179,0.005,0.052,0.414,0.028,-0.03,-0.03,0.539,"AfterNoco1"
25,71,18,44,61,"SUBDIFFUSION",0.0009402,0.582,2.356,2.331,-0.227,0.007,0.099,0.089,2.065,0.027,-0.173,0.088,1.521,0.022,-0.052,-0.052,0.609,"AfterNoco1"
34,89,20,0,19,"SUBDIFFUSION",0.0004886,1.578,4.566,2.352,0.827,0.002,0.061,0.036,4.166,6.533e-12,0.236,0.006,0.458,0.017,-0.048,-0.048,0.648,"AfterNoco1"
34,91,147,33,179,"SUBDIFFUSION",0.0009903,1.571,4.573,2.958,0.835,0.0001237,0.014,0.01,4.25,0.065,0.837,0.006,0.466,0.026,0.083,0.083,0.618,"AfterNoco1"
36,100,32,5,36,"SUBDIFFUSION",0.0009391,2.241,4.7,2.858,0.741,0,0,0,2.24,0.154,-0.139,0.057,0.419,0.023,0.142,0.142,0.615,"AfterNoco1"
48,135,13,7,19,"SUBDIFFUSION",0.01307,2.582,7.902,2.021,0.473,0.057,0.285,0.432,2.451,0.587,-0.077,0.255,0.729,0.05,0.787,0.787,0.595,"AfterNoco1"
53,138,14,6,19,"SUBDIFFUSION",0.009435,7.091,3.877,1.942,0.995,0,0,0,5.318,0.257,1.906,0.509,2.193,0.057,0.033,0.033,0.485,"AfterNoco1"
54,143,36,12,47,"SUBDIFFUSION",0.003049,2.294,3.906,2.472,0.529,0.0005848,0.03,0.039,2.405,0.104,0.341,0.005,1.383,0.043,0.005,0.005,0.63,"AfterNoco1"
55,145,22,35,56,"SUBDIFFUSION",0.006667,5.827,5.129,1.906,0.903,0.018,0.156,0.275,2.138,0.198,-0.016,0.258,0.655,0.037,0.116,0.116,0.592,"AfterNoco1"
61,164,25,17,41,"SUBDIFFUSION",0.001322,7.667,0.331,2.407,0.998,0,0,0,6.706,0.04,0.204,0.121,0.578,0.024,-0.029,-0.029,0.672,"AfterNoco1"
61,166,26,60,85,"SUBDIFFUSION",0.0005946,7.657,0.355,3.035,-0.031,0.0009381,0.037,0.027,3.428,1.208e-12,-0.118,0.096,0.711,0.022,-0.031,-0.031,0.607,"AfterNoco1"
63,169,16,13,28,"SUBDIFFUSION",0.005136,7.8,7.237,2.115,0.996,0.005,0.092,0.143,9.997,0.099,1.606,0.124,0.065,0.057,-0.055,-0.055,0.671,"AfterNoco1"
64,173,19,10,28,"SUBDIFFUSION",0.001789,6.922,0.998,2.021,-0.227,0.0004658,0.029,0.038,4.397,1.652e-11,0.651,0.359,6.078,0.047,-0.049,-0.049,0.49,"AfterNoco1"
64,175,30,43,72,"SUBDIFFUSION",0.003681,7.108,0.836,2.724,-0.156,0.002,0.046,0.052,2.096,0.34,-0.237,0.147,0.523,0.039,0.495,0.495,0.613,"AfterNoco1"
66,178,13,12,24,"SUBDIFFUSION",0.001532,3.686,1.326,2.439,-0.227,0.013,0.146,0.179,6.735,1.137e-11,0.307,0.015,1.467,0.043,-0.087,-0.087,0.544,"AfterNoco1"
78,203,12,17,28,"SUBDIFFUSION",0.005824,7.61,3.327,2.812,0.986,0,0,0,2.422,0.281,0.021,0.073,1.618,0.041,0.27,0.27,0.519,"AfterNoco1"
83,212,11,48,58,"SUBDIFFUSION",0.00108,2.549,7.938,2.338,-0.227,0.03,0.228,0.245,2.119,4.416e-12,0.012,0.092,0.667,0.039,-0.125,-0.125,0.712,"AfterNoco1"
84,215,45,41,85,"SUBDIFFUSION",0.001231,7.432,2.34,2.47,0.977,0.003,0.067,0.062,5.597,8.915e-12,0.475,0.045,0.148,0.031,-0.014,-0.014,0.617,"AfterNoco1"
85,217,29,19,47,"SUBDIFFUSION",0.004455,3.268,1.997,2.821,-0.227,0.002,0.056,0.069,1.554,0.3,0.322,0.051,0.441,0.033,0.557,0.557,0.601,"AfterNoco1"
89,221,11,18,28,"SUBDIFFUSION",0.0007497,0.971,3.033,2.814,0.641,0.018,0.151,0.136,2.635,2.439e-11,-0.067,0.039,1.8,0.022,-0.125,-0.125,0.67,"AfterNoco1"
90,223,12,24,35,"SUBDIFFUSION",0.002329,5.183,3.047,2.513,-0.227,0.013,0.134,0.255,2.157,1.09e-11,-0.172,0.523,0.595,0.07,-0.105,-0.105,0.679,"AfterNoco1"
93,237,11,25,35,"SUBDIFFUSION",0.0117,0.087,7.451,2.098,0.641,0.073,0.3,0.645,2.847,0.335,-0.239,0.13,0.186,0.057,0.912,0.912,0.728,"AfterNoco1"
96,242,13,28,40,"SUBDIFFUSION",0.009654,0.492,0.566,2.262,0.919,0.023,0.192,0.305,2.106,0.387,0.439,0.131,0.262,0.047,0.315,0.315,0.645,"AfterNoco1"
97,245,12,30,41,"SUBDIFFUSION",2.987e+154,1.373,1.23,2.625,-0.227,0,0,0,2.226,5.335e+153,0.027,0.042,3.436,0.026,0,0,0.626,"AfterNoco1"
98,247,11,83,93,"SUBDIFFUSION",0.001613,4.364,0.967,2.887,0.955,0,0,0,3.017,0.167,0.25,0.002,2.2,0.028,0.053,0.053,0.556,"AfterNoco1"
99,248,15,26,40,"SUBDIFFUSION",0.000752,0.395,1.723,2.869,0.284,0.004,0.08,0.049,1.466,0.157,-0.063,0.088,0.205,0.021,0.002,0.002,0.682,"AfterNoco1"
99,251,10,61,70,"SUBDIFFUSION",0.003758,0.656,1.5,2.822,0.965,0.005,0.077,0.076,2.158,0.485,-0.224,0.015,0.967,0.026,0.879,0.879,0.76,"AfterNoco1"
102,257,12,32,43,"SUBDIFFUSION",0.001111,1.467,2.973,2.697,0.924,0.003,0.061,0.062,2.252,2.371e-11,0.03,0.077,0.467,0.029,-0.105,-0.105,0.623,"AfterNoco1"
103,262,34,65,98,"SUBDIFFUSION",0.01096,1.176,3.355,1.801,0.444,0.024,0.186,0.219,1.276,0.683,0.258,0.53,0.313,0.025,0.896,0.896,0.561,"AfterNoco1"
104,264,13,26,38,"SUBDIFFUSION",0.007126,7.135,3.945,2.374,0.685,0.024,0.188,0.253,1.982,0.432,0.273,0.065,0.133,0.043,0.943,0.943,0.617,"AfterNoco1"
109,282,16,42,57,"SUBDIFFUSION",0.0009064,2.65,5.945,2.915,0.937,0.002,0.047,0.045,2.397,9.514e-12,-0.204,0.039,1.28,0.03,-0.065,-0.065,0.643,"AfterNoco1"
119,301,10,55,64,"SUBDIFFUSION",0.002119,3.704,1.296,1.889,-0.227,0.002,0.07,0.107,4.542,1.886e-12,0.551,0.467,1.622,0.068,-0.143,-0.143,0.563,"AfterNoco1"
121,307,17,51,67,"SUBDIFFUSION",0.0008001,7.16,3.936,2.692,-0.227,0.003,0.069,0.06,2.365,4.246e-12,0.342,0.132,7.675,0.033,-0.059,-0.059,0.617,"AfterNoco1"
129,309,11,44,54,"SUBDIFFUSION",0.003711,2.935,6.844,2.734,-0.227,0.037,0.232,0.456,2.256,8.376e-13,-0.278,0.289,0.293,0.071,-0.125,-0.125,0.73,"AfterNoco1"
130,311,11,50,60,"SUBDIFFUSION",0.01909,7.629,5.716,2.477,-0.227,0.027,0.203,0.544,1.505,0.306,0.322,0.129,0.151,0.076,0.146,0.146,0.493,"AfterNoco1"
132,320,15,48,62,"SUBDIFFUSION",0.005926,0.931,5.549,1.859,-0.227,0.057,0.29,0.44,1.814,0.313,0.13,0.322,0.105,0.049,0.195,0.195,0.537,"AfterNoco1"
135,327,21,65,85,"SUBDIFFUSION",0.003435,1.83,2.175,2.294,0.719,0.007,0.1,0.152,2.513,0.033,1.095,0.137,0.773,0.042,-0.027,-0.027,0.607,"AfterNoco1"
139,341,11,51,61,"SUBDIFFUSION",0.01548,0.52,1.178,2.461,0.852,0.009,0.124,0.272,1.281,0.291,0.171,0.143,0.111,0.06,0.9,0.9,0.656,"AfterNoco1"
141,342,11,52,62,"SUBDIFFUSION",0.02255,1.393,1.196,1.887,0.692,0.005,0.084,0.152,2.213,0.656,0.085,0.394,0.309,0.03,0.974,0.974,0.584,"AfterNoco1"
142,346,15,64,78,"SUBDIFFUSION",0.001457,3.533,1.907,2.394,-0.227,0.018,0.16,0.154,1.434,0.11,-0.211,0.046,0.403,0.032,0.024,0.024,0.656,"AfterNoco1"
