ID,LENGTH,START,END,#SEG_NORM,#POS_NORM,#SEG_SUB,#POS_SUB,#SEG_CONF,#POS_CONF,#SEG_DIRECTED,#POS_DIRECTED
2,25,0,24,1,23,0,0,0,0,0,0
3,187,0,186,2,56,2,34,2,74,1,14
4,25,5,29,1,25,0,0,0,0,0,0
5,11,0,10,1,11,0,0,0,0,0,0
7,109,2,110,2,89,0,0,0,0,1,17
8,44,0,43,0,0,0,0,1,12,1,20
9,85,0,84,2,22,1,45,0,0,0,0
10,36,2,37,1,14,0,0,1,14,0,0
12,11,0,10,1,11,0,0,0,0,0,0
13,37,0,36,0,0,0,0,0,0,1,30
14,174,0,173,2,47,3,110,0,0,1,11
15,14,5,18,0,0,1,12,0,0,0,0
18,20,0,19,1,18,0,0,0,0,0,0
19,55,0,54,1,20,0,0,0,0,1,28
21,14,1,14,0,0,0,0,0,0,1,11
22,81,0,80,1,34,0,0,0,0,1,47
23,27,0,26,0,0,1,22,0,0,0,0
25,73,2,74,0,0,2,33,2,29,0,0
26,15,0,14,1,11,0,0,0,0,0,0
27,21,0,20,1,20,0,0,0,0,0,0
28,26,0,25,0,0,0,0,0,0,1,17
30,57,0,56,1,57,0,0,0,0,0,0
33,16,0,15,0,0,0,0,0,0,1,11
34,180,0,179,0,0,2,167,1,13,0,0
35,24,0,23,0,0,0,0,0,0,0,0
36,36,5,40,0,0,1,32,0,0,0,0
37,72,1,72,1,70,0,0,0,0,0,0
38,14,0,13,1,14,0,0,0,0,0,0
40,22,4,25,0,0,0,0,0,0,0,0
42,15,0,14,1,12,0,0,0,0,0,0
43,53,0,52,1,13,0,0,0,0,2,32
44,32,0,31,1,31,0,0,0,0,0,0
45,25,0,24,0,0,0,0,1,21,0,0
47,39,0,38,1,27,0,0,0,0,0,0
48,20,0,19,0,0,1,13,0,0,0,0
52,12,6,17,0,0,0,0,0,0,1,11
53,15,6,20,0,0,1,14,0,0,0,0
54,42,6,47,0,0,1,36,0,0,0,0
55,113,1,113,2,45,1,22,0,0,1,31
56,16,7,22,1,14,0,0,0,0,0,0
57,16,0,15,0,0,0,0,0,0,1,11
58,22,6,27,1,18,0,0,0,0,0,0
59,13,0,12,1,13,0,0,0,0,0,0
61,80,6,85,0,0,2,51,1,18,0,0
62,21,13,33,1,20,0,0,0,0,0,0
63,19,13,31,0,0,1,16,0,0,0,0
64,73,10,82,1,14,2,49,0,0,0,0
66,13,12,24,0,0,1,13,0,0,0,0
67,14,13,26,0,0,0,0,0,0,0,0
69,15,12,26,0,0,0,0,0,0,0,0
70,12,12,23,0,0,0,0,0,0,1,12
72,18,10,27,1,18,0,0,0,0,0,0
73,39,10,48,1,14,0,0,1,11,0,0
74,11,14,24,1,11,0,0,0,0,0,0
76,61,15,75,1,39,0,0,0,0,1,20
77,17,17,33,1,16,0,0,0,0,0,0
78,14,15,28,0,0,1,12,0,0,0,0
79,17,16,32,1,17,0,0,0,0,0,0
82,17,20,36,0,0,0,0,0,0,0,0
83,40,19,58,1,15,1,11,1,14,0,0
84,69,20,88,0,0,1,45,0,0,1,18
85,29,19,47,0,0,1,29,0,0,0,0
87,22,21,42,0,0,0,0,0,0,1,13
89,11,18,28,0,0,1,11,0,0,0,0
90,34,23,56,1,15,1,12,0,0,0,0
91,18,22,39,1,12,0,0,0,0,0,0
92,32,24,55,0,0,0,0,0,0,1,25
93,12,24,35,0,0,1,11,0,0,0,0
95,19,27,45,1,14,0,0,0,0,0,0
96,33,25,57,1,14,1,13,0,0,0,0
