PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
3,3,13,0,12,SUBDIFFUSION,3.098E-4,7.228,0.206,2.730,1.000,0.000,0.000,0.000,1.500,0.013,2.220E-16,0.070,1.133,0.009,-0.087,-0.087,0.619
3,6,21,111,131,SUBDIFFUSION,3.94E-4,7.200,0.211,2.935,-0.227,0.003,0.069,0.034,2.238,0.057,0.338,0.144,0.933,0.019,-0.015,-0.015,0.607
9,27,45,22,66,SUBDIFFUSION,2.944E-3,5.427,0.920,2.205,-0.166,0.004,0.074,0.064,1.683,0.394,0.205,0.375,0.266,0.025,0.513,0.513,0.589
14,44,13,0,12,SUBDIFFUSION,1.085E-3,2.563,1.508,2.372,0.953,0.000,0.000,0.000,2.269,0.423,-0.200,0.043,0.356,0.015,0.103,0.103,0.671
14,47,44,37,80,SUBDIFFUSION,4.421E-4,2.627,1.489,2.909,0.999,0.000,0.000,0.000,2.634,5.084E-12,0.045,0.022,0.792,0.019,-0.015,-0.015,0.586
14,49,53,110,162,SUBDIFFUSION,9.359E-4,2.651,1.464,3.024,-0.227,3.931E-4,0.024,0.018,2.559,0.120,0.038,0.055,0.886,0.028,0.108,0.108,0.645
15,51,12,5,16,SUBDIFFUSION,1.64E-3,0.103,1.440,2.755,-0.227,0.014,0.137,0.175,2.048,0.041,-0.300,0.206,2.588,0.028,-0.103,-0.103,0.651
23,64,22,1,22,SUBDIFFUSION,8.558E-4,7.436,2.373,2.201,-0.227,0.002,0.060,0.032,2.360,0.307,0.048,0.034,0.371,0.020,0.461,0.461,0.669
25,69,15,12,26,SUBDIFFUSION,1.938E-3,0.541,2.496,2.019,-0.227,0.020,0.187,0.175,1.562,0.179,0.005,0.052,0.414,0.028,-0.030,-0.030,0.539
25,71,18,44,61,SUBDIFFUSION,9.402E-4,0.582,2.356,2.331,-0.227,0.007,0.099,0.089,2.065,0.027,-0.173,0.088,1.521,0.022,-0.052,-0.052,0.609
34,89,20,0,19,SUBDIFFUSION,4.886E-4,1.578,4.566,2.352,0.827,0.002,0.061,0.036,4.166,6.533E-12,0.236,0.006,0.458,0.017,-0.048,-0.048,0.648
34,91,147,33,179,SUBDIFFUSION,9.903E-4,1.571,4.573,2.958,0.835,1.237E-4,0.014,0.010,4.250,0.065,0.837,0.006,0.466,0.026,0.083,0.083,0.618
36,100,32,5,36,SUBDIFFUSION,9.391E-4,2.241,4.700,2.858,0.741,0.000,0.000,0.000,2.240,0.154,-0.139,0.057,0.419,0.023,0.142,0.142,0.615
48,135,13,7,19,SUBDIFFUSION,1.307E-2,2.582,7.902,2.021,0.473,0.057,0.285,0.432,2.451,0.587,-0.077,0.255,0.729,0.050,0.787,0.787,0.595
53,138,14,6,19,SUBDIFFUSION,9.435E-3,7.091,3.877,1.942,0.995,0.000,0.000,0.000,5.318,0.257,1.906,0.509,2.193,0.057,0.033,0.033,0.485
54,143,36,12,47,SUBDIFFUSION,3.049E-3,2.294,3.906,2.472,0.529,5.848E-4,0.030,0.039,2.405,0.104,0.341,0.005,1.383,0.043,0.005,0.005,0.630
55,145,22,35,56,SUBDIFFUSION,6.667E-3,5.827,5.129,1.906,0.903,0.018,0.156,0.275,2.138,0.198,-0.016,0.258,0.655,0.037,0.116,0.116,0.592
61,164,25,17,41,SUBDIFFUSION,1.322E-3,7.667,0.331,2.407,0.998,0.000,0.000,0.000,6.706,0.040,0.204,0.121,0.578,0.024,-0.029,-0.029,0.672
61,166,26,60,85,SUBDIFFUSION,5.946E-4,7.657,0.355,3.035,-0.031,9.381E-4,0.037,0.027,3.428,1.208E-12,-0.118,0.096,0.711,0.022,-0.031,-0.031,0.607
63,169,16,13,28,SUBDIFFUSION,5.136E-3,7.800,7.237,2.115,0.996,0.005,0.092,0.143,9.997,0.099,1.606,0.124,0.065,0.057,-0.055,-0.055,0.671
64,173,19,10,28,SUBDIFFUSION,1.789E-3,6.922,0.998,2.021,-0.227,4.658E-4,0.029,0.038,4.397,1.652E-11,0.651,0.359,6.078,0.047,-0.049,-0.049,0.490
64,175,30,43,72,SUBDIFFUSION,3.681E-3,7.108,0.836,2.724,-0.156,0.002,0.046,0.052,2.096,0.340,-0.237,0.147,0.523,0.039,0.495,0.495,0.613
66,178,13,12,24,SUBDIFFUSION,1.532E-3,3.686,1.326,2.439,-0.227,0.013,0.146,0.179,6.735,1.137E-11,0.307,0.015,1.467,0.043,-0.087,-0.087,0.544
78,203,12,17,28,SUBDIFFUSION,5.824E-3,7.610,3.327,2.812,0.986,0.000,0.000,0.000,2.422,0.281,0.021,0.073,1.618,0.041,0.270,0.270,0.519
83,212,11,48,58,SUBDIFFUSION,1.08E-3,2.549,7.938,2.338,-0.227,0.030,0.228,0.245,2.119,4.416E-12,0.012,0.092,0.667,0.039,-0.125,-0.125,0.712
84,215,45,41,85,SUBDIFFUSION,1.231E-3,7.432,2.340,2.470,0.977,0.003,0.067,0.062,5.597,8.915E-12,0.475,0.045,0.148,0.031,-0.014,-0.014,0.617
85,217,29,19,47,SUBDIFFUSION,4.455E-3,3.268,1.997,2.821,-0.227,0.002,0.056,0.069,1.554,0.300,0.322,0.051,0.441,0.033,0.557,0.557,0.601
89,221,11,18,28,SUBDIFFUSION,7.497E-4,0.971,3.033,2.814,0.641,0.018,0.151,0.136,2.635,2.439E-11,-0.067,0.039,1.800,0.022,-0.125,-0.125,0.670
90,223,12,24,35,SUBDIFFUSION,2.329E-3,5.183,3.047,2.513,-0.227,0.013,0.134,0.255,2.157,1.090E-11,-0.172,0.523,0.595,0.070,-0.105,-0.105,0.679
93,237,11,25,35,SUBDIFFUSION,1.17E-2,0.087,7.451,2.098,0.641,0.073,0.300,0.645,2.847,0.335,-0.239,0.130,0.186,0.057,0.912,0.912,0.728
96,242,13,28,40,SUBDIFFUSION,9.654E-3,0.492,0.566,2.262,0.919,0.023,0.192,0.305,2.106,0.387,0.439,0.131,0.262,0.047,0.315,0.315,0.645
97,245,12,30,41,SUBDIFFUSION,2.987E154,1.373,1.230,2.625,-0.227,0.000,0.000,0.000,2.226,5.335E153,0.027,0.042,3.436,0.026,0.000,0.000,0.626
98,247,11,83,93,SUBDIFFUSION,1.613E-3,4.364,0.967,2.887,0.955,0.000,0.000,0.000,3.017,0.167,0.250,0.002,2.200,0.028,0.053,0.053,0.556
99,248,15,26,40,SUBDIFFUSION,7.52E-4,0.395,1.723,2.869,0.284,0.004,0.080,0.049,1.466,0.157,-0.063,0.088,0.205,0.021,0.002,0.002,0.682
99,251,10,61,70,SUBDIFFUSION,3.758E-3,0.656,1.500,2.822,0.965,0.005,0.077,0.076,2.158,0.485,-0.224,0.015,0.967,0.026,0.879,0.879,0.760
102,257,12,32,43,SUBDIFFUSION,1.111E-3,1.467,2.973,2.697,0.924,0.003,0.061,0.062,2.252,2.371E-11,0.030,0.077,0.467,0.029,-0.105,-0.105,0.623
103,262,34,65,98,SUBDIFFUSION,1.096E-2,1.176,3.355,1.801,0.444,0.024,0.186,0.219,1.276,0.683,0.258,0.530,0.313,0.025,0.896,0.896,0.561
104,264,13,26,38,SUBDIFFUSION,7.126E-3,7.135,3.945,2.374,0.685,0.024,0.188,0.253,1.982,0.432,0.273,0.065,0.133,0.043,0.943,0.943,0.617
109,282,16,42,57,SUBDIFFUSION,9.064E-4,2.650,5.945,2.915,0.937,0.002,0.047,0.045,2.397,9.514E-12,-0.204,0.039,1.280,0.030,-0.065,-0.065,0.643
119,301,10,55,64,SUBDIFFUSION,2.119E-3,3.704,1.296,1.889,-0.227,0.002,0.070,0.107,4.542,1.886E-12,0.551,0.467,1.622,0.068,-0.143,-0.143,0.563
121,307,17,51,67,SUBDIFFUSION,8.001E-4,7.160,3.936,2.692,-0.227,0.003,0.069,0.060,2.365,4.246E-12,0.342,0.132,7.675,0.033,-0.059,-0.059,0.617
129,309,11,44,54,SUBDIFFUSION,3.711E-3,2.935,6.844,2.734,-0.227,0.037,0.232,0.456,2.256,8.376E-13,-0.278,0.289,0.293,0.071,-0.125,-0.125,0.730
130,311,11,50,60,SUBDIFFUSION,1.909E-2,7.629,5.716,2.477,-0.227,0.027,0.203,0.544,1.505,0.306,0.322,0.129,0.151,0.076,0.146,0.146,0.493
132,320,15,48,62,SUBDIFFUSION,5.926E-3,0.931,5.549,1.859,-0.227,0.057,0.290,0.440,1.814,0.313,0.130,0.322,0.105,0.049,0.195,0.195,0.537
135,327,21,65,85,SUBDIFFUSION,3.435E-3,1.830,2.175,2.294,0.719,0.007,0.100,0.152,2.513,0.033,1.095,0.137,0.773,0.042,-0.027,-0.027,0.607
