 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,114.348,113.891,99.901,107.424
2,113.860,114.129,100.034,106.803
3,114.286,114.374,99.884,107.429
4,101.493,101.665,100.017,107.063
5,102.796,102.722,99.924,107.354
6,103.332,103.501,99.915,107.585
7,103.950,104.228,100.065,107.200
8,104.288,104.981,99.981,107.022
9,104.776,104.988,99.839,106.904
10,105.239,105.312,99.911,106.995
11,105.604,105.466,99.958,107.390
12,105.925,105.920,99.941,106.944
13,106.666,106.604,99.903,106.597
14,106.578,106.981,100.155,107.031
15,106.796,107.710,100.030,106.625
16,107.364,107.447,100.113,107.427
17,107.295,107.827,100.028,107.195
18,107.646,107.573,100.037,107.144
19,107.526,108.513,100.038,106.813
20,107.846,107.893,100.134,106.849
21,108.004,108.247,99.960,107.047
22,107.562,108.812,99.982,107.287
23,107.724,108.680,99.952,107.235
24,108.399,108.570,100.075,107.242
25,108.276,109.182,100.066,107.166
26,108.691,108.794,99.942,107.480
27,108.651,109.095,100.011,106.148
28,108.596,109.388,100.026,106.693
29,108.467,109.146,100.159,106.765
30,108.641,109.143,99.991,106.538
31,109.925,109.495,99.988,107.338
32,109.143,109.831,99.955,107.207
33,109.706,109.347,99.900,107.377
34,108.842,109.706,99.942,106.751
35,109.246,109.974,99.998,106.900
36,109.217,110.346,99.972,106.692
37,108.761,110.032,100.055,107.133
38,109.099,110.336,100.065,107.537
39,109.340,111.089,100.039,107.914
40,109.449,110.140,100.179,107.773
41,109.016,110.214,100.200,107.748
42,109.891,110.147,100.124,107.151
43,109.484,110.103,100.063,107.596
44,109.874,110.192,99.943,106.925
45,109.644,110.640,100.005,107.421
46,109.693,110.620,100.041,107.450
47,109.313,110.693,100.083,107.808
48,109.507,110.738,100.073,107.886
49,110.196,111.322,99.948,107.967
50,110.390,111.087,99.859,107.819
51,110.254,111.304,100.173,107.628
52,110.532,110.897,99.991,107.585
53,109.906,111.606,100.157,107.154
54,110.485,111.307,99.958,107.518
55,110.371,111.427,100.021,107.247
56,110.138,111.050,99.928,107.173
57,109.917,111.059,99.897,106.955
58,110.221,111.267,100.140,106.999
59,110.719,111.308,100.129,106.705
60,111.114,111.607,99.866,106.634
61,110.807,111.356,99.931,106.732
62,110.756,112.052,100.015,106.915
63,110.576,111.796,100.067,106.633
64,111.099,112.327,99.945,106.704
