 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,122.085,113.999,99.862,110.505
2,121.329,114.726,99.753,110.599
3,121.989,114.645,99.869,109.728
4,103.495,102.263,99.782,109.882
5,107.046,103.711,99.803,109.975
6,108.918,105.110,99.768,110.114
7,110.487,105.940,99.833,110.393
8,112.039,106.664,99.731,110.565
9,113.219,107.256,99.843,110.854
10,113.644,108.185,99.760,110.009
11,114.959,108.011,99.920,110.199
12,115.226,108.682,99.962,110.067
13,116.239,108.944,99.969,110.241
14,116.346,109.642,99.660,110.103
15,116.371,109.923,99.820,109.926
16,116.199,109.774,99.744,109.936
17,115.954,110.556,99.839,109.911
18,117.253,110.541,99.808,109.208
19,117.404,110.578,99.906,109.629
20,117.051,111.193,99.911,109.851
21,117.172,111.002,99.830,109.587
22,117.035,111.585,99.762,109.740
23,118.092,111.054,99.884,110.009
24,118.116,111.796,99.720,110.225
25,118.458,111.882,99.903,110.182
26,119.015,112.326,99.776,110.551
27,119.288,112.474,99.884,110.254
28,118.941,112.645,99.785,110.491
29,119.458,112.596,99.882,110.684
30,120.322,112.600,99.942,110.884
31,119.799,112.408,99.803,109.935
32,119.783,111.834,99.764,110.467
33,120.366,112.685,99.785,110.412
34,120.231,113.423,99.900,110.007
35,120.122,113.312,99.989,110.131
36,120.144,113.270,99.869,110.442
37,120.170,113.416,99.736,110.288
38,120.171,112.908,99.867,110.250
39,119.893,113.007,99.726,110.078
40,119.816,112.152,99.898,110.408
41,120.297,113.361,99.835,110.517
42,120.483,113.292,99.692,110.112
43,119.599,112.266,99.886,110.606
44,119.441,113.478,99.701,110.419
45,119.582,113.378,99.921,110.216
46,119.732,113.358,99.862,110.387
47,119.977,113.519,99.865,110.232
48,119.567,113.494,99.776,109.988
49,119.827,112.597,99.798,110.608
50,119.573,113.113,99.789,110.680
51,119.430,112.872,99.922,110.755
52,118.523,113.419,99.932,110.516
53,119.493,112.959,99.863,110.857
54,120.148,113.454,99.833,110.817
55,119.607,113.801,99.907,110.470
56,119.762,112.857,99.740,109.720
57,119.751,112.782,99.834,110.306
58,121.209,113.962,99.742,109.964
59,119.755,113.330,99.928,110.310
60,118.887,113.642,99.750,110.137
61,119.477,113.270,99.819,109.661
62,120.300,113.057,99.801,110.342
63,119.870,112.980,99.780,110.502
64,120.329,113.668,99.770,110.095
