 ,Mean(cell_0),Mean(cell_1),Mean(Background),Mean(Reference)
1,125.841,112.568,100.151,106.941
2,124.706,111.546,100.190,106.492
3,124.855,112.527,100.183,106.775
4,102.732,102.047,99.997,106.712
5,103.573,103.678,100.172,106.562
6,104.075,104.450,100.089,106.797
7,104.394,105.344,100.122,106.499
8,104.687,106.257,100.163,105.952
9,105.408,106.726,100.103,106.494
10,106.081,107.037,100.295,106.520
11,106.115,106.685,100.059,106.015
12,106.603,107.083,100.236,106.160
13,106.876,107.722,100.038,106.645
14,107.467,108.341,100.080,106.430
15,107.661,108.842,100.130,106.349
16,108.080,109.173,100.063,106.309
17,108.475,109.552,100.140,106.151
18,108.978,108.878,100.246,106.048
19,109.056,108.715,100.116,105.782
20,109.728,109.099,100.056,106.364
21,109.621,110.034,100.214,106.254
22,110.087,109.839,100.137,107.329
23,110.240,109.855,99.986,106.338
24,110.805,110.229,100.006,106.541
25,111.013,109.702,100.331,106.447
26,110.668,109.575,100.065,106.734
27,111.500,110.119,100.165,106.613
28,111.847,110.212,100.127,106.256
29,111.859,110.493,100.155,106.427
30,112.496,110.499,100.207,106.012
31,111.972,110.503,100.047,106.835
32,112.283,111.248,100.120,106.299
33,112.154,111.481,100.080,106.011
34,113.004,112.089,100.136,106.533
35,112.676,111.826,100.152,106.801
36,112.793,111.130,99.989,107.610
37,113.137,111.367,99.987,106.634
38,113.618,111.635,100.062,106.772
39,113.623,111.195,100.158,106.377
40,113.580,111.428,100.023,107.080
41,114.007,111.440,100.192,106.516
42,113.752,111.245,100.082,106.298
43,113.821,112.160,100.107,106.240
44,114.558,111.244,100.181,106.322
45,114.354,111.807,100.075,105.932
46,114.636,112.056,100.232,106.101
47,114.536,112.239,100.129,107.040
48,115.186,112.466,100.204,106.582
49,114.931,111.741,100.116,106.464
50,115.171,111.248,100.146,106.408
51,115.262,110.907,100.156,106.957
52,115.601,111.293,100.024,106.410
53,115.514,110.775,100.174,106.538
54,115.286,111.457,100.154,107.215
55,115.576,111.026,100.075,106.845
56,115.561,111.771,100.194,106.941
57,115.733,111.134,100.123,106.040
58,115.829,111.226,100.199,106.655
59,116.070,111.658,100.177,106.295
60,116.458,112.392,100.151,106.186
61,116.111,111.971,100.306,106.447
62,116.526,111.784,100.146,106.724
63,115.718,111.480,99.996,107.010
64,116.590,111.827,100.253,106.884
