Mean confindence,Drift x,Drift y,Omitted segments,Min. track length,Window size,Min. segment length,Resamplerate,Pixelsize,Framerate,Reduced conf. model,Remove global drift
0.622,-0.001,0.001,4,10,10,10,1,0.040,17,false,false
