PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
5,10,12,0,11,NORM. DIFFUSION,6.022E-3,4.103,2.537,1.870,0.844,0.004,0.091,0.062,2.226,0.160,0.946,0.140,0.277,0.011,0.046,-0.090,0.629
5,13,27,68,94,NORM. DIFFUSION,2.658E-2,4.529,2.159,1.795,0.844,0.038,0.236,0.344,1.599,0.813,0.486,0.296,0.020,0.017,0.798,0.928,0.651
6,20,13,2,14,NORM. DIFFUSION,1.614E-2,2.003,2.843,1.605,0.473,0.052,0.300,0.467,1.327,0.445,0.482,0.339,0.290,0.036,0.511,0.711,0.566
7,26,18,85,102,NORM. DIFFUSION,3.498E-3,2.491,3.576,1.876,0.997,0.004,0.091,0.057,2.634,0.426,0.844,0.320,0.153,0.014,0.171,0.161,0.523
7,28,26,121,146,NORM. DIFFUSION,1.144E-2,2.488,3.589,1.766,-0.227,0.005,0.088,0.165,4.061,0.201,0.283,0.367,1.049,0.034,0.287,0.176,0.558
8,32,19,6,24,NORM. DIFFUSION,3.753E-2,1.168,4.253,1.578,0.792,0.020,0.192,0.338,1.873,0.655,0.148,0.368,0.121,0.049,0.520,0.752,0.622
9,40,12,30,41,NORM. DIFFUSION,4.574E-3,0.573,4.937,1.583,0.890,0.008,0.131,0.062,1.976,0.793,0.394,0.383,-0.067,0.013,0.992,0.997,0.633
9,42,14,54,67,NORM. DIFFUSION,4.446E-2,0.197,5.023,1.598,0.994,0.015,0.191,0.305,2.021,0.633,1.592,0.341,0.584,0.045,0.374,0.434,0.533
10,45,20,4,23,NORM. DIFFUSION,2.751E-2,2.724,5.076,1.666,0.931,0.022,0.203,0.400,1.821,0.522,0.935,0.446,0.270,0.032,0.459,0.726,0.560
13,54,16,0,15,NORM. DIFFUSION,1.318E-1,3.092,3.508,1.628,0.981,0.013,0.146,0.345,3.630,0.976,0.423,0.111,0.084,0.032,0.501,0.750,0.638
15,57,25,7,31,NORM. DIFFUSION,3.608E-3,0.664,4.005,2.130,0.867,0.014,0.149,0.102,2.272,0.569,-0.007,0.181,0.361,0.018,0.672,0.848,0.569
15,59,21,49,69,NORM. DIFFUSION,1.117E-3,0.754,4.063,1.845,-0.227,5.602E-4,0.036,0.034,4.685,0.102,0.973,0.158,1.108,0.038,-0.022,-0.005,0.572
17,67,12,12,23,NORM. DIFFUSION,1.058E-2,0.447,0.813,1.911,0.854,0.004,0.075,0.062,1.972,0.761,-0.370,0.244,0.030,0.018,0.619,0.658,0.605
18,68,17,0,16,NORM. DIFFUSION,7.583E-2,0.529,7.393,1.596,0.434,0.024,0.186,0.519,1.807,0.636,0.281,0.511,0.098,0.070,0.706,0.797,0.605
19,77,17,6,22,NORM. DIFFUSION,4.084E-3,3.148,0.781,2.151,0.988,0.032,0.220,0.175,1.518,0.449,0.010,0.199,0.142,0.005,0.466,0.545,0.623
21,80,12,0,11,NORM. DIFFUSION,7.35E-2,5.850,1.107,1.440,0.748,0.101,0.438,0.721,1.150,0.988,1.626,0.281,-0.046,0.028,0.950,0.979,0.533
27,90,21,15,35,NORM. DIFFUSION,1.009E-1,1.415,0.116,1.870,0.969,0.001,0.040,0.102,1.394,0.877,0.801,0.228,-0.029,0.050,0.731,0.902,0.571
28,95,16,2,17,NORM. DIFFUSION,9.609E-3,2.015,6.990,1.993,0.194,0.011,0.130,0.101,2.351,0.571,0.058,0.152,-0.024,0.016,0.508,0.455,0.611
34,100,10,9,18,NORM. DIFFUSION,1.046E-2,0.880,2.320,1.718,0.970,0.007,0.133,0.107,2.151,0.619,0.320,0.545,Infinity,0.024,0.799,0.901,0.556
35,105,20,10,29,NORM. DIFFUSION,6.994E-2,6.738,1.194,1.743,0.984,0.036,0.231,0.308,1.946,1.303,0.059,0.219,0.021,0.016,0.832,0.950,0.637
36,108,12,24,35,NORM. DIFFUSION,4.97E-3,1.930,1.593,1.444,0.291,0.075,0.387,0.255,1.599,0.548,0.849,0.431,0.066,0.006,0.387,0.576,0.481
38,111,48,16,63,NORM. DIFFUSION,2.778E-2,4.768,7.635,1.871,0.959,0.009,0.114,0.174,1.967,0.771,0.459,0.102,0.033,0.017,0.590,0.841,0.612
40,115,13,7,19,NORM. DIFFUSION,1.193E-1,2.895,0.157,1.572,0.822,0.044,0.275,0.682,1.393,0.927,0.391,0.367,0.265,0.041,0.685,0.880,0.598
41,117,14,9,22,NORM. DIFFUSION,1.986E-2,5.566,1.589,1.709,0.774,0.053,0.267,0.398,1.637,0.673,-0.017,0.237,-8.882E-16,0.029,0.723,0.883,0.698
43,125,11,4,14,NORM. DIFFUSION,5.855E-2,4.727,2.211,1.938,0.995,0.011,0.126,0.204,1.898,1.140,-0.115,0.165,0.229,0.013,0.909,0.952,0.658
45,130,12,7,18,NORM. DIFFUSION,2.115E-2,7.243,2.757,1.973,0.970,0.031,0.219,0.495,1.833,0.308,-0.193,0.008,0.046,0.047,0.026,0.060,0.811
47,135,24,8,31,NORM. DIFFUSION,1.836E-2,0.987,2.997,2.006,0.924,0.005,0.083,0.122,1.617,0.663,0.222,0.007,0.432,0.020,0.564,0.756,0.582
48,144,12,2,13,NORM. DIFFUSION,2.003E-11,6.200,4.793,1.560,0.077,0.012,0.143,0.255,2.204,4.853E-11,0.161,0.316,0.800,0.030,-0.105,-0.105,0.611
59,162,14,17,30,NORM. DIFFUSION,2.06E-2,3.883,1.711,1.622,-0.083,0.076,0.374,0.526,1.061,0.495,0.716,0.456,0.156,0.040,0.824,0.723,0.558
61,163,29,9,37,NORM. DIFFUSION,7.143E-2,2.225,3.172,1.570,0.730,0.018,0.170,0.311,2.399,0.977,0.826,0.448,-0.018,0.034,0.763,0.909,0.632
65,169,12,9,20,NORM. DIFFUSION,6.609E-2,6.097,0.237,1.793,0.952,0.082,0.346,0.636,2.960,1.030,-0.230,0.241,-0.028,0.023,0.724,0.903,0.685
67,182,25,55,79,NORM. DIFFUSION,9.673E-2,4.933,2.603,1.798,0.968,0.017,0.163,0.361,1.532,0.964,0.409,0.059,0.011,0.041,0.708,0.915,0.619
67,185,25,95,119,NORM. DIFFUSION,3.878E-2,5.173,1.840,2.054,0.932,0.013,0.133,0.240,2.436,0.698,0.041,0.025,0.238,0.023,0.582,0.664,0.650
68,190,12,31,42,NORM. DIFFUSION,4.986E-2,1.927,0.507,1.719,0.981,0.047,0.294,0.360,1.589,1.188,0.589,0.073,-0.040,0.024,0.999,0.999,0.528
75,211,13,15,27,NORM. DIFFUSION,6.476E-2,2.203,2.754,2.039,0.974,0.026,0.210,0.457,1.240,0.762,0.779,0.234,-0.049,0.033,0.805,0.926,0.586
81,219,27,21,47,NORM. DIFFUSION,5.281E-2,2.961,6.536,1.764,0.464,0.018,0.167,0.331,1.797,0.750,0.234,0.249,0.103,0.034,0.855,0.937,0.606
82,224,19,23,41,NORM. DIFFUSION,1.935E-1,0.693,7.333,1.825,0.868,0.054,0.271,0.829,2.440,1.026,0.033,0.093,0.090,0.086,0.889,0.956,0.606
89,237,18,48,65,NORM. DIFFUSION,5.868E-2,0.867,2.224,2.053,0.988,0.027,0.207,0.369,1.946,0.937,0.224,0.514,-0.028,0.032,0.840,0.955,0.590
99,257,21,34,54,NORM. DIFFUSION,1.448E-2,5.667,1.575,1.699,0.537,0.059,0.292,0.290,4.987,0.777,0.053,0.058,-0.083,0.016,0.392,0.714,0.584
110,265,10,62,71,NORM. DIFFUSION,1.307E-11,6.964,2.420,1.851,0.975,0.000,0.000,0.000,2.472,3.937E-12,1.236,0.505,3.800,0.019,-0.143,-0.143,0.613
111,274,42,47,88,NORM. DIFFUSION,1.052E-2,6.644,1.140,2.219,1.000,6.688E-4,0.031,0.052,2.715,0.392,0.218,0.015,0.137,0.029,0.223,0.299,0.656
113,287,43,56,98,NORM. DIFFUSION,5.272E-2,2.397,4.959,1.865,0.879,0.012,0.139,0.267,2.131,0.834,0.261,0.150,-0.012,0.038,0.680,0.907,0.601
118,298,12,47,58,NORM. DIFFUSION,5.673E-2,3.997,4.817,1.843,0.990,0.029,0.236,0.309,1.019,1.146,0.482,0.174,-0.016,0.031,0.995,0.999,0.570
121,300,10,47,56,NORM. DIFFUSION,1.487E-1,1.996,5.600,1.723,0.640,0.068,0.323,0.884,1.194,0.909,0.284,0.398,-0.058,0.075,0.883,0.883,0.592
122,303,12,47,58,NORM. DIFFUSION,4.483E-2,1.640,6.050,1.643,0.925,0.058,0.285,0.415,2.199,1.107,0.383,0.199,-0.047,0.026,0.779,0.927,0.666
123,306,11,50,60,NORM. DIFFUSION,3.834E-2,5.196,4.822,1.662,0.753,0.093,0.400,0.680,2.780,0.686,0.151,0.046,-0.008,0.036,1.000,0.999,0.510
126,308,26,51,76,NORM. DIFFUSION,3.622E-2,2.306,6.335,1.510,0.154,0.081,0.337,0.645,2.778,0.677,0.435,0.348,0.050,0.023,0.807,0.879,0.576
127,309,15,51,65,NORM. DIFFUSION,1.715E-1,4.195,0.219,1.813,0.912,0.007,0.100,0.243,2.078,0.712,0.156,0.403,-0.108,0.037,0.489,0.255,0.599
129,310,11,51,61,NORM. DIFFUSION,3.1E-11,0.960,7.105,1.865,-0.227,0.024,0.189,0.561,2.464,6.331E-11,0.134,0.399,0.298,0.091,-0.125,-0.125,0.544
139,329,17,61,77,NORM. DIFFUSION,4.74E-2,3.626,7.847,2.084,1.000,0.010,0.125,0.213,1.327,0.834,-0.152,0.076,0.017,0.033,0.686,0.694,0.548
140,330,11,60,70,NORM. DIFFUSION,5.146E-4,4.727,1.000,1.965,0.859,0.068,0.323,0.683,3.930,0.023,-0.182,0.018,0.039,0.052,-0.125,-0.123,0.484
146,333,10,66,75,NORM. DIFFUSION,3.147E-2,1.376,1.320,2.060,0.985,0.003,0.063,0.107,1.592,0.713,-0.198,0.003,0.297,0.014,0.670,0.829,0.580
146,335,10,89,98,NORM. DIFFUSION,1.618E-1,0.944,1.792,1.548,0.965,0.043,0.280,0.641,1.817,1.189,0.748,0.405,1.849,0.031,0.989,0.991,0.493
149,339,22,64,85,NORM. DIFFUSION,9.197E-3,1.818,7.320,1.684,0.751,0.020,0.169,0.134,2.208,0.838,-0.089,0.330,-0.019,0.022,0.834,0.918,0.659
150,341,11,66,76,NORM. DIFFUSION,1.073E-1,1.047,0.109,1.778,0.918,0.001,0.042,0.096,2.312,1.009,-0.009,0.316,-0.034,0.062,0.999,0.999,0.639
152,346,14,69,82,NORM. DIFFUSION,2.856E-2,4.986,3.317,1.676,0.975,0.026,0.197,0.209,1.218,1.064,0.056,0.104,0.071,0.031,0.786,0.858,0.619
152,348,15,102,116,NORM. DIFFUSION,4.825E-2,5.096,3.373,1.659,0.725,0.043,0.255,0.448,1.817,0.873,0.748,0.064,0.314,0.027,0.419,0.710,0.650
153,349,22,69,90,NORM. DIFFUSION,1.505E-1,3.804,1.271,1.950,0.973,0.020,0.169,0.410,1.493,1.097,0.212,0.030,-0.060,0.027,0.824,0.959,0.664
157,355,18,74,91,NORM. DIFFUSION,5.846E-3,1.149,3.669,1.712,0.993,0.021,0.192,0.200,1.423,0.440,0.365,0.319,0.170,0.012,0.124,0.310,0.568
158,356,12,75,86,NORM. DIFFUSION,3.618E-2,2.927,7.013,1.848,0.997,0.001,0.046,0.087,6.627,0.247,1.590,0.378,1.416,0.057,0.031,-0.068,0.494
159,359,33,79,111,NORM. DIFFUSION,2.605E-2,0.704,7.765,2.332,0.999,0.008,0.122,0.238,1.631,0.444,0.742,0.068,0.118,0.039,0.493,0.618,0.583
163,371,20,74,93,NORM. DIFFUSION,1.017E-1,5.138,2.860,1.837,0.993,0.035,0.230,0.725,2.372,0.767,0.160,0.019,0.153,0.070,0.439,0.733,0.739
164,373,16,81,96,NORM. DIFFUSION,1.898E-2,0.865,2.225,2.076,0.968,0.001,0.052,0.091,1.317,0.224,0.612,0.466,0.232,0.017,0.267,0.029,0.565
167,376,18,101,118,NORM. DIFFUSION,6.702E-3,0.431,6.816,1.988,0.797,0.003,0.064,0.057,1.736,0.596,-0.190,0.136,0.075,0.012,0.595,0.790,0.550
169,380,17,88,104,NORM. DIFFUSION,3.094E-3,1.694,3.861,1.895,0.866,0.003,0.060,0.134,1.858,4.893E-12,0.215,0.443,3.720,0.041,-0.051,-0.059,0.543
169,382,16,114,129,NORM. DIFFUSION,5.089E-2,1.305,3.862,1.410,0.802,0.093,0.428,0.561,1.118,1.061,1.619,0.371,-0.014,0.023,0.978,0.990,0.582
170,386,11,86,96,NORM. DIFFUSION,4.889E-2,0.185,5.047,1.837,0.944,0.018,0.157,0.280,1.626,0.914,-0.004,0.461,0.187,0.052,0.947,0.975,0.685
172,392,16,88,103,NORM. DIFFUSION,2.137E-12,6.742,1.463,1.955,0.171,0.003,0.078,0.143,3.856,2.833E-12,0.724,0.217,1.900,0.060,-0.065,-0.065,0.571
175,397,17,92,108,NORM. DIFFUSION,3.47E-10,0.831,1.104,1.815,0.758,0.008,0.136,0.229,4.888,0.016,0.661,0.027,1.553,0.043,-0.059,-0.058,0.607
178,408,25,97,121,NORM. DIFFUSION,1.772E-2,1.504,5.819,1.693,0.854,0.021,0.183,0.323,2.548,0.490,0.148,0.452,0.111,0.027,0.405,0.571,0.577
