PARENT-ID,ID,LENGTH,START,END,CLASS,(FIT) D,X (COG),Y (COG),FRACT. DIM.,TRAPPEDNESS,EFFICENCY,STRAIGHTNESS,SPEED,KURTOSIS,(FIT) ALPHA,GAUSSIANITY,Asymmetry,MSDRatio,Loc. noise_sigma,Fit Goodness,Alpha Fit Goodness,Confidence
1,1,30,0,29,SUBDIFFUSION,2.954E-3,4.271,3.085,2.459,0.995,0.008,0.101,0.105,2.300,0.285,0.029,0.188,0.274,0.024,0.225,0.225,0.651
2,6,18,10,27,SUBDIFFUSION,1.159E-3,4.924,3.251,2.429,-0.227,0.007,0.105,0.113,4.297,5.453E-12,0.608,0.105,2.800,0.040,-0.054,-0.054,0.555
4,8,15,5,19,SUBDIFFUSION,1.132E-2,0.101,2.275,2.421,-0.227,0.016,0.154,0.275,2.102,0.408,-0.144,0.198,0.279,0.044,0.651,0.651,0.609
7,25,57,28,84,SUBDIFFUSION,5.037E-3,2.507,3.564,2.024,0.949,0.012,0.130,0.092,11.464,0.744,0.234,0.226,0.396,0.014,0.913,0.913,0.618
7,27,18,103,120,SUBDIFFUSION,1.83E-3,2.464,3.604,2.176,0.789,0.010,0.117,0.089,2.750,0.365,-0.021,0.052,0.276,0.023,0.777,0.777,0.620
9,39,13,17,29,SUBDIFFUSION,1.231E-3,0.588,4.883,1.845,0.841,0.062,0.320,0.160,1.513,0.449,-0.200,0.213,0.217,0.009,0.850,0.850,0.562
11,49,47,29,75,SUBDIFFUSION,5.813E-4,6.206,5.776,2.389,0.997,0.002,0.059,0.033,3.351,2.039E-11,0.577,0.044,2.109,0.018,-0.014,-0.014,0.573
11,51,13,87,99,SUBDIFFUSION,1.307E-3,6.228,5.788,2.365,0.985,0.003,0.066,0.057,1.949,0.137,-0.219,0.104,0.217,0.022,-0.049,-0.049,0.580
15,60,37,70,106,SUBDIFFUSION,8.388E-4,0.735,4.067,2.776,0.739,0.001,0.045,0.027,2.302,0.254,-0.169,0.077,0.416,0.020,0.677,0.677,0.639
22,81,13,0,12,SUBDIFFUSION,2.29E-3,0.043,5.972,2.279,-0.227,0.034,0.248,0.330,2.616,0.006,0.518,0.214,0.237,0.037,-0.087,-0.087,0.494
23,85,16,10,25,SUBDIFFUSION,1.567E-3,5.467,0.098,2.900,0.534,0.011,0.130,0.143,2.793,3.680E-10,0.786,0.154,1.667,0.040,-0.065,-0.065,0.593
29,96,13,0,12,SUBDIFFUSION,6.094E-3,1.548,0.551,2.265,0.679,0.035,0.234,0.453,1.130,0.087,0.468,0.442,0.414,0.060,0.053,0.053,0.511
36,107,24,0,23,SUBDIFFUSION,1.798E-3,1.958,1.548,2.213,-0.227,4.789E-4,0.031,0.030,3.849,0.095,0.927,0.308,0.178,0.042,-0.006,-0.006,0.595
38,110,15,1,15,SUBDIFFUSION,2.028E-2,4.688,7.493,2.243,-0.227,0.025,0.202,0.458,4.062,0.424,0.173,0.082,0.071,0.073,0.415,0.415,0.651
41,119,25,41,65,SUBDIFFUSION,2.134E-2,5.854,1.205,1.493,0.614,0.023,0.218,0.341,2.143,0.549,1.836,0.454,0.171,0.029,0.639,0.639,0.608
41,122,12,81,92,SUBDIFFUSION,1.677E-3,5.680,1.423,2.304,-0.227,0.013,0.151,0.185,2.296,1.454E-12,0.104,0.192,0.664,0.039,-0.105,-0.105,0.669
46,131,15,2,16,SUBDIFFUSION,7.963E-4,7.005,3.363,2.457,0.999,0.005,0.094,0.069,2.645,3.032E-12,0.022,0.008,3.514,0.020,-0.071,-0.071,0.579
49,145,21,7,27,SUBDIFFUSION,2.187E-3,7.335,5.402,2.199,0.672,0.015,0.146,0.144,1.902,0.244,-0.099,0.062,0.033,0.025,0.066,0.066,0.685
