 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.917,102.496,112.623
2,111.107,102.427,112.518
3,111.402,102.483,112.745
4,103.536,102.361,112.104
5,104.631,102.537,112.660
6,105.722,102.465,112.764
7,106.235,102.718,112.664
8,106.699,102.453,112.858
9,107.240,102.630,113.146
10,107.309,102.634,112.960
11,107.918,102.838,112.940
12,107.931,102.516,112.767
13,108.397,102.575,112.601
14,108.522,102.504,112.802
15,108.691,102.591,113.185
16,109.088,102.565,112.983
17,108.569,102.653,112.992
18,108.950,102.483,112.855
19,109.320,102.698,112.203
20,109.234,102.779,113.080
21,109.440,102.403,112.527
22,109.524,102.583,113.383
23,109.095,102.536,113.541
24,109.261,102.589,113.050
25,110.022,102.720,112.876
26,109.770,102.660,113.003
27,109.479,102.547,112.491
28,109.623,102.584,112.409
29,110.055,102.805,112.657
30,109.804,102.498,112.359
31,109.989,102.645,112.394
32,110.046,102.535,112.456
33,110.000,102.678,112.402
34,110.024,102.543,112.182
35,109.903,102.580,112.489
36,110.009,102.494,112.537
37,109.703,102.791,112.486
38,109.611,102.624,112.571
39,109.781,102.657,112.968
40,110.076,102.553,112.450
41,110.022,102.609,112.503
42,110.159,102.437,112.407
43,110.153,102.616,112.810
44,109.798,102.474,112.541
45,110.001,102.525,112.486
46,110.086,102.543,112.194
47,109.513,102.721,112.122
48,110.335,102.688,112.803
49,110.018,102.635,112.347
50,110.048,102.800,112.666
51,109.985,102.802,112.203
52,109.826,102.700,112.232
53,109.965,102.763,112.312
54,109.938,102.629,112.253
55,109.740,102.676,112.516
56,109.994,102.520,112.601
57,109.477,102.621,112.191
58,109.731,102.645,112.613
59,110.229,102.585,112.663
60,110.331,102.556,112.500
61,110.019,102.659,112.439
62,109.924,102.678,112.809
63,109.767,102.633,112.350
64,109.693,102.695,112.244
