 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.210,102.727,108.986
2,108.592,102.695,109.154
3,108.756,102.578,108.608
4,102.853,102.721,108.541
5,103.725,102.547,108.935
6,104.231,102.503,109.013
7,104.585,102.696,109.000
8,104.688,102.648,108.571
9,105.031,102.427,108.984
10,105.229,102.696,108.769
11,105.446,102.708,108.832
12,105.589,102.475,108.844
13,105.460,102.698,109.274
14,105.461,102.519,108.930
15,105.650,102.738,108.747
16,105.955,102.676,109.084
17,106.212,102.720,108.963
18,106.248,102.642,108.960
19,106.169,102.700,108.876
20,106.300,102.750,109.123
21,106.228,102.607,108.922
22,106.261,102.747,108.753
23,106.217,102.725,108.653
24,106.225,102.589,108.618
25,106.470,102.692,109.023
26,106.004,102.625,109.194
27,106.339,102.818,109.298
28,106.427,102.549,109.210
29,106.664,102.753,108.736
30,106.525,102.697,108.823
31,106.468,102.660,109.080
32,106.419,102.714,109.275
33,106.664,102.733,109.043
34,106.475,102.604,109.036
35,106.453,102.735,108.896
36,106.608,102.687,108.905
37,106.999,102.692,108.775
38,106.766,102.740,108.432
39,107.048,102.692,108.908
40,107.025,102.901,108.730
41,106.999,102.768,108.912
42,106.804,102.680,109.331
43,106.920,102.768,109.263
44,107.031,102.796,109.231
45,106.812,102.688,109.186
46,106.869,102.759,109.276
47,106.999,102.932,108.953
48,107.051,102.777,108.958
49,107.170,102.772,108.848
50,107.152,102.724,108.506
51,107.212,102.774,108.888
52,107.209,102.660,108.772
53,107.398,102.593,109.132
54,107.797,102.847,109.101
55,107.329,102.789,109.111
56,107.535,102.817,109.213
57,107.689,102.768,109.059
58,107.495,102.504,108.891
59,107.359,102.641,109.165
60,107.874,102.758,109.113
61,107.521,102.687,109.036
62,107.539,102.547,108.780
63,107.627,102.663,108.803
64,107.397,102.737,109.096
