 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,114.510,102.769,112.295
2,113.618,102.671,111.616
3,113.524,102.642,111.092
4,103.475,102.719,110.537
5,105.516,102.460,111.134
6,106.720,102.745,111.523
7,107.775,102.460,111.669
8,108.014,102.676,111.787
9,108.583,102.898,111.960
10,109.473,102.561,111.711
11,109.341,102.685,111.358
12,109.588,102.444,111.121
13,109.735,102.538,111.527
14,110.328,102.639,111.549
15,109.976,102.653,111.363
16,109.876,102.640,111.075
17,110.640,102.668,110.919
18,110.597,102.751,111.115
19,110.935,102.527,110.985
20,111.034,102.760,111.121
21,111.213,102.509,110.923
22,110.897,102.722,111.665
23,111.303,102.653,111.413
24,111.506,102.718,111.006
25,111.325,102.730,111.171
26,111.379,102.562,111.055
27,111.280,102.709,110.770
28,111.347,102.808,110.710
29,111.693,102.829,111.124
30,111.562,102.696,111.206
31,111.963,102.651,111.261
32,112.099,102.722,111.426
33,111.515,102.655,111.325
34,112.239,102.800,111.156
35,112.141,102.630,111.580
36,112.060,102.476,111.031
37,111.966,102.620,110.641
38,111.672,102.745,111.352
39,111.391,102.759,111.915
40,111.825,102.657,110.837
41,111.685,102.590,111.103
42,112.281,102.624,111.502
43,112.150,102.619,111.348
44,111.902,102.667,111.273
45,111.954,102.805,111.273
46,111.759,102.731,111.396
47,112.135,102.671,111.089
48,112.004,102.681,111.068
49,111.980,102.643,111.413
50,112.429,102.775,111.584
51,112.504,102.877,111.502
52,112.065,102.762,111.401
53,112.166,102.672,110.862
54,111.920,102.594,111.355
55,111.946,102.772,111.116
56,112.547,102.552,111.051
57,112.645,102.572,110.778
58,112.333,102.627,111.142
59,112.111,102.888,110.589
60,112.156,102.693,110.910
61,112.516,102.811,111.409
62,112.637,102.563,111.020
63,112.313,102.754,111.270
64,112.150,102.660,111.244
