 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,108.955,102.747,116.300
2,108.822,102.878,115.053
3,108.460,102.749,115.010
4,103.286,102.650,114.997
5,104.241,102.666,115.341
6,104.940,102.736,115.307
7,105.480,102.676,114.865
8,105.704,102.622,115.445
9,105.604,102.596,115.220
10,105.922,102.998,115.148
11,105.951,102.771,114.845
12,106.171,102.615,115.088
13,106.123,102.782,115.124
14,106.484,102.631,115.534
15,106.634,102.512,116.028
16,106.875,102.833,116.006
17,106.736,102.783,115.611
18,106.682,102.786,115.413
19,106.886,102.738,116.080
20,107.050,102.894,116.347
21,107.053,102.844,115.855
22,107.123,102.854,115.846
23,106.611,102.734,116.244
24,106.891,102.828,115.888
25,107.023,102.730,115.664
26,107.171,102.898,116.571
27,107.103,102.803,115.777
28,106.768,102.745,115.380
29,107.155,102.837,114.818
30,107.372,102.747,115.026
31,107.178,102.758,115.159
32,107.426,102.830,115.587
33,107.150,102.861,115.047
34,107.246,102.666,115.894
35,107.246,102.894,115.312
36,107.397,102.861,115.901
37,107.373,102.656,115.744
38,107.680,102.746,115.013
39,107.500,102.916,115.410
40,107.704,102.826,115.362
41,107.772,102.757,115.411
42,107.676,102.829,115.471
43,107.499,102.806,116.113
44,107.323,102.712,115.041
45,107.451,102.996,115.987
46,107.639,102.788,115.868
47,107.337,102.792,115.602
48,107.638,102.728,115.827
49,107.440,102.886,115.538
50,106.929,102.984,115.457
51,107.600,102.859,115.151
52,107.347,102.875,115.759
53,107.497,102.913,114.871
54,107.842,102.676,115.222
55,107.375,102.817,115.792
56,107.104,102.732,115.294
57,107.597,102.771,115.224
58,107.314,102.727,114.717
59,107.697,102.901,115.185
60,107.705,102.707,115.378
61,107.719,102.762,115.744
62,107.798,102.711,115.586
63,107.681,102.801,115.406
64,107.513,102.666,115.842
