 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,111.050,102.797,106.195
2,110.560,102.806,106.313
3,109.789,102.780,106.865
4,103.388,102.602,106.439
5,104.607,102.853,105.905
6,105.206,102.821,106.124
7,105.591,102.908,106.134
8,105.964,102.915,106.234
9,106.394,102.877,106.020
10,106.393,102.749,105.743
11,106.634,102.804,106.131
12,107.177,102.822,105.965
13,107.262,102.787,106.003
14,107.000,102.754,106.279
15,107.417,102.830,106.277
16,107.726,102.853,106.362
17,107.426,102.845,106.330
18,107.747,102.741,106.171
19,107.865,102.817,106.233
20,108.105,102.703,106.152
21,107.817,102.664,106.073
22,107.764,102.556,106.172
23,107.879,102.812,106.079
24,108.018,102.981,106.206
25,107.810,102.803,106.135
26,107.890,102.791,106.367
27,108.065,102.983,106.309
28,107.954,102.674,106.431
29,107.780,102.852,105.747
30,108.303,102.816,106.155
31,108.314,102.940,105.984
32,108.568,102.670,106.562
33,108.445,102.829,106.385
34,108.258,102.703,106.324
35,107.988,102.602,106.119
36,108.535,102.611,106.523
37,108.462,102.728,106.292
38,108.441,102.876,106.505
39,108.401,102.817,106.075
40,108.190,102.751,106.333
41,108.832,102.742,106.335
42,108.388,102.922,106.636
43,108.717,102.635,106.148
44,108.418,102.663,106.218
45,108.350,102.839,106.129
46,108.757,102.816,106.087
47,108.880,102.498,105.915
48,108.718,102.744,106.122
49,108.724,102.694,105.980
50,108.162,102.605,106.360
51,108.142,102.820,106.405
52,108.728,102.871,106.342
53,108.958,102.824,106.136
54,109.014,102.809,106.173
55,108.618,102.882,106.270
56,108.779,102.852,105.870
57,108.536,102.826,105.853
58,108.924,102.579,106.233
59,109.025,102.765,105.839
60,108.719,102.771,105.924
61,108.576,102.835,105.989
62,108.618,102.871,105.761
63,108.391,102.912,106.193
64,108.592,102.786,106.156
