 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.692,102.747,111.736
2,109.314,102.747,111.082
3,109.153,102.739,111.084
4,102.960,102.681,110.798
5,104.159,102.555,111.275
6,104.540,102.532,111.429
7,105.091,102.959,111.342
8,105.376,102.657,111.492
9,105.689,102.724,111.226
10,106.062,102.727,111.531
11,106.154,102.829,111.595
12,106.377,102.765,111.290
13,106.187,102.724,110.918
14,106.640,102.624,111.249
15,106.963,102.794,110.892
16,107.114,102.791,111.117
17,106.968,102.835,111.151
18,107.060,102.657,110.951
19,107.149,102.795,111.333
20,107.177,102.788,111.176
21,107.194,102.815,111.464
22,106.919,102.762,111.512
23,107.347,102.805,111.412
24,107.617,102.838,111.264
25,107.540,102.754,111.635
26,107.531,102.799,111.917
27,107.561,102.739,111.934
28,107.520,102.868,111.909
29,107.551,102.706,111.761
30,107.899,102.731,111.312
31,107.703,102.739,111.328
32,107.915,102.825,110.959
33,107.952,102.801,110.910
34,108.088,102.758,111.000
35,108.050,102.729,110.940
36,107.869,102.738,110.822
37,107.711,102.659,110.901
38,108.193,102.749,110.619
39,107.848,102.769,111.128
40,108.104,102.764,110.218
41,107.935,102.807,110.831
42,107.831,102.914,111.129
43,108.420,102.827,110.791
44,108.021,102.809,110.653
45,108.069,102.791,110.851
46,108.088,102.737,110.588
47,107.705,102.742,111.097
48,107.879,102.986,111.445
49,107.855,102.809,111.169
50,108.135,102.865,110.992
51,107.900,102.677,110.657
52,107.935,102.842,110.990
53,107.994,102.798,110.916
54,108.014,102.922,110.852
55,108.149,102.748,110.744
56,108.026,102.753,110.856
57,107.909,102.710,110.854
58,108.039,102.722,110.585
59,108.023,102.938,110.638
60,108.086,102.871,110.990
61,107.782,102.633,110.785
62,108.034,102.857,110.958
63,108.024,102.770,111.052
64,107.938,102.678,111.043
