 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,110.059,102.895,111.373
2,109.840,102.876,110.598
3,109.748,102.822,110.732
4,103.288,102.988,110.567
5,104.332,102.866,110.487
6,105.136,102.836,110.632
7,105.521,102.713,110.417
8,105.726,102.627,110.970
9,106.033,103.000,111.019
10,105.957,102.884,110.908
11,106.178,102.828,110.777
12,106.242,102.691,110.963
13,106.619,102.906,110.331
14,107.282,102.873,110.209
15,106.774,102.722,110.830
16,106.706,102.651,110.611
17,106.947,102.920,110.896
18,107.119,102.794,110.956
19,107.180,102.575,111.013
20,106.785,102.824,111.138
21,107.117,102.772,110.576
22,107.129,102.678,111.116
23,107.539,102.712,111.006
24,107.226,102.719,110.866
25,107.663,102.707,110.748
26,107.405,102.818,110.688
27,107.397,102.717,110.441
28,107.973,102.731,110.514
29,107.568,102.813,110.539
30,107.836,102.796,110.530
31,107.809,102.649,110.621
32,107.764,102.942,110.683
33,107.783,102.772,110.593
34,107.946,102.846,110.968
35,107.810,102.801,110.739
36,107.790,102.970,110.954
37,108.269,102.697,110.825
38,108.027,102.812,110.795
39,108.062,102.713,110.570
40,107.945,102.807,110.601
41,107.868,102.838,110.288
42,107.711,102.775,110.662
43,107.588,102.605,110.185
44,107.790,102.730,110.483
45,107.905,102.684,110.479
46,107.846,102.735,109.779
47,107.659,102.730,110.345
48,108.088,102.606,110.191
49,107.945,102.443,110.321
50,107.834,102.702,110.384
51,108.053,102.746,111.301
52,107.939,102.602,110.837
53,107.879,102.689,110.476
54,107.974,102.805,110.447
55,107.810,102.689,110.441
56,107.916,102.802,110.371
57,107.725,102.620,110.652
58,107.871,102.738,110.470
59,107.612,102.926,110.651
60,107.464,102.777,110.450
61,107.768,102.959,110.653
62,107.920,102.804,110.581
63,107.902,102.709,110.575
64,107.859,102.589,110.205
