 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,113.097,102.498,114.456
2,113.168,102.544,114.411
3,112.536,102.342,113.890
4,103.041,102.267,113.335
5,104.143,102.489,113.754
6,104.980,102.476,113.829
7,105.752,102.458,113.466
8,106.264,102.426,113.671
9,106.777,102.472,113.465
10,106.823,102.621,113.734
11,106.947,102.488,114.356
12,107.240,102.365,113.894
13,107.617,102.476,113.766
14,107.794,102.539,114.537
15,107.573,102.520,113.833
16,108.170,102.622,114.306
17,108.057,102.537,114.173
18,108.270,102.423,113.952
19,108.454,102.615,113.538
20,108.533,102.584,113.550
21,108.591,102.643,114.368
22,108.910,102.419,114.494
23,109.175,102.510,114.607
24,109.007,102.436,114.133
25,109.403,102.611,114.180
26,109.771,102.452,114.609
27,109.702,102.509,113.884
28,109.375,102.678,114.105
29,109.128,102.634,113.651
30,109.360,102.594,114.207
31,109.503,102.617,114.306
32,109.762,102.649,113.988
33,109.672,102.532,113.860
34,109.846,102.493,114.695
35,110.032,102.751,114.137
36,110.034,102.595,114.624
37,110.034,102.682,113.994
38,110.252,102.582,114.476
39,110.013,102.547,113.861
40,109.862,102.645,114.293
41,109.877,102.775,113.912
42,109.905,102.495,114.952
43,110.395,102.564,114.862
44,110.315,102.672,114.507
45,110.122,102.315,115.463
46,110.088,102.650,115.188
47,110.179,102.513,115.067
48,110.595,102.706,115.334
49,110.303,102.559,115.076
50,110.554,102.518,114.819
51,110.586,102.521,115.059
52,110.579,102.811,114.905
53,110.536,102.599,114.915
54,110.082,102.594,115.015
55,110.489,102.679,114.515
56,110.354,102.702,114.084
57,110.373,102.676,114.056
58,110.359,102.631,114.618
59,110.276,102.827,114.959
60,110.412,102.655,114.228
61,110.368,102.608,114.130
62,110.543,102.582,114.159
63,110.630,102.560,114.473
64,110.726,102.655,114.921
