 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,109.747,103.053,111.623
2,109.355,103.165,111.088
3,109.539,102.934,111.142
4,103.545,102.687,110.841
5,104.372,102.947,110.988
6,105.182,102.770,111.164
7,105.347,102.950,111.051
8,105.636,102.754,111.209
9,105.594,102.866,111.303
10,105.925,102.929,111.113
11,105.749,102.781,111.446
12,106.463,102.740,111.325
13,106.676,102.814,111.672
14,106.570,102.845,111.655
15,106.649,102.723,112.032
16,106.853,102.957,112.205
17,106.903,102.894,112.133
18,107.192,102.936,111.922
19,107.437,102.580,111.735
20,107.337,102.838,111.639
21,107.234,102.991,111.617
22,107.110,102.884,111.330
23,107.493,102.595,111.428
24,107.208,103.045,111.903
25,107.254,102.816,111.803
26,107.417,102.826,111.547
27,107.717,102.982,111.478
28,107.746,102.850,111.771
29,107.898,102.781,112.059
30,107.695,102.728,112.024
31,108.056,102.688,112.157
32,107.849,102.848,111.634
33,108.310,102.863,111.699
34,107.873,102.734,111.556
35,107.720,102.799,111.673
36,107.766,102.645,111.818
37,107.636,102.676,111.672
38,107.505,102.972,111.663
39,107.762,102.577,111.745
40,107.558,102.734,111.884
41,107.801,102.530,112.075
42,108.172,102.688,111.764
43,107.831,102.844,111.582
44,108.126,102.852,111.614
45,108.326,102.695,112.003
46,108.008,102.733,111.637
47,107.985,102.725,111.568
48,107.815,102.696,111.660
49,107.733,102.606,111.818
50,107.782,102.668,111.546
51,108.002,102.838,111.740
52,107.900,102.838,112.227
53,108.089,102.854,112.277
54,108.072,102.759,111.851
55,108.005,102.953,112.155
56,107.885,102.594,111.628
57,107.940,102.616,111.812
58,107.971,102.841,111.260
59,108.011,102.577,111.378
60,108.158,102.561,111.288
61,108.051,102.570,111.546
62,107.971,102.765,111.364
63,108.139,102.695,111.347
64,108.384,102.532,111.178
