 ,Time(s)
1,0.067
2,1.067
3,2.068
4,2.401
5,3.402
6,4.402
7,5.402
8,6.401
9,7.402
10,8.402
11,9.402
12,10.401
13,11.402
14,12.402
15,13.402
16,14.402
17,15.402
18,16.402
19,17.402
20,18.402
21,19.402
22,20.402
23,21.402
24,22.402
25,23.402
26,24.402
27,25.401
28,26.402
29,27.401
30,28.401
31,29.402
32,30.402
33,31.401
34,32.401
35,33.401
36,34.402
37,35.402
38,36.401
39,37.402
40,38.402
41,39.401
42,40.402
43,41.401
44,42.402
45,43.401
46,44.402
47,45.402
48,46.400
49,47.401
50,48.402
51,49.402
52,50.401
53,51.401
54,52.401
55,53.402
56,54.401
57,55.401
58,56.402
59,57.401
60,58.402
61,59.402
62,60.402
63,61.402
64,62.401
