 ,Time(s)
1,0.074
2,1.076
3,2.076
4,2.408
5,3.409
6,4.409
7,5.408
8,6.408
9,7.409
10,8.409
11,9.408
12,10.409
13,11.408
14,12.408
15,13.409
16,14.408
17,15.408
18,16.408
19,17.408
20,18.409
21,19.408
22,20.408
23,21.408
24,22.408
25,23.408
26,24.409
27,25.408
28,26.409
29,27.408
30,28.408
31,29.408
32,30.408
33,31.408
34,32.408
35,33.408
36,34.408
37,35.407
38,36.409
39,37.408
40,38.407
41,39.407
42,40.409
43,41.408
44,42.408
45,43.408
46,44.408
47,45.408
48,46.408
49,47.408
50,48.408
51,49.408
52,50.408
53,51.408
54,52.408
55,53.408
56,54.407
57,55.408
58,56.409
59,57.408
60,58.408
61,59.409
62,60.407
63,61.407
64,62.408
