 ,Time(s)
1,0.064
2,1.065
3,2.065
4,2.397
5,3.397
6,4.399
7,5.397
8,6.399
9,7.398
10,8.398
11,9.398
12,10.398
13,11.399
14,12.397
15,13.398
16,14.398
17,15.398
18,16.398
19,17.398
20,18.398
21,19.398
22,20.399
23,21.398
24,22.398
25,23.397
26,24.398
27,25.398
28,26.397
29,27.398
30,28.398
31,29.398
32,30.397
33,31.398
34,32.398
35,33.398
36,34.398
37,35.398
38,36.398
39,37.398
40,38.398
41,39.398
42,40.398
43,41.397
44,42.398
45,43.398
46,44.397
47,45.398
48,46.398
49,47.398
50,48.397
51,49.397
52,50.398
53,51.398
54,52.398
55,53.398
56,54.398
57,55.397
58,56.398
59,57.398
60,58.398
61,59.398
62,60.397
63,61.398
64,62.397
