 ,Time(s)
1,0.068
2,1.068
3,2.068
4,2.401
5,3.401
6,4.401
7,5.402
8,6.401
9,7.401
10,8.401
11,9.401
12,10.401
13,11.402
14,12.401
15,13.401
16,14.401
17,15.401
18,16.402
19,17.402
20,18.401
21,19.401
22,20.402
23,21.402
24,22.401
25,23.402
26,24.401
27,25.400
28,26.402
29,27.401
30,28.401
31,29.401
32,30.402
33,31.401
34,32.402
35,33.401
36,34.401
37,35.401
38,36.402
39,37.401
40,38.402
41,39.401
42,40.401
43,41.400
44,42.402
45,43.402
46,44.401
47,45.400
48,46.401
49,47.401
50,48.401
51,49.401
52,50.401
53,51.401
54,52.401
55,53.401
56,54.401
57,55.401
58,56.401
59,57.401
60,58.401
61,59.402
62,60.400
63,61.401
64,62.401
