 ,Time(s)
1,0.062
2,1.062
3,2.063
4,2.396
5,3.396
6,4.397
7,5.396
8,6.397
9,7.396
10,8.397
11,9.396
12,10.396
13,11.396
14,12.396
15,13.396
16,14.396
17,15.397
18,16.396
19,17.396
20,18.397
21,19.396
22,20.397
23,21.396
24,22.396
25,23.397
26,24.397
27,25.396
28,26.397
29,27.396
30,28.396
31,29.395
32,30.396
33,31.396
34,32.397
35,33.396
36,34.397
37,35.395
38,36.396
39,37.396
40,38.396
41,39.396
42,40.396
43,41.397
44,42.396
45,43.396
46,44.396
47,45.396
48,46.396
49,47.397
50,48.396
51,49.396
52,50.395
53,51.395
54,52.395
55,53.396
56,54.397
57,55.396
58,56.396
59,57.396
60,58.396
61,59.396
62,60.396
63,61.396
64,62.396
