 ,Time(s)
1,0.071
2,1.071
3,2.071
4,2.499
5,3.500
6,4.501
7,5.500
8,6.500
9,7.501
10,8.500
11,9.500
12,10.500
13,11.500
14,12.500
15,13.500
16,14.500
17,15.499
18,16.500
19,17.500
20,18.500
21,19.500
22,20.501
23,21.500
24,22.500
25,23.500
26,24.500
27,25.501
28,26.500
29,27.499
30,28.500
31,29.499
32,30.499
33,31.499
34,32.500
35,33.500
36,34.499
37,35.500
38,36.500
39,37.500
40,38.499
41,39.500
42,40.500
43,41.500
44,42.500
45,43.500
46,44.499
47,45.499
48,46.500
49,47.500
50,48.500
51,49.500
52,50.500
53,51.499
54,52.499
55,53.500
56,54.500
57,55.499
58,56.500
59,57.500
60,58.499
61,59.499
62,60.500
63,61.500
64,62.500
