 ,Time(s)
1,0.073
2,1.073
3,2.073
4,2.404
5,3.404
6,4.404
7,5.404
8,6.405
9,7.405
10,8.404
11,9.404
12,10.404
13,11.404
14,12.404
15,13.404
16,14.403
17,15.403
18,16.404
19,17.404
20,18.404
21,19.404
22,20.404
23,21.404
24,22.403
25,23.404
26,24.404
27,25.403
28,26.404
29,27.404
30,28.404
31,29.403
32,30.403
33,31.404
34,32.404
35,33.405
36,34.403
37,35.403
38,36.403
39,37.404
40,38.403
41,39.404
42,40.404
43,41.403
44,42.404
45,43.403
46,44.403
47,45.403
48,46.404
49,47.403
50,48.404
51,49.404
52,50.404
53,51.403
54,52.404
55,53.403
56,54.403
57,55.403
58,56.403
59,57.404
60,58.404
61,59.403
62,60.404
63,61.403
64,62.404
