 ,Time(s)
1,0.000
2,0.957
3,1.957
4,2.231
5,3.231
6,4.232
7,5.232
8,6.231
9,7.232
10,8.231
11,9.231
12,10.232
13,11.232
14,12.231
15,13.232
16,14.231
17,15.231
18,16.232
19,17.231
20,18.232
21,19.231
22,20.231
23,21.231
24,22.232
25,23.232
26,24.231
27,25.232
28,26.232
29,27.231
30,28.232
31,29.231
32,30.232
33,31.232
34,32.231
35,33.231
36,34.231
37,35.231
38,36.232
39,37.232
40,38.231
41,39.231
42,40.230
43,41.231
44,42.231
45,43.231
46,44.231
47,45.231
48,46.230
49,47.232
50,48.232
51,49.231
52,50.231
53,51.232
54,52.230
55,53.232
56,54.232
57,55.231
58,56.231
59,57.231
60,58.231
61,59.231
62,60.232
63,61.230
64,62.232
