 ,Time(s)
1,0.000
2,0.945
3,1.944
4,2.228
5,3.229
6,4.229
7,5.229
8,6.228
9,7.228
10,8.227
11,9.228
12,10.228
13,11.228
14,12.228
15,13.229
16,14.229
17,15.229
18,16.229
19,17.228
20,18.229
21,19.228
22,20.227
23,21.228
24,22.228
25,23.228
26,24.228
27,25.229
28,26.227
29,27.228
30,28.228
31,29.229
32,30.229
33,31.229
34,32.228
35,33.229
36,34.228
37,35.229
38,36.228
39,37.228
40,38.229
41,39.228
42,40.228
43,41.229
44,42.229
45,43.228
46,44.228
47,45.227
48,46.228
49,47.228
50,48.227
51,49.227
52,50.228
53,51.229
54,52.228
55,53.228
56,54.228
57,55.228
58,56.229
59,57.227
60,58.228
61,59.227
62,60.228
63,61.228
64,62.228
