 ,Time(s)
1,0.000
2,0.966
3,1.967
4,2.240
5,3.241
6,4.240
7,5.241
8,6.241
9,7.241
10,8.241
11,9.241
12,10.241
13,11.240
14,12.241
15,13.241
16,14.241
17,15.240
18,16.240
19,17.241
20,18.240
21,19.241
22,20.241
23,21.241
24,22.241
25,23.240
26,24.241
27,25.240
28,26.240
29,27.240
30,28.241
31,29.240
32,30.240
33,31.241
34,32.240
35,33.240
36,34.241
37,35.241
38,36.241
39,37.241
40,38.240
41,39.240
42,40.241
43,41.241
44,42.241
45,43.241
46,44.241
47,45.240
48,46.240
49,47.241
50,48.241
51,49.240
52,50.240
53,51.241
54,52.240
55,53.240
56,54.241
57,55.240
58,56.240
59,57.240
60,58.241
61,59.240
62,60.241
63,61.239
64,62.241
