 ,Time(s)
1,0.000
2,0.941
3,1.940
4,2.223
5,3.223
6,4.224
7,5.223
8,6.224
9,7.223
10,8.223
11,9.224
12,10.223
13,11.223
14,12.223
15,13.223
16,14.224
17,15.223
18,16.224
19,17.223
20,18.223
21,19.223
22,20.223
23,21.223
24,22.224
25,23.224
26,24.223
27,25.224
28,26.224
29,27.223
30,28.223
31,29.224
32,30.223
33,31.222
34,32.224
35,33.223
36,34.223
37,35.223
38,36.224
39,37.222
40,38.222
41,39.222
42,40.223
43,41.224
44,42.223
45,43.223
46,44.223
47,45.223
48,46.222
49,47.223
50,48.223
51,49.223
52,50.223
53,51.223
54,52.224
55,53.222
56,54.222
57,55.223
58,56.223
59,57.223
60,58.223
61,59.223
62,60.223
63,61.223
64,62.223
