 ,Time(s)
1,0.000
2,0.951
3,1.950
4,2.222
5,3.223
6,4.223
7,5.224
8,6.223
9,7.222
10,8.222
11,9.222
12,10.223
13,11.223
14,12.222
15,13.223
16,14.223
17,15.223
18,16.223
19,17.223
20,18.223
21,19.224
22,20.222
23,21.223
24,22.222
25,23.223
26,24.223
27,25.223
28,26.223
29,27.222
30,28.222
31,29.222
32,30.222
33,31.223
34,32.223
35,33.223
36,34.223
37,35.223
38,36.222
39,37.222
40,38.223
41,39.222
42,40.222
43,41.222
44,42.223
45,43.223
46,44.223
47,45.222
48,46.222
49,47.222
50,48.223
51,49.223
52,50.223
53,51.223
54,52.222
55,53.223
56,54.223
57,55.222
58,56.223
59,57.222
60,58.223
61,59.223
62,60.222
63,61.223
64,62.223
