 ,Time(s)
1,0.000
2,0.967
3,1.968
4,2.241
5,3.241
6,4.242
7,5.242
8,6.241
9,7.242
10,8.241
11,9.241
12,10.241
13,11.242
14,12.241
15,13.241
16,14.242
17,15.242
18,16.241
19,17.242
20,18.242
21,19.242
22,20.242
23,21.242
24,22.241
25,23.241
26,24.242
27,25.242
28,26.241
29,27.241
30,28.242
31,29.242
32,30.241
33,31.242
34,32.242
35,33.242
36,34.242
37,35.242
38,36.242
39,37.241
40,38.242
41,39.242
42,40.241
43,41.241
44,42.242
45,43.241
46,44.242
47,45.242
48,46.242
49,47.242
50,48.241
51,49.242
52,50.241
53,51.242
54,52.242
55,53.241
56,54.242
57,55.242
58,56.241
59,57.241
60,58.241
61,59.241
62,60.242
63,61.241
64,62.241
