 ,Time(s)
1,0.000
2,0.965
3,1.964
4,2.234
5,3.234
6,4.234
7,5.234
8,6.234
9,7.235
10,8.235
11,9.235
12,10.234
13,11.234
14,12.234
15,13.234
16,14.235
17,15.235
18,16.235
19,17.234
20,18.234
21,19.235
22,20.234
23,21.235
24,22.235
25,23.234
26,24.235
27,25.235
28,26.234
29,27.234
30,28.234
31,29.235
32,30.234
33,31.235
34,32.234
35,33.235
36,34.234
37,35.234
38,36.235
39,37.234
40,38.234
41,39.234
42,40.234
43,41.235
44,42.234
45,43.234
46,44.235
47,45.234
48,46.234
49,47.234
50,48.235
51,49.234
52,50.234
53,51.235
54,52.233
55,53.234
56,54.234
57,55.234
58,56.234
59,57.235
60,58.233
61,59.234
62,60.234
63,61.234
64,62.233
