 ,Time(s)
1,0.000
2,0.943
3,1.941
4,2.225
5,3.225
6,4.226
7,5.226
8,6.226
9,7.226
10,8.225
11,9.225
12,10.225
13,11.225
14,12.225
15,13.226
16,14.225
17,15.226
18,16.224
19,17.226
20,18.226
21,19.225
22,20.225
23,21.225
24,22.225
25,23.225
26,24.225
27,25.225
28,26.225
29,27.225
30,28.225
31,29.225
32,30.225
33,31.225
34,32.225
35,33.225
36,34.225
37,35.226
38,36.225
39,37.226
40,38.225
41,39.224
42,40.225
43,41.225
44,42.226
45,43.225
46,44.226
47,45.224
48,46.226
49,47.225
50,48.225
51,49.225
52,50.225
53,51.225
54,52.225
55,53.226
56,54.225
57,55.224
58,56.225
59,57.225
60,58.226
61,59.225
62,60.225
63,61.225
64,62.225
