 ,Time(s)
1,0.000
2,0.962
3,1.961
4,2.232
5,3.233
6,4.233
7,5.232
8,6.233
9,7.233
10,8.233
11,9.233
12,10.233
13,11.234
14,12.232
15,13.234
16,14.234
17,15.233
18,16.232
19,17.232
20,18.232
21,19.234
22,20.233
23,21.233
24,22.232
25,23.233
26,24.233
27,25.233
28,26.232
29,27.233
30,28.233
31,29.233
32,30.233
33,31.233
34,32.233
35,33.233
36,34.233
37,35.233
38,36.232
39,37.232
40,38.232
41,39.233
42,40.233
43,41.233
44,42.233
45,43.233
46,44.232
47,45.233
48,46.233
49,47.232
50,48.233
51,49.232
52,50.232
53,51.233
54,52.232
55,53.232
56,54.232
57,55.233
58,56.233
59,57.232
60,58.233
61,59.232
62,60.233
63,61.233
64,62.233
