 ,Time(s)
1,0.000
2,0.950
3,1.949
4,2.220
5,3.220
6,4.221
7,5.221
8,6.221
9,7.221
10,8.221
11,9.221
12,10.222
13,11.221
14,12.220
15,13.222
16,14.221
17,15.221
18,16.220
19,17.222
20,18.221
21,19.221
22,20.221
23,21.221
24,22.221
25,23.221
26,24.221
27,25.220
28,26.221
29,27.220
30,28.221
31,29.221
32,30.220
33,31.220
34,32.221
35,33.221
36,34.221
37,35.221
38,36.221
39,37.221
40,38.220
41,39.221
42,40.221
43,41.221
44,42.220
45,43.221
46,44.221
47,45.220
48,46.220
49,47.220
50,48.221
51,49.220
52,50.221
53,51.220
54,52.220
55,53.221
56,54.220
57,55.220
58,56.220
59,57.221
60,58.221
61,59.221
62,60.220
63,61.220
64,62.220
