 ,Time(s)
1,0.000
2,0.943
3,1.942
4,2.215
5,3.215
6,4.216
7,5.215
8,6.214
9,7.216
10,8.215
11,9.214
12,10.216
13,11.216
14,12.214
15,13.215
16,14.216
17,15.216
18,16.215
19,17.215
20,18.215
21,19.215
22,20.215
23,21.215
24,22.216
25,23.215
26,24.215
27,25.214
28,26.215
29,27.215
30,28.216
31,29.214
32,30.215
33,31.215
34,32.215
35,33.215
36,34.215
37,35.216
38,36.216
39,37.215
40,38.215
41,39.214
42,40.214
43,41.214
44,42.215
45,43.215
46,44.214
47,45.215
48,46.215
49,47.214
50,48.214
51,49.215
52,50.216
53,51.215
54,52.215
55,53.215
56,54.215
57,55.214
58,56.215
59,57.215
60,58.215
61,59.214
62,60.215
63,61.214
64,62.214
