 ,Time(s)
1,0.000
2,0.989
3,1.989
4,2.359
5,6.516
6,9.906
7,13.249
8,16.585
9,19.925
10,23.265
11,26.606
12,29.946
13,33.285
14,36.647
15,40.027
16,43.367
17,46.707
18,50.048
19,53.400
20,56.748
21,60.085
22,63.425
23,66.766
24,70.147
25,73.487
26,76.826
27,80.166
28,83.506
29,86.847
30,90.186
31,93.527
32,96.901
33,100.280
34,103.652
35,106.992
36,110.333
37,113.672
38,117.012
39,120.352
40,123.692
41,127.032
42,130.407
43,133.747
44,137.088
45,140.429
46,143.769
47,147.109
48,150.449
49,153.788
50,157.152
51,160.525
52,163.904
53,167.246
54,170.587
55,173.927
56,177.274
57,180.615
58,183.956
59,187.296
60,190.672
61,194.021
62,197.361
63,200.702
64,204.042
65,207.404
66,210.761
67,214.101
68,217.441
69,220.813
70,224.158
71,227.516
72,230.864
73,234.204
74,237.543
75,240.906
76,244.246
77,247.586
78,250.962
79,254.302
80,257.655
81,260.994
82,264.334
83,267.674
84,271.026
85,274.406
86,277.746
87,281.155
88,284.491
89,287.851
90,291.187
91,294.527
92,297.907
93,301.246
94,304.586
95,307.926
96,311.302
97,314.656
98,317.996
99,321.335
100,324.673
101,328.011
102,331.350
103,334.692
104,338.031
105,341.410
106,344.750
107,348.089
108,351.428
109,354.766
110,358.107
111,361.448
112,364.787
113,368.158
114,371.534
115,374.907
116,378.247
117,381.586
118,384.926
119,388.273
120,391.657
121,394.996
122,398.335
123,401.710
124,405.049
125,408.407
126,411.778
127,415.157
128,418.496
129,421.836
130,425.333
131,428.677
132,432.069
133,435.601
134,438.939
135,442.276
136,445.778
137,449.231
138,452.630
139,455.968
140,459.306
141,462.682
142,466.022
143,469.360
144,472.890
145,476.365
146,479.889
147,483.311
148,486.659
149,489.998
150,493.408
151,496.747
152,500.086
153,503.425
154,506.788
155,510.156
156,513.495
157,516.833
158,520.169
159,523.544
160,526.907
161,530.245
162,533.583
163,536.920
164,540.268
165,543.606
166,546.960
167,550.298
168,553.696
169,557.035
170,560.410
171,563.775
172,567.162
173,570.499
174,573.837
175,577.181
176,580.519
177,583.907
178,587.275
179,590.614
180,593.950
181,597.287
182,600.866
183,604.268
184,607.670
185,611.009
186,614.412
187,617.748
188,621.164
189,624.511
190,627.849
191,631.187
192,634.525
193,637.863
194,641.201
195,644.575
196,647.930
197,651.266
198,654.611
199,657.949
200,661.295
201,664.660
202,668.023
203,671.408
204,674.783
205,678.165
206,681.503
207,684.958
208,688.294
209,691.661
210,694.999
211,698.337
212,701.738
213,705.154
214,708.492
215,711.830
216,715.171
217,718.510
218,721.847
219,725.184
220,728.522
221,731.899
222,735.287
223,738.654
224,741.991
225,745.328
226,748.666
227,752.004
228,755.340
229,758.676
230,762.019
231,765.411
232,768.748
233,772.084
234,775.425
235,778.763
236,782.101
237,785.446
238,788.782
239,792.162
240,795.535
241,798.877
242,802.214
243,805.550
244,808.891
245,812.228
246,815.565
247,818.935
248,822.273
249,825.654
250,828.991
251,832.333
252,835.669
253,839.008
254,842.350
255,845.697
256,849.035
257,852.406
258,855.804
259,859.156
260,862.493
261,865.830
262,869.166
263,872.530
264,875.908
265,879.246
266,882.582
267,885.955
268,889.292
269,892.660
270,895.997
271,899.333
272,902.670
273,906.007
274,909.343
275,912.680
276,916.053
277,919.408
278,922.775
279,926.160
280,929.498
281,932.835
282,936.172
283,939.536
284,942.910
285,946.289
286,949.659
287,953.025
288,956.413
289,959.749
290,963.088
291,966.425
292,969.792
293,973.159
294,976.537
295,979.927
296,983.369
297,986.872
298,990.215
299,993.553
300,996.911
