 ,Time(s)
1,0.000
2,0.978
3,1.977
4,2.323
5,6.479
6,9.818
7,13.156
8,16.496
9,19.867
10,23.206
11,26.546
12,29.919
13,33.258
14,36.626
15,39.964
16,43.303
17,46.645
18,50.009
19,53.382
20,56.721
21,60.134
22,63.473
23,66.830
24,70.169
25,73.508
26,76.895
27,80.235
28,83.573
29,86.913
30,90.287
31,93.649
32,96.988
33,100.327
34,103.667
35,107.045
36,110.398
37,113.741
38,117.080
39,120.454
40,123.792
41,127.149
42,130.488
43,133.918
44,137.261
45,140.667
46,144.050
47,147.422
48,150.794
49,154.168
50,157.505
51,160.845
52,164.186
53,167.526
54,170.919
55,174.310
56,177.669
57,181.043
58,184.419
59,187.757
60,191.169
61,194.558
62,197.920
63,201.309
64,204.668
65,208.007
66,211.420
67,214.760
68,218.170
69,221.509
70,224.919
71,228.267
72,231.671
73,235.010
74,238.419
75,241.794
76,245.169
77,248.555
78,251.920
79,255.260
80,258.670
81,262.008
82,265.420
83,268.759
84,272.169
85,275.507
86,278.921
87,282.262
88,285.671
89,289.057
90,292.420
91,295.810
92,299.175
93,302.572
94,305.924
95,309.262
96,312.672
97,316.011
98,319.424
99,322.769
100,326.172
101,329.563
102,332.937
103,336.276
104,339.672
105,343.011
106,346.421
107,349.766
108,353.172
109,356.514
110,359.923
111,363.340
112,366.677
113,370.016
114,373.426
115,376.822
116,380.176
117,383.518
118,386.925
119,390.264
120,393.676
121,397.025
122,400.424
123,403.763
124,407.174
125,410.513
126,413.924
127,417.263
128,420.676
129,424.082
130,427.425
131,430.764
132,434.175
133,437.513
134,440.926
135,444.264
136,447.677
137,451.016
138,454.427
139,457.765
140,461.177
141,464.516
142,467.928
143,471.265
144,474.677
145,478.016
146,481.427
147,484.803
148,488.178
149,491.520
150,494.930
151,498.268
152,501.680
153,505.019
154,508.431
155,511.770
156,515.181
157,518.520
158,521.932
159,525.270
160,528.681
161,532.019
162,535.433
163,538.773
164,542.183
165,545.684
166,549.090
167,552.432
168,555.799
169,559.186
170,562.554
171,565.934
172,569.272
173,572.689
174,576.187
175,579.539
176,582.936
177,586.274
178,589.686
179,593.185
180,596.551
181,599.935
182,603.294
183,606.687
184,610.025
185,613.439
186,616.776
187,620.189
188,623.688
189,627.054
190,630.444
191,633.808
192,637.191
193,640.688
194,644.060
195,647.438
196,650.799
197,654.190
198,657.527
199,660.946
200,664.314
201,667.688
202,671.026
203,674.444
204,677.944
205,681.282
206,684.693
207,688.194
208,691.696
209,695.195
210,698.695
211,702.057
212,705.445
213,708.861
214,712.198
215,715.536
216,718.951
217,722.287
218,725.698
219,729.072
220,732.444
221,735.782
222,739.196
223,742.697
224,746.060
225,749.450
226,752.944
227,756.451
228,759.949
229,763.287
230,766.698
231,770.035
232,773.446
233,776.783
234,780.197
235,783.699
236,787.199
237,790.700
238,794.036
239,797.454
240,800.827
241,804.201
242,807.537
243,810.951
244,814.450
245,817.818
246,821.203
247,824.574
248,827.950
249,831.286
250,834.703
251,838.077
252,841.451
253,844.954
254,848.453
255,851.951
256,855.452
257,858.786
258,862.208
259,865.587
260,868.957
261,872.455
262,875.791
263,879.205
264,882.704
265,886.047
266,889.453
267,892.959
268,896.300
269,899.706
270,903.208
271,906.565
272,909.955
273,913.455
274,916.797
275,920.208
276,923.545
277,926.957
278,930.364
279,933.707
280,937.207
281,940.709
282,944.208
283,947.709
284,951.046
285,954.457
286,957.798
287,961.213
288,964.712
289,968.062
290,971.460
291,974.958
292,978.463
293,981.960
294,985.461
295,988.804
296,992.213
297,995.552
298,998.961
299,1002.462
300,1005.962
