 ,Time(s)
1,0.000
2,0.884
3,1.884
4,2.246
5,6.401
6,9.779
7,13.117
8,16.456
9,19.829
10,23.191
11,26.603
12,29.982
13,33.383
14,36.722
15,40.162
16,43.679
17,47.226
18,50.920
19,54.435
20,57.821
21,61.443
22,64.992
23,68.629
24,72.204
25,75.811
26,79.515
27,83.406
28,87.383
29,91.060
30,94.860
31,98.586
32,102.346
33,106.098
34,109.865
35,113.599
36,117.331
37,121.137
38,125.028
39,128.505
40,132.390
41,135.796
42,139.225
43,143.094
44,146.884
45,150.743
46,154.601
47,158.358
48,162.138
49,165.569
50,168.991
51,172.414
52,175.848
53,179.632
54,183.068
55,186.500
56,190.369
57,194.145
58,197.593
59,201.372
60,205.182
61,208.651
62,212.447
63,215.889
64,219.349
65,223.128
66,226.957
67,230.763
68,234.568
69,238.040
70,241.502
71,245.308
72,249.136
73,252.963
74,256.791
75,260.627
76,264.508
77,268.339
78,272.137
79,275.627
80,279.539
81,283.366
82,287.223
83,291.154
84,294.992
85,298.818
86,302.662
87,306.134
88,309.989
89,313.825
90,317.671
91,321.143
92,324.627
93,328.455
94,332.280
95,336.097
96,339.972
97,343.426
98,346.896
99,350.783
100,354.256
101,357.723
102,361.199
103,364.738
104,368.557
105,372.006
106,375.551
107,379.393
108,383.259
109,386.791
110,390.265
111,394.221
112,397.805
113,401.724
114,405.302
115,409.132
116,412.939
117,416.897
118,420.409
119,424.323
120,427.807
121,431.298
122,434.775
123,438.277
124,441.835
125,445.681
126,449.586
127,453.231
128,457.155
129,460.736
130,464.311
131,468.135
132,472.082
133,476.000
134,479.981
135,483.605
136,487.108
137,490.965
138,494.572
139,498.452
140,502.062
141,506.062
142,510.004
143,513.973
144,517.948
145,521.861
146,525.722
147,529.353
148,532.971
149,536.578
150,540.525
151,544.467
152,548.019
153,551.603
154,555.479
155,559.055
156,562.611
157,566.570
158,570.447
159,574.386
160,578.003
161,581.545
162,585.471
163,589.029
164,592.942
165,596.493
166,600.057
167,603.975
168,607.876
169,611.730
170,615.284
171,619.210
172,622.771
173,626.675
174,630.228
175,633.790
176,637.714
177,641.698
178,645.285
179,649.155
180,652.726
181,656.294
182,660.228
183,663.860
184,667.726
185,671.712
186,675.311
187,679.171
188,682.736
189,686.355
190,690.276
191,693.839
192,697.413
193,701.057
194,705.028
195,708.551
196,712.461
197,716.409
198,720.376
199,724.400
200,728.388
201,731.972
202,736.032
203,740.083
204,743.602
205,747.513
206,751.566
207,755.178
208,758.863
209,762.887
210,766.911
211,770.520
212,774.167
213,778.175
214,781.791
215,785.416
216,789.094
217,792.737
218,796.380
219,800.336
220,804.361
221,808.404
222,812.026
223,815.638
224,819.295
225,823.328
226,826.988
227,831.132
228,834.645
229,838.541
230,842.493
231,846.103
232,850.063
233,853.722
234,857.324
235,861.377
236,865.288
237,869.303
238,872.914
239,876.597
240,880.127
241,883.607
242,887.548
243,891.557
244,895.243
245,899.223
246,903.205
247,907.226
248,911.275
249,915.207
250,919.177
251,923.205
252,927.178
253,930.788
254,934.821
255,938.797
256,942.772
257,946.879
258,950.863
259,954.403
260,958.316
261,962.349
262,966.268
263,970.304
264,974.407
265,978.494
266,982.478
267,986.521
268,990.514
269,994.585
270,998.519
271,1002.561
272,1006.498
273,1010.146
274,1014.197
275,1018.241
276,1021.877
277,1025.818
278,1029.795
279,1033.439
280,1037.123
281,1041.152
282,1045.181
283,1049.238
284,1053.248
285,1057.303
286,1061.391
287,1065.391
288,1069.345
289,1073.017
290,1076.706
291,1080.840
292,1084.938
293,1089.025
294,1092.675
295,1096.771
296,1100.875
297,1104.938
298,1108.623
299,1112.163
300,1116.200
