 ,Mean(cell_0),Mean(Background),Mean(Reference),Mean(area1_cell0),Mean(area2_cell0),Mean(entire_cell0)
46,99.961,99.777,99.777,105.932,106.192,103.357
47,99.901,99.797,99.797,106.015,105.904,103.222
48,99.910,99.663,99.663,105.823,105.688,103.147
49,99.920,99.753,99.753,105.874,105.691,103.164
50,99.887,99.736,99.736,105.691,105.575,103.100
51,99.824,99.756,99.756,105.599,105.676,103.066
52,99.903,99.666,99.666,105.586,105.633,103.031
53,99.898,99.654,99.654,105.897,105.447,103.047
54,99.857,99.665,99.665,105.585,105.597,103.006
55,99.928,99.685,99.685,105.417,105.883,102.992
56,99.784,99.717,99.717,105.878,105.947,102.980
57,99.859,99.755,99.755,105.547,105.799,102.948
58,99.855,99.751,99.751,105.407,105.396,102.934
59,99.854,99.857,99.857,105.319,105.918,102.950
60,99.781,99.668,99.668,105.182,105.924,102.879
61,99.863,99.738,99.738,104.879,106.021,102.798
62,99.814,99.738,99.738,104.861,106.384,102.833
63,99.858,99.725,99.725,104.769,106.127,102.771
64,99.835,99.727,99.727,104.769,105.815,102.738
65,99.860,99.834,99.834,104.605,106.119,102.756
66,99.733,99.722,99.722,104.526,105.698,102.693
67,99.675,99.783,99.783,104.382,105.741,102.620
68,99.882,99.599,99.599,104.683,105.692,102.695
69,99.881,99.731,99.731,104.859,106.128,102.644
70,99.773,99.668,99.668,105.022,105.777,102.580
71,99.771,99.724,99.724,104.504,105.407,102.601
72,99.773,99.667,99.667,104.482,105.947,102.601
73,99.781,99.693,99.693,104.616,105.433,102.541
74,99.775,99.661,99.661,104.307,105.297,102.566
75,99.829,99.649,99.649,104.152,105.125,102.521
76,99.852,99.636,99.636,104.587,105.230,102.549
77,99.770,99.711,99.711,104.408,105.739,102.515
78,99.871,99.722,99.722,104.145,105.183,102.524
79,99.835,99.707,99.707,104.588,105.836,102.511
80,99.831,99.701,99.701,104.182,105.564,102.485
81,99.794,99.710,99.710,104.390,105.370,102.468
82,99.816,99.680,99.680,104.392,105.466,102.430
83,99.909,99.761,99.761,103.953,105.522,102.395
84,99.871,99.736,99.736,104.058,105.630,102.392
85,99.863,99.636,99.636,104.570,105.865,102.422
86,99.791,99.665,99.665,104.114,105.653,102.389
87,99.876,99.721,99.721,103.984,106.076,102.424
88,99.848,99.674,99.674,104.003,105.952,102.390
89,99.801,99.662,99.662,104.190,105.954,102.366
90,99.739,99.687,99.687,103.849,105.969,102.381
91,99.806,99.750,99.750,104.062,105.934,102.396
92,99.854,99.753,99.753,103.806,105.883,102.330
93,99.808,99.678,99.678,103.513,105.964,102.343
94,99.984,99.659,99.659,103.758,105.872,102.349
95,99.811,99.625,99.625,104.091,105.825,102.311
96,99.945,99.783,99.783,103.892,105.820,102.338
97,99.834,99.793,99.793,103.906,105.691,102.383
98,99.837,99.682,99.682,104.125,105.572,102.295
99,99.843,99.742,99.742,104.125,105.820,102.309
100,99.901,99.840,99.840,103.971,105.397,102.320
101,99.839,99.652,99.652,104.237,105.288,102.239
102,99.803,99.660,99.660,103.915,105.356,102.228
103,99.830,99.723,99.723,103.746,105.706,102.265
104,99.850,99.721,99.721,103.961,105.548,102.240
105,99.812,99.693,99.693,103.885,105.685,102.245
106,99.913,99.890,99.890,104.207,105.860,102.294
107,99.740,99.696,99.696,103.877,105.749,102.279
108,99.858,99.703,99.703,103.828,106.219,102.274
109,99.772,99.614,99.614,104.356,105.806,102.244
110,99.868,99.792,99.792,104.116,105.607,102.190
111,99.819,99.708,99.708,103.786,105.299,102.216
112,99.722,99.721,99.721,103.885,105.433,102.157
113,99.810,99.574,99.574,104.083,105.233,102.180
114,99.881,99.780,99.780,104.022,105.186,102.187
115,99.774,99.755,99.755,103.818,105.117,102.203
116,99.723,99.635,99.635,103.923,105.121,102.142
117,99.906,99.708,99.708,104.009,105.420,102.206
118,99.838,99.774,99.774,103.706,105.323,102.163
119,99.809,99.650,99.650,103.651,105.091,102.092
120,99.807,99.615,99.615,103.773,104.997,102.047
121,99.783,99.733,99.733,103.831,104.854,102.067
122,99.908,99.681,99.681,103.964,105.110,102.065
123,99.721,99.652,99.652,103.965,105.177,102.056
124,99.767,99.636,99.636,104.010,104.916,102.032
125,99.848,99.685,99.685,103.701,104.887,102.013
126,99.911,99.808,99.808,103.761,104.875,102.054
127,99.726,99.742,99.742,103.822,104.935,102.040
128,99.862,99.741,99.741,103.950,104.807,102.045
129,99.731,99.769,99.769,103.920,104.836,101.981
130,99.866,99.734,99.734,103.885,104.774,102.005
131,99.751,99.646,99.646,103.803,104.718,101.973
132,99.805,99.703,99.703,103.773,104.814,101.971
133,99.728,99.633,99.633,103.840,104.608,101.922
134,99.714,99.674,99.674,103.588,104.686,101.949
135,99.783,99.716,99.716,103.848,104.289,101.972
136,99.888,99.749,99.749,103.638,104.851,101.974
137,99.801,99.751,99.751,103.832,104.199,101.925
138,99.861,99.739,99.739,103.743,104.639,101.948
139,99.721,99.699,99.699,103.607,104.533,101.872
140,99.855,99.738,99.738,103.644,104.851,101.934
141,99.741,99.733,99.733,103.713,104.713,101.921
142,99.805,99.650,99.650,103.519,104.566,101.885
143,99.788,99.726,99.726,103.310,104.476,101.901
144,99.851,99.718,99.718,103.422,104.368,101.899
145,99.770,99.768,99.768,103.601,104.614,101.961
146,99.816,99.695,99.695,103.426,104.141,101.896
147,99.776,99.845,99.845,103.449,104.589,101.912
148,99.844,99.670,99.670,103.494,104.387,101.893
149,99.841,99.733,99.733,103.566,104.557,101.929
150,99.910,99.892,99.892,103.578,104.744,101.908
151,99.808,99.808,99.808,103.228,104.586,101.845
152,99.852,99.694,99.694,103.367,104.407,101.871
153,99.777,99.701,99.701,103.406,104.499,101.867
154,99.888,99.802,99.802,103.350,104.382,101.839
155,99.835,99.773,99.773,103.469,104.507,101.827
156,99.896,99.750,99.750,103.329,104.461,101.885
157,99.863,99.756,99.756,103.550,104.635,101.880
158,99.789,99.675,99.675,103.230,104.497,101.833
159,99.896,99.794,99.794,103.092,104.469,101.836
160,99.806,99.711,99.711,103.163,104.663,101.811
161,99.859,99.767,99.767,103.227,104.379,101.770
162,99.773,99.753,99.753,103.110,104.387,101.770
163,99.820,99.686,99.686,103.289,104.414,101.763
164,99.844,99.728,99.728,103.096,104.260,101.794
165,99.917,99.784,99.784,103.145,104.034,101.770
166,99.851,99.718,99.718,103.072,103.839,101.723
167,99.891,99.795,99.795,102.927,104.141,101.757
168,99.892,99.663,99.663,102.965,103.648,101.712
169,99.877,99.688,99.688,102.933,104.083,101.705
170,99.856,99.750,99.750,103.006,103.778,101.718
171,99.730,99.803,99.803,103.142,104.066,101.716
172,99.801,99.787,99.787,103.102,103.773,101.688
173,99.807,99.868,99.868,103.349,103.800,101.701
174,99.874,99.641,99.641,103.066,103.504,101.672
175,99.795,99.697,99.697,102.975,103.424,101.685
176,99.805,99.662,99.662,103.119,103.531,101.669
177,99.773,99.663,99.663,103.083,103.694,101.644
178,99.811,99.797,99.797,103.064,103.458,101.688
179,99.777,99.589,99.589,103.229,103.758,101.607
180,99.888,99.705,99.705,103.152,103.402,101.647
181,99.843,99.738,99.738,103.051,103.586,101.576
182,99.791,99.745,99.745,103.140,103.364,101.585
183,99.808,99.715,99.715,102.822,103.294,101.552
184,99.692,99.753,99.753,103.078,103.355,101.539
185,99.784,99.747,99.747,102.903,103.805,101.596
186,99.859,99.681,99.681,102.758,103.437,101.580
187,99.770,99.738,99.738,103.069,103.634,101.532
188,99.828,99.797,99.797,102.641,103.406,101.538
189,99.777,99.630,99.630,102.664,103.464,101.484
190,99.839,99.721,99.721,102.865,103.182,101.499
191,99.824,99.718,99.718,102.736,103.187,101.527
192,99.847,99.662,99.662,102.772,103.258,101.508
193,99.860,99.685,99.685,102.782,103.434,101.527
194,99.778,99.626,99.626,102.754,103.068,101.479
195,99.880,99.805,99.805,102.772,103.226,101.517
196,99.858,99.812,99.812,102.672,103.213,101.530
197,99.835,99.648,99.648,102.623,103.191,101.441
198,99.848,99.662,99.662,102.685,103.204,101.483
199,99.852,99.769,99.769,102.536,103.352,101.489
200,99.826,99.709,99.709,102.551,103.377,101.464
201,99.897,99.691,99.691,102.593,103.307,101.466
202,99.840,99.715,99.715,102.464,103.456,101.454
203,99.736,99.726,99.726,102.445,103.219,101.391
204,99.825,99.788,99.788,102.551,103.201,101.404
205,99.721,99.731,99.731,102.664,103.300,101.376
206,99.810,99.539,99.539,102.411,103.004,101.331
207,99.857,99.767,99.767,102.438,103.156,101.397
208,99.884,99.790,99.790,102.394,103.160,101.368
209,99.855,99.787,99.787,102.281,103.162,101.358
210,99.842,99.743,99.743,102.302,103.021,101.316
211,99.831,99.762,99.762,102.363,103.086,101.333
212,99.846,99.642,99.642,102.424,102.884,101.309
213,99.766,99.829,99.829,102.373,102.826,101.298
214,99.810,99.716,99.716,102.384,102.897,101.272
215,99.748,99.648,99.648,102.338,102.867,101.285
216,99.794,99.672,99.672,102.225,102.972,101.225
217,99.978,99.733,99.733,102.175,102.946,101.268
218,99.872,99.725,99.725,102.147,102.877,101.252
219,99.853,99.845,99.845,102.431,102.958,101.286
220,99.826,99.721,99.721,102.150,102.944,101.233
221,99.765,99.678,99.678,102.058,102.691,101.208
222,99.890,99.732,99.732,101.946,102.754,101.193
223,99.845,99.803,99.803,102.009,102.672,101.241
224,99.883,99.728,99.728,102.036,102.771,101.167
225,99.820,99.694,99.694,101.843,102.811,101.134
226,99.887,99.751,99.751,101.838,102.884,101.151
227,99.901,99.746,99.746,102.122,102.810,101.172
228,99.793,99.589,99.589,101.925,102.511,101.088
229,99.812,99.683,99.683,102.042,102.676,101.086
230,99.845,99.727,99.727,101.766,102.588,101.088
231,99.793,99.630,99.630,102.099,102.613,101.082
232,99.819,99.678,99.678,101.783,102.275,101.069
233,99.807,99.742,99.742,101.866,102.191,101.036
234,99.774,99.753,99.753,101.832,102.379,101.066
235,99.884,99.675,99.675,101.781,102.469,101.021
236,99.832,99.804,99.804,101.693,102.130,101.028
237,99.776,99.556,99.556,101.766,102.204,100.994
238,99.813,99.733,99.733,101.676,101.843,100.984
239,99.840,99.695,99.695,101.475,102.183,100.970
240,99.814,99.741,99.741,101.559,102.229,100.945
241,99.803,99.648,99.648,101.729,102.094,100.940
242,99.878,99.706,99.706,101.394,102.108,100.964
243,99.736,99.599,99.599,101.420,101.903,100.866
244,99.730,99.650,99.650,101.466,102.147,100.878
245,99.871,99.647,99.647,101.446,102.145,100.910
246,99.782,99.713,99.713,101.291,101.962,100.839
247,99.686,99.672,99.672,101.362,101.740,100.859
248,99.763,99.662,99.662,101.472,101.858,100.817
249,99.778,99.679,99.679,101.229,101.808,100.820
250,99.748,99.729,99.729,101.472,101.858,100.848
251,99.844,99.715,99.715,101.523,101.840,100.877
252,99.735,99.602,99.602,101.337,101.701,100.800
253,99.773,99.675,99.675,101.302,101.750,100.793
254,99.779,99.791,99.791,101.318,101.701,100.787
255,99.790,99.702,99.702,101.153,101.681,100.840
256,99.778,99.748,99.748,101.277,101.829,100.809
257,99.756,99.661,99.661,101.210,101.669,100.795
258,99.828,99.694,99.694,101.112,101.725,100.732
259,99.853,99.566,99.566,101.189,101.831,100.742
260,99.771,99.717,99.717,101.121,101.769,100.742
261,99.855,99.802,99.802,101.160,101.801,100.795
262,99.716,99.653,99.653,101.162,101.542,100.730
263,99.732,99.738,99.738,101.204,101.610,100.746
264,99.817,99.798,99.798,101.279,101.501,100.770
265,99.745,99.708,99.708,101.057,101.512,100.737
266,99.799,99.693,99.693,100.958,101.710,100.708
267,99.800,99.641,99.641,101.006,101.576,100.664
268,99.705,99.552,99.552,100.900,101.377,100.640
269,99.793,99.623,99.623,100.989,101.423,100.599
270,99.724,99.685,99.685,101.025,101.451,100.641
271,99.731,99.711,99.711,100.923,101.250,100.621
272,99.848,99.718,99.718,101.053,101.362,100.688
273,99.739,99.747,99.747,100.970,101.197,100.639
274,99.833,99.661,99.661,100.918,101.264,100.649
275,99.869,99.669,99.669,100.753,101.185,100.574
276,99.694,99.639,99.639,100.850,101.300,100.562
277,99.720,99.736,99.736,100.828,101.143,100.590
278,99.657,99.659,99.659,100.788,101.133,100.533
279,99.733,99.671,99.671,100.739,101.046,100.538
280,99.841,99.677,99.677,100.903,101.071,100.607
281,99.743,99.633,99.633,100.828,101.111,100.570
282,99.767,99.624,99.624,100.704,100.791,100.521
283,99.733,99.676,99.676,100.783,100.933,100.514
284,99.671,99.642,99.642,100.754,101.122,100.516
285,99.721,99.701,99.701,100.772,100.916,100.508
286,99.747,99.694,99.694,100.759,100.909,100.507
287,99.830,99.740,99.740,100.856,100.949,100.549
288,99.796,99.703,99.703,100.816,100.901,100.522
289,99.744,99.678,99.678,100.688,100.941,100.493
290,99.718,99.626,99.626,100.714,100.902,100.479
291,99.776,99.672,99.672,100.807,100.904,100.499
292,99.865,99.659,99.659,100.758,100.910,100.469
293,99.788,99.779,99.779,100.738,100.877,100.471
294,99.718,99.535,99.535,100.620,100.865,100.426
295,99.839,99.628,99.628,100.649,100.808,100.423
296,99.753,99.581,99.581,100.627,100.774,100.393
297,99.800,99.601,99.601,100.495,100.785,100.367
298,99.803,99.678,99.678,100.586,100.777,100.408
299,99.798,99.609,99.609,100.597,100.934,100.419
300,99.819,99.707,99.707,100.599,100.719,100.387
