 ,Mean(cell_0),Mean(Background),Mean(Reference),Mean(area1_cell0),Mean(area2_cell0),Mean(entire_cell0)
46,99.886,99.915,99.915,103.404,106.125,103.052
47,99.820,99.849,99.849,103.182,105.710,103.018
48,99.824,99.911,99.911,103.223,105.867,102.975
49,99.818,99.915,99.915,103.093,105.622,102.913
50,99.777,99.877,99.877,103.130,105.668,102.887
51,99.811,99.957,99.957,102.847,105.632,102.858
52,99.813,99.992,99.992,102.981,105.374,102.809
53,99.811,99.893,99.893,103.202,105.276,102.762
54,99.689,100.023,100.023,103.091,105.242,102.716
55,99.766,99.971,99.971,102.960,105.159,102.752
56,99.734,99.906,99.906,103.226,105.204,102.707
57,99.820,99.924,99.924,103.034,105.174,102.694
58,99.759,99.849,99.849,103.000,105.110,102.601
59,99.777,99.809,99.809,102.601,105.227,102.554
60,99.862,100.029,100.029,102.668,104.883,102.509
61,99.688,99.879,99.879,102.746,105.057,102.591
62,99.829,99.975,99.975,102.503,104.933,102.537
63,99.833,99.963,99.963,102.699,104.960,102.509
64,99.763,99.960,99.960,102.633,105.010,102.457
65,99.748,99.931,99.931,102.585,104.819,102.468
66,99.804,99.952,99.952,102.514,104.813,102.453
67,99.773,99.920,99.920,102.331,105.075,102.405
68,99.860,99.902,99.902,102.315,104.849,102.460
69,99.780,99.856,99.856,102.109,104.883,102.330
70,99.730,99.838,99.838,101.942,104.669,102.315
71,99.804,99.936,99.936,102.290,104.478,102.270
72,99.732,99.818,99.818,102.238,104.806,102.275
73,99.720,99.992,99.992,102.069,104.451,102.273
74,99.763,99.950,99.950,102.169,104.377,102.231
75,99.714,99.880,99.880,102.167,104.369,102.235
76,99.728,99.927,99.927,102.231,104.312,102.198
77,99.691,99.866,99.866,101.971,104.554,102.144
78,99.798,99.916,99.916,101.989,104.248,102.173
79,99.731,99.782,99.782,101.848,104.277,102.150
80,99.668,99.885,99.885,101.885,104.068,102.110
81,99.766,99.959,99.959,101.953,104.455,102.091
82,99.813,99.751,99.751,101.878,104.222,102.064
83,99.820,99.893,99.893,102.003,104.218,102.085
84,99.638,99.856,99.856,101.950,104.001,102.049
85,99.761,99.944,99.944,101.820,103.985,102.021
86,99.757,99.944,99.944,101.646,104.104,102.013
87,99.726,99.846,99.846,101.861,104.193,101.979
88,99.670,99.851,99.851,101.711,104.150,101.997
89,99.763,99.889,99.889,101.875,104.147,101.960
90,99.756,99.839,99.839,101.479,104.264,101.968
91,99.808,99.803,99.803,101.484,103.954,101.920
92,99.847,99.809,99.809,101.415,103.982,101.896
93,99.808,99.835,99.835,101.442,104.099,101.831
94,99.711,99.868,99.868,101.469,103.997,101.855
95,99.751,99.794,99.794,101.562,104.215,101.847
96,99.738,99.830,99.830,101.337,104.252,101.789
97,99.740,99.870,99.870,101.706,104.060,101.818
98,99.705,99.767,99.767,101.294,104.151,101.768
99,99.727,99.781,99.781,101.349,104.080,101.740
100,99.707,99.895,99.895,101.711,103.885,101.734
101,99.766,99.827,99.827,101.470,103.776,101.693
102,99.791,99.860,99.860,101.626,103.878,101.721
103,99.798,99.879,99.879,101.424,103.773,101.703
104,99.725,99.868,99.868,101.562,103.718,101.731
105,99.707,99.856,99.856,101.428,103.639,101.744
106,99.854,99.927,99.927,101.460,103.768,101.690
107,99.691,99.869,99.869,101.324,103.508,101.664
108,99.872,99.931,99.931,101.202,103.724,101.664
109,99.663,99.833,99.833,101.260,103.128,101.630
110,99.828,99.865,99.865,101.279,103.159,101.639
111,99.776,99.869,99.869,101.305,103.345,101.604
112,99.758,99.890,99.890,101.319,103.321,101.579
113,99.795,99.818,99.818,101.280,103.074,101.584
114,99.835,99.828,99.828,101.238,103.038,101.571
115,99.775,99.936,99.936,101.222,102.885,101.557
116,99.690,99.761,99.761,101.260,102.733,101.495
117,99.756,99.759,99.759,101.289,103.020,101.512
118,99.763,99.850,99.850,101.244,102.873,101.479
119,99.744,99.790,99.790,101.399,102.697,101.451
120,99.683,99.718,99.718,101.284,102.729,101.460
121,99.732,99.813,99.813,101.214,102.863,101.510
122,99.733,99.858,99.858,101.156,102.713,101.457
123,99.778,99.957,99.957,101.224,102.686,101.466
124,99.670,99.857,99.857,101.011,102.655,101.441
125,99.710,99.800,99.800,101.197,102.696,101.422
126,99.728,99.854,99.854,101.203,102.765,101.441
127,99.742,99.878,99.878,100.933,102.682,101.425
128,99.733,99.895,99.895,101.020,102.772,101.367
129,99.695,99.827,99.827,101.111,102.702,101.384
130,99.724,99.849,99.849,101.180,102.738,101.363
131,99.778,99.852,99.852,101.167,102.665,101.346
132,99.783,99.796,99.796,101.162,102.600,101.353
133,99.772,99.815,99.815,101.162,102.520,101.365
134,99.761,99.881,99.881,101.234,102.534,101.375
135,99.747,99.868,99.868,101.222,102.446,101.314
136,99.712,99.789,99.789,101.108,102.472,101.306
137,99.748,99.803,99.803,101.114,102.329,101.269
138,99.748,99.760,99.760,101.035,102.234,101.229
139,99.766,99.807,99.807,101.093,102.379,101.246
140,99.760,99.840,99.840,101.198,102.301,101.307
141,99.845,99.829,99.829,101.097,102.279,101.280
142,99.832,99.873,99.873,101.104,102.446,101.293
143,99.719,99.900,99.900,100.867,102.192,101.254
144,99.845,99.810,99.810,100.954,102.049,101.205
145,99.718,99.740,99.740,101.080,102.195,101.214
146,99.702,99.860,99.860,101.030,102.078,101.165
147,99.681,99.763,99.763,101.050,101.870,101.106
148,99.736,99.789,99.789,101.007,102.052,101.161
149,99.645,99.707,99.707,100.939,101.776,101.159
150,99.676,99.790,99.790,100.948,101.963,101.135
151,99.864,99.758,99.758,100.834,102.021,101.118
152,99.865,99.938,99.938,101.122,102.012,101.158
153,99.594,99.781,99.781,100.770,101.937,101.082
154,99.684,99.792,99.792,100.870,101.930,101.122
155,99.743,99.745,99.745,100.779,101.884,101.086
156,99.597,99.848,99.848,100.882,101.998,101.093
157,99.695,99.685,99.685,100.967,101.876,101.088
158,99.655,99.686,99.686,100.776,101.898,101.045
159,99.711,99.766,99.766,100.858,101.848,101.063
160,99.673,99.701,99.701,100.874,101.878,101.059
161,99.692,99.809,99.809,100.832,101.550,101.035
162,99.585,99.790,99.790,100.901,101.801,101.028
163,99.828,99.841,99.841,100.947,101.863,101.131
164,99.698,99.748,99.748,100.862,101.806,101.029
165,99.678,99.828,99.828,100.936,101.887,101.058
166,99.767,99.783,99.783,100.851,101.828,101.064
167,99.770,99.744,99.744,100.883,101.849,101.001
168,99.694,99.798,99.798,100.944,101.745,101.053
169,99.854,99.815,99.815,101.076,101.677,101.030
170,99.839,99.855,99.855,101.100,101.918,101.033
171,99.739,99.751,99.751,100.953,101.739,100.998
172,99.704,99.778,99.778,100.860,101.852,101.009
173,99.698,99.765,99.765,100.998,101.748,100.982
174,99.739,99.814,99.814,100.938,101.612,100.972
175,99.828,99.722,99.722,101.097,101.800,100.978
176,99.673,99.739,99.739,101.010,101.678,100.963
177,99.758,99.860,99.860,101.152,101.956,100.993
178,99.800,99.857,99.857,101.001,101.703,100.928
179,99.650,99.758,99.758,101.055,101.588,100.940
180,99.749,99.737,99.737,101.029,101.610,100.931
181,99.732,99.768,99.768,100.896,101.602,100.922
182,99.809,99.848,99.848,101.065,101.877,100.953
183,99.768,99.762,99.762,100.837,101.734,100.954
184,99.773,99.787,99.787,100.855,101.813,100.922
185,99.733,99.756,99.756,100.920,101.617,100.954
186,99.655,99.820,99.820,100.905,101.642,100.869
187,99.810,99.859,99.859,100.935,101.804,100.920
188,99.689,99.867,99.867,100.956,101.776,100.935
189,99.828,99.756,99.756,100.793,101.479,100.895
190,99.690,99.796,99.796,100.991,101.565,100.919
191,99.701,99.832,99.832,101.078,101.488,100.899
192,99.735,99.817,99.817,100.978,101.484,100.863
193,99.676,99.835,99.835,101.135,101.461,100.891
194,99.764,99.845,99.845,101.033,101.518,100.916
195,99.779,99.855,99.855,100.993,101.580,100.919
196,99.850,99.777,99.777,100.968,101.454,100.886
197,99.728,99.777,99.777,100.945,101.544,100.878
198,99.783,99.799,99.799,100.965,101.279,100.872
199,99.661,99.813,99.813,100.915,101.459,100.831
200,99.651,99.796,99.796,100.823,101.489,100.820
201,99.799,99.658,99.658,100.926,101.421,100.813
202,99.710,99.786,99.786,100.948,101.325,100.812
203,99.728,99.810,99.810,100.875,101.434,100.774
204,99.766,99.715,99.715,101.008,101.344,100.842
205,99.872,99.823,99.823,100.927,101.373,100.829
206,99.820,99.820,99.820,100.964,101.316,100.814
207,99.736,99.785,99.785,100.885,101.322,100.788
208,99.706,99.799,99.799,100.876,101.470,100.766
209,99.830,99.702,99.702,100.878,101.293,100.842
210,99.766,99.766,99.766,100.823,101.189,100.775
211,99.687,99.767,99.767,100.941,101.172,100.759
212,99.690,99.820,99.820,100.908,101.499,100.816
213,99.708,99.772,99.772,100.920,101.287,100.750
214,99.655,99.698,99.698,100.696,101.273,100.739
215,99.742,99.822,99.822,100.724,101.295,100.717
216,99.704,99.656,99.656,100.837,101.282,100.719
217,99.628,99.702,99.702,100.771,101.049,100.675
218,99.666,99.823,99.823,100.771,101.359,100.685
219,99.793,99.880,99.880,100.784,101.148,100.703
220,99.747,99.852,99.852,100.862,101.213,100.749
221,99.729,99.903,99.903,100.886,101.094,100.720
222,99.781,99.760,99.760,100.888,101.175,100.730
223,99.705,99.723,99.723,100.723,101.203,100.683
224,99.735,99.729,99.729,100.766,101.152,100.694
225,99.765,99.756,99.756,100.654,101.230,100.652
226,99.611,99.683,99.683,100.711,101.126,100.645
227,99.777,99.761,99.761,100.978,101.181,100.696
228,99.718,99.788,99.788,100.800,101.051,100.632
229,99.724,99.725,99.725,100.881,101.208,100.659
230,99.711,99.779,99.779,100.823,101.171,100.650
231,99.778,99.726,99.726,100.789,101.068,100.614
232,99.643,99.670,99.670,100.817,101.125,100.631
233,99.651,99.716,99.716,100.698,101.133,100.618
234,99.658,99.856,99.856,100.778,101.057,100.638
235,99.659,99.795,99.795,100.837,101.108,100.591
236,99.656,99.823,99.823,100.714,101.244,100.631
237,99.731,99.758,99.758,100.870,101.164,100.652
238,99.729,99.809,99.809,100.672,101.208,100.648
239,99.827,99.728,99.728,100.850,101.291,100.670
240,99.738,99.721,99.721,100.810,101.044,100.608
241,99.714,99.768,99.768,100.815,101.020,100.612
242,99.726,99.823,99.823,100.740,101.160,100.624
243,99.689,99.851,99.851,100.774,100.924,100.591
244,99.821,99.835,99.835,100.768,101.085,100.618
245,99.679,99.815,99.815,100.779,101.075,100.600
246,99.769,99.738,99.738,100.617,101.157,100.573
247,99.659,99.700,99.700,100.585,101.042,100.554
248,99.797,99.688,99.688,100.735,101.097,100.637
249,99.676,99.750,99.750,100.778,101.040,100.571
250,99.845,99.793,99.793,100.680,100.906,100.550
251,99.777,99.739,99.739,100.659,100.896,100.522
252,99.705,99.719,99.719,100.637,101.035,100.526
253,99.646,99.743,99.743,100.638,100.957,100.540
254,99.651,99.738,99.738,100.602,100.815,100.462
255,99.735,99.739,99.739,100.627,100.871,100.505
256,99.733,99.791,99.791,100.581,100.961,100.511
257,99.718,99.793,99.793,100.759,100.887,100.519
258,99.799,99.777,99.777,100.651,100.898,100.522
259,99.754,99.744,99.744,100.489,100.901,100.475
260,99.822,99.749,99.749,100.521,100.886,100.473
261,99.796,99.747,99.747,100.717,100.726,100.502
262,99.731,99.704,99.704,100.566,100.816,100.452
263,99.792,99.698,99.698,100.581,100.816,100.465
264,99.719,99.724,99.724,100.671,100.760,100.462
265,99.779,99.646,99.646,100.614,100.915,100.447
266,99.730,99.699,99.699,100.615,100.703,100.403
267,99.654,99.693,99.693,100.689,100.666,100.375
268,99.629,99.787,99.787,100.698,100.784,100.435
269,99.760,99.739,99.739,100.642,100.760,100.408
270,99.644,99.765,99.765,100.539,100.764,100.372
271,99.636,99.655,99.655,100.468,100.649,100.351
272,99.627,99.665,99.665,100.603,100.735,100.374
273,99.700,99.743,99.743,100.561,100.774,100.425
274,99.720,99.786,99.786,100.531,100.642,100.368
275,99.645,99.728,99.728,100.542,100.712,100.338
276,99.636,99.661,99.661,100.407,100.617,100.315
277,99.630,99.712,99.712,100.427,100.688,100.353
278,99.572,99.705,99.705,100.479,100.589,100.280
279,99.605,99.675,99.675,100.467,100.703,100.311
280,99.716,99.749,99.749,100.572,100.751,100.368
281,99.725,99.700,99.700,100.390,100.596,100.324
282,99.673,99.701,99.701,100.454,100.422,100.288
283,99.754,99.743,99.743,100.503,100.677,100.327
284,99.681,99.792,99.792,100.437,100.549,100.307
285,99.623,99.641,99.641,100.334,100.658,100.251
286,99.641,99.571,99.571,100.341,100.519,100.212
287,99.686,99.721,99.721,100.473,100.526,100.277
288,99.765,99.681,99.681,100.307,100.601,100.229
289,99.514,99.623,99.623,100.289,100.431,100.202
290,99.687,99.671,99.671,100.347,100.384,100.224
291,99.668,99.866,99.866,100.402,100.454,100.256
292,99.601,99.766,99.766,100.223,100.475,100.196
293,99.731,99.684,99.684,100.316,100.438,100.216
294,99.593,99.706,99.706,100.254,100.593,100.222
295,99.648,99.799,99.799,100.232,100.405,100.194
296,99.693,99.641,99.641,100.286,100.415,100.167
297,99.614,99.762,99.762,100.317,100.438,100.157
298,99.716,99.724,99.724,100.282,100.439,100.198
299,99.736,99.687,99.687,100.164,100.438,100.173
300,99.654,99.689,99.689,100.279,100.561,100.175
