 ,Time(s)
1,0.000
2,0.913
3,1.912
4,2.267
5,6.424
6,9.763
7,13.101
8,16.438
9,19.850
10,23.198
11,26.645
12,30.027
13,33.410
14,36.920
15,40.431
16,43.944
17,47.455
18,50.966
19,54.547
20,58.114
21,61.815
22,65.411
23,69.170
24,72.764
25,76.134
26,79.661
27,83.361
28,86.891
29,90.531
30,94.052
31,97.667
32,101.019
33,104.613
34,107.955
35,111.531
36,115.144
37,118.480
38,122.059
39,125.681
40,129.023
41,132.541
42,136.155
43,139.528
44,143.139
45,146.478
46,150.063
47,153.699
48,157.342
49,160.679
50,164.021
51,167.636
52,170.978
53,174.598
54,178.223
55,181.925
56,185.565
57,189.220
58,192.575
59,196.160
60,199.904
61,203.300
62,206.874
63,210.325
64,213.910
65,217.310
66,220.928
67,224.324
68,227.992
69,231.405
70,234.795
71,238.481
72,242.235
73,245.923
74,249.306
75,253.037
76,256.740
77,260.155
78,263.561
79,267.254
80,270.926
81,274.337
82,277.929
83,281.321
84,284.945
85,288.321
86,291.973
87,295.363
88,299.053
89,302.500
90,306.279
91,310.019
92,313.700
93,317.433
94,321.138
95,324.544
96,327.923
97,331.324
98,335.011
99,338.394
100,341.782
101,345.154
102,348.917
103,352.309
104,355.975
105,359.664
106,363.056
107,366.419
108,369.803
109,373.194
110,376.586
111,380.199
112,383.589
113,387.211
114,390.586
115,394.201
116,397.595
117,401.219
118,404.900
119,408.308
120,411.981
121,415.673
122,419.089
123,422.782
124,426.471
125,430.182
126,433.584
127,437.222
128,440.912
129,444.646
130,448.063
131,451.740
132,455.189
133,458.599
134,462.299
135,465.946
136,469.414
137,472.905
138,476.673
139,480.097
140,483.842
141,487.569
142,491.315
143,495.014
144,498.744
145,502.221
146,505.995
147,509.712
148,513.154
149,516.581
150,520.333
151,524.160
152,527.605
153,531.344
154,535.050
155,538.730
156,542.615
157,546.345
158,550.052
159,553.840
160,557.539
161,561.303
162,565.115
163,568.925
164,572.706
165,576.203
166,579.650
167,583.095
168,586.770
169,590.514
170,594.304
171,597.977
172,601.430
173,605.234
174,608.730
175,612.187
176,615.655
177,619.466
178,623.234
179,627.018
180,630.785
181,634.584
182,638.331
183,642.052
184,645.854
185,649.593
186,653.043
187,656.828
188,660.600
189,664.435
190,667.921
191,671.820
192,675.604
193,679.387
194,683.247
195,687.106
196,690.831
197,694.603
198,698.420
199,702.296
200,706.179
201,709.677
202,713.240
203,716.730
204,720.213
205,723.727
206,727.554
207,731.256
208,735.115
209,738.883
210,742.696
211,746.228
212,750.044
213,753.874
214,757.726
215,761.553
216,765.302
217,768.807
218,772.641
219,776.145
220,779.646
221,783.176
222,786.693
223,790.188
224,793.705
225,797.626
226,801.356
227,805.147
228,808.667
229,812.177
230,815.990
231,819.493
232,823.028
233,826.860
234,830.603
235,834.362
236,838.114
237,841.902
238,845.411
239,848.928
240,852.444
241,856.295
242,860.114
243,863.861
244,867.621
245,871.384
246,875.245
247,878.757
248,882.267
249,886.086
250,889.899
251,893.404
252,897.282
253,901.098
254,904.977
255,908.486
256,912.004
257,915.896
258,919.415
259,922.938
260,926.475
261,930.322
262,934.107
263,937.885
264,941.770
265,945.666
266,949.216
267,953.085
268,956.884
269,960.754
270,964.629
271,968.502
272,972.396
273,976.274
274,980.159
275,983.713
276,987.629
277,991.586
278,995.044
279,998.934
280,1002.546
281,1006.396
282,1009.947
283,1013.856
284,1017.718
285,1021.633
286,1025.506
287,1029.401
288,1033.313
289,1037.167
290,1041.074
291,1044.930
292,1048.814
293,1052.744
294,1056.310
295,1060.235
296,1064.122
297,1067.929
298,1071.835
299,1075.725
300,1079.656
