 ,Time(s)
1,0.000
2,0.926
3,1.926
4,2.267
5,6.423
6,9.762
7,13.110
8,16.448
9,19.850
10,23.189
11,26.623
12,29.997
13,33.394
14,36.904
15,40.412
16,43.924
17,47.433
18,50.945
19,54.458
20,57.963
21,61.500
22,64.995
23,68.679
24,72.177
25,75.790
26,79.401
27,82.746
28,86.238
29,90.014
30,93.546
31,97.106
32,100.443
33,104.036
34,107.686
35,111.268
36,114.831
37,118.175
38,121.728
39,125.324
40,128.694
41,132.037
42,135.558
43,139.137
44,142.733
45,146.253
46,149.777
47,153.403
48,157.057
49,160.727
50,164.332
51,167.752
52,171.448
53,175.076
54,178.517
55,182.178
56,185.813
57,189.484
58,193.125
59,196.765
60,200.491
61,204.143
62,207.809
63,211.525
64,214.921
65,218.367
66,222.076
67,225.491
68,228.887
69,232.562
70,236.154
71,239.809
72,243.519
73,247.197
74,250.886
75,254.593
76,258.033
77,261.708
78,265.381
79,268.780
80,272.476
81,275.880
82,279.631
83,283.296
84,286.894
85,290.328
86,294.053
87,297.663
88,301.338
89,304.767
90,308.170
91,311.930
92,315.666
93,319.466
94,323.223
95,326.984
96,330.412
97,334.133
98,337.856
99,341.657
100,345.367
101,349.103
102,352.820
103,356.446
104,360.148
105,363.892
106,367.642
107,371.334
108,374.825
109,378.509
110,382.261
111,385.963
112,389.459
113,392.935
114,396.624
115,400.377
116,404.057
117,407.737
118,411.419
119,415.132
120,418.816
121,422.436
122,426.176
123,429.877
124,433.667
125,437.381
126,441.119
127,444.929
128,448.654
129,452.466
130,455.904
131,459.346
132,462.853
133,466.307
134,470.058
135,473.779
136,477.249
137,480.719
138,484.480
139,487.950
140,491.682
141,495.408
142,499.123
143,502.914
144,506.626
145,510.414
146,514.175
147,517.904
148,521.659
149,525.127
150,528.828
151,532.304
152,535.790
153,539.264
154,542.734
155,546.215
156,549.956
157,553.720
158,557.484
159,561.250
160,565.057
161,568.844
162,572.331
163,576.023
164,579.524
165,583.363
166,586.900
167,590.698
168,594.465
169,598.291
170,602.174
171,606.016
172,609.544
173,613.141
174,616.964
175,620.726
176,624.489
177,628.069
178,631.895
179,635.659
180,639.440
181,643.216
182,647.032
183,650.565
184,654.356
185,657.903
186,661.704
187,665.494
188,669.277
189,673.116
190,676.915
191,680.755
192,684.636
193,688.441
194,692.007
195,695.868
196,699.733
197,703.522
198,707.369
199,710.957
200,714.768
201,718.344
202,721.926
203,725.793
204,729.338
205,732.962
206,736.797
207,740.259
208,743.796
209,747.606
210,751.177
211,754.984
212,758.584
213,762.488
214,766.320
215,769.745
216,773.570
217,777.436
218,781.029
219,784.643
220,788.203
221,791.628
222,795.490
223,799.053
224,802.922
225,806.777
226,810.224
227,813.802
228,817.231
229,820.772
230,824.369
231,828.238
232,832.083
233,835.687
234,839.506
235,843.425
236,847.024
237,850.469
238,854.325
239,857.955
240,861.556
241,865.200
242,868.830
243,872.316
244,875.812
245,879.272
246,882.887
247,886.487
248,890.339
249,893.943
250,897.831
251,901.283
252,905.166
253,909.028
254,912.900
255,916.775
256,920.333
257,923.763
258,927.353
259,930.991
260,934.907
261,938.478
262,942.408
263,946.271
264,950.210
265,953.665
266,957.293
267,960.895
268,964.234
269,967.687
270,971.239
271,974.686
272,978.260
273,981.717
274,985.281
275,988.752
276,992.333
277,995.854
278,999.500
279,1003.382
280,1007.037
281,1010.609
282,1014.126
283,1017.739
284,1021.309
285,1024.745
286,1028.345
287,1031.944
288,1035.604
289,1039.290
290,1042.939
291,1046.628
292,1050.275
293,1053.897
294,1057.265
295,1060.896
296,1064.235
297,1067.890
298,1071.554
299,1075.157
300,1078.834
