 ,Time(s)
1,0.067
2,1.067
3,2.067
4,2.363
5,2.511
6,2.658
7,2.805
8,2.952
9,3.101
10,3.250
11,3.396
12,3.544
13,3.691
14,3.838
15,3.985
16,4.132
17,4.279
18,4.426
19,4.575
20,4.722
21,4.869
22,5.016
23,5.163
24,5.311
25,5.458
26,5.605
27,5.752
28,5.901
29,6.048
30,6.195
31,6.342
32,6.489
33,6.637
34,6.784
35,6.932
36,7.079
37,7.227
38,7.374
39,7.521
40,7.668
41,7.816
42,7.963
43,8.110
44,8.258
45,8.405
46,8.552
47,8.699
48,8.846
49,8.993
50,9.141
51,9.288
52,9.435
53,9.583
54,9.730
55,9.876
56,10.024
57,10.171
58,10.318
59,10.465
60,10.613
61,10.760
62,10.907
63,11.054
64,11.201
65,11.348
66,11.496
67,11.643
68,11.790
69,11.938
70,12.085
71,12.232
72,12.379
73,12.526
74,12.673
75,12.820
76,12.968
77,13.116
78,13.263
79,13.410
80,13.557
81,13.704
82,13.851
83,13.998
84,14.145
85,14.292
86,14.440
87,14.588
88,14.735
89,14.883
90,15.030
91,15.177
92,15.325
93,15.473
94,15.620
95,15.767
96,15.914
97,16.062
98,16.209
99,16.356
100,16.503
101,16.650
102,16.799
103,16.946
104,17.093
105,17.240
106,17.388
107,17.536
108,17.683
109,17.831
110,17.977
111,18.125
112,18.272
113,18.419
114,18.566
115,18.714
116,18.861
117,19.008
118,19.156
119,19.303
120,19.450
121,19.599
122,19.747
123,19.894
124,20.042
125,20.189
126,20.337
127,20.484
128,20.631
129,20.778
130,20.925
131,21.072
132,21.220
133,21.367
134,21.514
135,21.661
136,21.808
137,21.955
138,22.102
139,22.250
140,22.397
141,22.545
142,22.692
143,22.840
144,22.987
145,23.135
146,23.282
147,23.430
148,23.577
149,23.724
150,23.873
151,24.020
152,24.168
153,24.315
154,24.499
155,24.646
156,24.795
157,24.943
158,25.090
159,25.237
160,25.384
161,25.533
162,25.680
163,25.828
164,25.975
165,26.122
166,26.269
167,26.416
168,26.563
169,26.710
170,26.858
171,27.006
172,27.153
173,27.300
174,27.447
175,27.594
176,27.742
177,27.889
178,28.037
179,28.185
180,28.332
181,28.480
182,28.627
183,28.774
184,28.921
185,29.068
186,29.215
187,29.362
188,29.510
189,29.657
190,29.804
191,29.952
192,30.099
193,30.246
194,30.395
195,30.542
196,30.690
197,30.837
198,30.984
199,31.132
200,31.279
201,31.426
202,31.573
203,31.720
204,31.868
205,32.015
206,32.162
207,32.310
