 ,Time(s)
1,0.078
2,1.078
3,2.078
4,2.369
5,2.515
6,2.662
7,2.808
8,2.955
9,3.101
10,3.248
11,3.395
12,3.542
13,3.688
14,3.834
15,3.981
16,4.127
17,4.274
18,4.420
19,4.567
20,4.713
21,4.860
22,5.007
23,5.154
24,5.300
25,5.447
26,5.594
27,5.741
28,5.888
29,6.035
30,6.181
31,6.327
32,6.473
33,6.620
34,6.766
35,6.913
36,7.059
37,7.206
38,7.352
39,7.498
40,7.644
41,7.791
42,7.937
43,8.083
44,8.230
45,8.376
46,8.522
47,8.669
48,8.815
49,8.961
50,9.109
51,9.256
52,9.403
53,9.549
54,9.695
55,9.842
56,9.988
57,10.134
58,10.282
59,10.428
60,10.574
61,10.720
62,10.867
63,11.013
64,11.159
65,11.306
66,11.452
67,11.599
68,11.745
69,11.891
70,12.038
71,12.184
72,12.330
73,12.476
74,12.623
75,12.769
76,12.916
77,13.062
78,13.208
79,13.355
80,13.501
81,13.648
82,13.794
83,13.940
84,14.087
85,14.233
86,14.380
87,14.526
88,14.673
89,14.819
90,14.965
91,15.112
92,15.258
93,15.404
94,15.551
95,15.697
96,15.844
97,15.990
98,16.136
99,16.283
100,16.429
101,16.575
102,16.722
103,16.868
104,17.015
105,17.161
106,17.307
107,17.454
108,17.600
109,17.747
110,17.894
111,18.040
112,18.187
113,18.333
114,18.479
115,18.626
116,18.772
117,18.919
118,19.065
119,19.211
120,19.358
121,19.504
122,19.651
123,19.798
124,19.945
125,20.092
126,20.238
127,20.384
128,20.532
129,20.678
130,20.825
131,20.971
132,21.118
133,21.264
134,21.410
135,21.557
136,21.703
137,21.850
138,21.997
139,22.143
140,22.289
141,22.436
142,22.582
143,22.728
144,22.875
145,23.021
146,23.168
147,23.314
148,23.460
149,23.606
150,23.753
151,23.899
152,24.046
153,24.192
154,24.339
155,24.521
156,24.668
157,24.814
158,24.961
159,25.107
160,25.253
161,25.400
162,25.546
163,25.693
164,25.839
165,25.985
166,26.132
167,26.278
168,26.425
169,26.571
170,26.718
171,26.864
172,27.010
173,27.157
174,27.303
175,27.449
176,27.596
177,27.742
178,27.888
179,28.035
180,28.182
181,28.328
182,28.475
183,28.621
184,28.768
185,28.914
186,29.061
187,29.207
188,29.354
189,29.500
190,29.646
191,29.793
192,29.939
193,30.086
194,30.232
195,30.379
196,30.526
197,30.672
198,30.819
199,30.965
200,31.112
201,31.258
202,31.405
203,31.551
204,31.698
205,31.845
206,31.991
207,32.138
208,32.284
