 ,Time(s)
1,0.015
2,1.016
3,2.016
4,2.326
5,2.473
6,2.620
7,2.767
8,2.913
9,3.060
10,3.207
11,3.353
12,3.500
13,3.647
14,3.794
15,3.940
16,4.087
17,4.234
18,4.381
19,4.527
20,4.675
21,4.822
22,4.969
23,5.116
24,5.263
25,5.410
26,5.557
27,5.703
28,5.850
29,5.997
30,6.144
31,6.290
32,6.437
33,6.584
34,6.730
35,6.877
36,7.024
37,7.171
38,7.318
39,7.464
40,7.611
41,7.758
42,7.905
43,8.052
44,8.198
45,8.345
46,8.492
47,8.639
48,8.785
49,8.932
50,9.079
51,9.225
52,9.373
53,9.520
54,9.667
55,9.813
56,9.960
57,10.107
58,10.254
59,10.401
60,10.547
61,10.694
62,10.841
63,10.987
64,11.134
65,11.281
66,11.428
67,11.574
68,11.722
69,11.869
70,12.015
71,12.162
72,12.309
73,12.456
74,12.603
75,12.749
76,12.896
77,13.043
78,13.190
79,13.336
80,13.483
81,13.630
82,13.777
83,13.923
84,14.070
85,14.217
86,14.364
87,14.511
88,14.658
89,14.804
90,14.951
91,15.098
92,15.245
93,15.391
94,15.538
95,15.685
96,15.831
97,15.978
98,16.125
99,16.272
100,16.418
101,16.565
102,16.712
103,16.858
104,17.005
105,17.152
106,17.299
107,17.446
108,17.593
109,17.740
110,17.886
111,18.033
112,18.180
113,18.326
114,18.473
115,18.619
116,18.766
117,18.913
118,19.060
119,19.207
120,19.354
121,19.504
122,19.651
123,19.798
124,19.945
125,20.092
126,20.238
127,20.385
128,20.532
129,20.678
130,20.825
131,20.971
132,21.118
133,21.265
134,21.412
135,21.558
136,21.705
137,21.852
138,21.999
139,22.146
140,22.293
141,22.440
142,22.586
143,22.733
144,22.880
145,23.028
146,23.175
147,23.321
148,23.468
149,23.615
150,23.765
151,23.911
152,24.059
153,24.205
154,24.353
155,24.536
156,24.683
157,24.829
158,24.977
159,25.123
160,25.270
161,25.417
162,25.564
163,25.710
164,25.857
165,26.004
166,26.151
167,26.297
168,26.444
169,26.591
170,26.738
171,26.884
172,27.031
173,27.178
174,27.325
175,27.472
176,27.618
177,27.766
178,27.913
179,28.059
180,28.206
181,28.353
182,28.500
183,28.647
184,28.794
185,28.941
186,29.088
187,29.235
188,29.382
189,29.529
190,29.676
191,29.822
192,29.969
193,30.116
194,30.263
195,30.410
196,30.557
197,30.703
198,30.850
199,30.997
200,31.144
201,31.291
202,31.438
203,31.584
204,31.731
205,31.878
206,32.025
207,32.172
208,32.318
