 ,Time(s)
1,0.078
2,1.079
3,2.079
4,2.371
5,2.518
6,2.665
7,2.811
8,2.958
9,3.104
10,3.250
11,3.397
12,3.544
13,3.690
14,3.837
15,3.984
16,4.130
17,4.277
18,4.423
19,4.570
20,4.716
21,4.863
22,5.009
23,5.156
24,5.302
25,5.449
26,5.596
27,5.742
28,5.889
29,6.035
30,6.182
31,6.329
32,6.476
33,6.622
34,6.769
35,6.915
36,7.062
37,7.209
38,7.355
39,7.502
40,7.648
41,7.795
42,7.941
43,8.088
44,8.234
45,8.380
46,8.527
47,8.673
48,8.819
49,8.966
50,9.112
51,9.259
52,9.405
53,9.552
54,9.698
55,9.845
56,9.991
57,10.137
58,10.284
59,10.430
60,10.577
61,10.724
62,10.870
63,11.017
64,11.163
65,11.310
66,11.457
67,11.604
68,11.750
69,11.897
70,12.043
71,12.189
72,12.336
73,12.483
74,12.629
75,12.775
76,12.922
77,13.069
78,13.215
79,13.362
80,13.508
81,13.655
82,13.801
83,13.948
84,14.094
85,14.241
86,14.387
87,14.534
88,14.680
89,14.827
90,14.973
91,15.119
92,15.266
93,15.412
94,15.558
95,15.705
96,15.851
97,15.998
98,16.144
99,16.291
100,16.437
101,16.584
102,16.730
103,16.876
104,17.023
105,17.169
106,17.316
107,17.462
108,17.609
109,17.755
110,17.902
111,18.048
112,18.194
113,18.341
114,18.487
115,18.634
116,18.780
117,18.927
118,19.073
119,19.220
120,19.366
121,19.513
122,19.659
123,19.807
124,19.953
125,20.100
126,20.246
127,20.392
128,20.539
129,20.685
130,20.834
131,20.981
132,21.128
133,21.274
134,21.421
135,21.567
136,21.714
137,21.897
138,22.043
139,22.190
140,22.336
141,22.482
142,22.629
143,22.775
144,22.922
145,23.069
146,23.215
147,23.362
148,23.508
149,23.655
150,23.802
151,23.948
152,24.095
153,24.241
154,24.387
155,24.534
156,24.680
157,24.827
158,24.974
159,25.120
160,25.267
161,25.414
162,25.560
163,25.706
164,25.853
165,25.999
166,26.146
167,26.293
168,26.440
169,26.586
170,26.732
171,26.879
172,27.025
173,27.172
174,27.319
175,27.465
176,27.611
177,27.758
178,27.904
179,28.051
180,28.197
181,28.344
182,28.490
183,28.637
184,28.783
185,28.930
186,29.076
187,29.223
188,29.370
189,29.516
190,29.663
191,29.810
192,29.957
193,30.104
194,30.250
195,30.396
196,30.543
197,30.690
198,30.836
199,30.983
200,31.129
201,31.276
202,31.422
203,31.569
204,31.715
205,31.862
206,32.008
207,32.155
208,32.301
