 ,Time(s)
1,0.071
2,1.072
3,2.072
4,2.365
5,2.512
6,2.659
7,2.806
8,2.953
9,3.100
10,3.248
11,3.395
12,3.543
13,3.692
14,3.840
15,3.987
16,4.134
17,4.281
18,4.428
19,4.576
20,4.724
21,4.871
22,5.018
23,5.166
24,5.316
25,5.463
26,5.610
27,5.757
28,5.904
29,6.051
30,6.198
31,6.345
32,6.492
33,6.641
34,6.789
35,6.936
36,7.083
37,7.230
38,7.377
39,7.525
40,7.673
41,7.820
42,7.968
43,8.116
44,8.264
45,8.412
46,8.558
47,8.706
48,8.854
49,9.001
50,9.148
51,9.295
52,9.442
53,9.588
54,9.737
55,9.884
56,10.032
57,10.179
58,10.325
59,10.473
60,10.621
61,10.769
62,10.916
63,11.063
64,11.212
65,11.359
66,11.506
67,11.652
68,11.800
69,11.948
70,12.095
71,12.242
72,12.389
73,12.536
74,12.683
75,12.830
76,12.978
77,13.125
78,13.271
79,13.420
80,13.567
81,13.715
82,13.863
83,14.013
84,14.160
85,14.308
86,14.455
87,14.603
88,14.750
89,14.897
90,15.044
91,15.192
92,15.339
93,15.486
94,15.634
95,15.781
96,15.928
97,16.076
98,16.223
99,16.372
100,16.519
101,16.666
102,16.814
103,16.961
104,17.109
105,17.256
106,17.403
107,17.551
108,17.698
109,17.845
110,17.992
111,18.139
112,18.286
113,18.433
114,18.581
115,18.729
116,18.877
117,19.024
118,19.171
119,19.318
120,19.467
121,19.616
122,19.765
123,19.912
124,20.060
125,20.207
126,20.354
127,20.501
128,20.648
129,20.795
130,20.942
131,21.090
132,21.237
133,21.384
134,21.531
135,21.679
136,21.826
137,21.973
138,22.120
139,22.266
140,22.415
141,22.562
142,22.709
143,22.857
144,23.004
145,23.152
146,23.298
147,23.446
148,23.593
149,23.776
150,23.923
151,24.070
152,24.217
153,24.364
154,24.511
155,24.658
156,24.805
157,24.952
158,25.099
159,25.248
160,25.396
161,25.543
162,25.690
163,25.837
164,25.985
165,26.132
166,26.280
167,26.427
168,26.576
169,26.725
170,26.872
171,27.019
172,27.167
173,27.314
174,27.461
175,27.609
176,27.756
177,27.903
178,28.052
179,28.198
180,28.346
181,28.494
182,28.641
183,28.788
184,28.936
185,29.083
186,29.231
187,29.378
188,29.526
189,29.675
190,29.822
191,29.969
192,30.118
193,30.264
194,30.411
195,30.558
196,30.705
197,30.853
198,30.999
199,31.148
200,31.299
201,31.446
202,31.593
203,31.741
204,31.888
205,32.035
206,32.183
207,32.330
