 ,Time(s)
1,0.068
2,1.069
3,2.068
4,2.362
5,2.510
6,2.657
7,2.804
8,2.953
9,3.102
10,3.249
11,3.396
12,3.543
13,3.690
14,3.838
15,3.985
16,4.132
17,4.279
18,4.425
19,4.574
20,4.722
21,4.869
22,5.017
23,5.164
24,5.311
25,5.459
26,5.606
27,5.753
28,5.904
29,6.052
30,6.201
31,6.350
32,6.497
33,6.643
34,6.791
35,6.937
36,7.085
37,7.232
38,7.379
39,7.527
40,7.676
41,7.824
42,7.973
43,8.124
44,8.271
45,8.419
46,8.567
47,8.714
48,8.861
49,9.008
50,9.155
51,9.303
52,9.452
53,9.599
54,9.746
55,9.894
56,10.041
57,10.188
58,10.335
59,10.482
60,10.631
61,10.780
62,10.929
63,11.078
64,11.227
65,11.373
66,11.520
67,11.667
68,11.814
69,11.962
70,12.109
71,12.256
72,12.404
73,12.553
74,12.702
75,12.851
76,12.998
77,13.147
78,13.294
79,13.441
80,13.588
81,13.735
82,13.882
83,14.030
84,14.179
85,14.327
86,14.477
87,14.624
88,14.774
89,14.921
90,15.068
91,15.216
92,15.363
93,15.509
94,15.659
95,15.808
96,15.960
97,16.107
98,16.257
99,16.404
100,16.551
101,16.698
102,16.845
103,16.993
104,17.140
105,17.289
106,17.438
107,17.587
108,17.734
109,17.881
110,18.030
111,18.177
112,18.325
113,18.472
114,18.618
115,18.768
116,18.917
117,19.066
118,19.214
119,19.364
120,19.511
121,19.660
122,19.807
123,19.954
124,20.102
125,20.248
126,20.398
127,20.547
128,20.695
129,20.842
130,20.989
131,21.138
132,21.285
133,21.432
134,21.579
135,21.726
136,21.876
137,22.023
138,22.173
139,22.322
140,22.469
141,22.616
142,22.763
143,22.912
144,23.059
145,23.207
146,23.354
147,23.501
148,23.649
149,23.800
150,23.946
151,24.093
152,24.240
153,24.387
154,24.570
155,24.718
156,24.865
157,25.011
158,25.160
159,25.309
160,25.456
161,25.604
162,25.754
163,25.902
164,26.049
165,26.197
166,26.344
167,26.491
168,26.638
169,26.786
170,26.935
171,27.087
172,27.233
173,27.381
174,27.528
175,27.675
176,27.822
177,27.969
178,28.118
179,28.267
180,28.415
181,28.562
182,28.709
183,28.858
184,29.005
185,29.154
186,29.301
187,29.449
188,29.596
189,29.742
190,29.891
191,30.040
192,30.188
193,30.335
194,30.482
195,30.629
196,30.776
197,30.924
198,31.071
199,31.218
200,31.367
201,31.514
202,31.662
203,31.809
204,31.957
205,32.104
206,32.251
