 ,Time(s)
1,0.076
2,1.077
3,2.076
4,2.369
5,2.516
6,2.663
7,2.810
8,2.958
9,3.105
10,3.252
11,3.399
12,3.546
13,3.693
14,3.840
15,3.987
16,4.133
17,4.280
18,4.427
19,4.574
20,4.720
21,4.867
22,5.013
23,5.161
24,5.308
25,5.454
26,5.601
27,5.747
28,5.894
29,6.040
30,6.187
31,6.334
32,6.481
33,6.627
34,6.774
35,6.920
36,7.067
37,7.214
38,7.360
39,7.507
40,7.653
41,7.800
42,7.947
43,8.094
44,8.242
45,8.389
46,8.537
47,8.684
48,8.831
49,8.978
50,9.125
51,9.272
52,9.419
53,9.566
54,9.713
55,9.859
56,10.006
57,10.152
58,10.299
59,10.446
60,10.593
61,10.740
62,10.887
63,11.034
64,11.181
65,11.329
66,11.475
67,11.622
68,11.769
69,11.915
70,12.062
71,12.209
72,12.355
73,12.502
74,12.649
75,12.795
76,12.942
77,13.089
78,13.235
79,13.382
80,13.528
81,13.676
82,13.822
83,13.969
84,14.115
85,14.263
86,14.409
87,14.556
88,14.703
89,14.849
90,14.996
91,15.143
92,15.289
93,15.436
94,15.583
95,15.729
96,15.876
97,16.022
98,16.169
99,16.315
100,16.462
101,16.609
102,16.755
103,16.902
104,17.048
105,17.195
106,17.343
107,17.489
108,17.636
109,17.782
110,17.929
111,18.075
112,18.222
113,18.369
114,18.515
115,18.661
116,18.808
117,18.955
118,19.102
119,19.249
120,19.399
121,19.546
122,19.692
123,19.838
124,19.985
125,20.131
126,20.278
127,20.424
128,20.571
129,20.717
130,20.863
131,21.009
132,21.156
133,21.305
134,21.453
135,21.600
136,21.747
137,21.894
138,22.041
139,22.187
140,22.334
141,22.481
142,22.627
143,22.774
144,22.922
145,23.069
146,23.215
147,23.362
148,23.508
149,23.655
150,23.801
151,23.948
152,24.095
153,24.242
154,24.388
155,24.571
156,24.718
157,24.865
158,25.011
159,25.157
160,25.304
161,25.450
162,25.597
163,25.743
164,25.890
165,26.036
166,26.183
167,26.329
168,26.476
169,26.623
170,26.770
171,26.916
172,27.062
173,27.209
174,27.355
175,27.502
176,27.649
177,27.795
178,27.942
179,28.089
180,28.236
181,28.383
182,28.529
183,28.676
184,28.823
185,28.969
186,29.116
187,29.262
188,29.409
189,29.555
190,29.702
191,29.848
192,29.995
193,30.142
194,30.289
195,30.435
196,30.582
197,30.728
198,30.875
199,31.022
200,31.169
201,31.315
202,31.462
203,31.608
204,31.755
205,31.902
206,32.048
207,32.195
208,32.342
