 ,Time(s)
1,0.074
2,1.075
3,2.075
4,2.368
5,2.515
6,2.663
7,2.810
8,2.958
9,3.105
10,3.252
11,3.399
12,3.547
13,3.695
14,3.842
15,3.989
16,4.137
17,4.284
18,4.431
19,4.578
20,4.727
21,4.874
22,5.023
23,5.170
24,5.318
25,5.465
26,5.612
27,5.760
28,5.907
29,6.054
30,6.202
31,6.349
32,6.496
33,6.643
34,6.791
35,6.938
36,7.085
37,7.232
38,7.380
39,7.527
40,7.674
41,7.821
42,7.968
43,8.116
44,8.263
45,8.410
46,8.557
47,8.705
48,8.853
49,9.002
50,9.149
51,9.296
52,9.443
53,9.591
54,9.738
55,9.888
56,10.035
57,10.183
58,10.330
59,10.477
60,10.626
61,10.775
62,10.924
63,11.071
64,11.218
65,11.365
66,11.513
67,11.660
68,11.807
69,11.954
70,12.100
71,12.247
72,12.394
73,12.542
74,12.689
75,12.837
76,12.984
77,13.131
78,13.279
79,13.426
80,13.573
81,13.723
82,13.869
83,14.016
84,14.164
85,14.311
86,14.458
87,14.606
88,14.753
89,14.900
90,15.047
91,15.196
92,15.345
93,15.492
94,15.639
95,15.786
96,15.933
97,16.081
98,16.228
99,16.375
100,16.522
101,16.671
102,16.819
103,16.966
104,17.113
105,17.261
106,17.408
107,17.556
108,17.702
109,17.850
110,17.997
111,18.144
112,18.291
113,18.438
114,18.585
115,18.732
116,18.879
117,19.028
118,19.178
119,19.325
120,19.473
121,19.620
122,19.767
123,19.915
124,20.062
125,20.209
126,20.356
127,20.503
128,20.652
129,20.800
130,20.949
131,21.096
132,21.243
133,21.390
134,21.537
135,21.684
136,21.831
137,21.979
138,22.127
139,22.273
140,22.423
141,22.570
142,22.717
143,22.864
144,23.011
145,23.158
146,23.306
147,23.454
148,23.601
149,23.748
150,23.897
151,24.044
152,24.191
153,24.338
154,24.522
155,24.669
156,24.816
157,24.964
158,25.111
159,25.259
160,25.409
161,25.555
162,25.703
163,25.850
164,25.997
165,26.144
166,26.291
167,26.438
168,26.585
169,26.732
170,26.879
171,27.026
172,27.173
173,27.321
174,27.468
175,27.615
176,27.764
177,27.911
178,28.058
179,28.207
180,28.356
181,28.506
182,28.653
183,28.800
184,28.947
185,29.095
186,29.242
187,29.389
188,29.536
189,29.685
190,29.832
191,29.979
192,30.126
193,30.274
194,30.421
195,30.570
196,30.717
197,30.864
198,31.011
199,31.160
200,31.307
201,31.454
202,31.602
203,31.749
204,31.897
205,32.044
206,32.191
207,32.338
