 ,Time(s)
1,0.053
2,1.052
3,2.053
4,2.345
5,2.492
6,2.639
7,2.786
8,2.933
9,3.080
10,3.227
11,3.374
12,3.521
13,3.668
14,3.815
15,3.962
16,4.109
17,4.256
18,4.403
19,4.549
20,4.696
21,4.843
22,4.990
23,5.137
24,5.284
25,5.432
26,5.579
27,5.726
28,5.873
29,6.020
30,6.167
31,6.314
32,6.460
33,6.608
34,6.755
35,6.902
36,7.049
37,7.196
38,7.343
39,7.490
40,7.637
41,7.783
42,7.930
43,8.078
44,8.225
45,8.372
46,8.519
47,8.666
48,8.813
49,8.960
50,9.106
51,9.253
52,9.400
53,9.547
54,9.694
55,9.841
56,9.988
57,10.135
58,10.282
59,10.429
60,10.577
61,10.724
62,10.871
63,11.018
64,11.165
65,11.312
66,11.459
67,11.606
68,11.753
69,11.900
70,12.047
71,12.194
72,12.341
73,12.488
74,12.635
75,12.782
76,12.929
77,13.076
78,13.223
79,13.370
80,13.517
81,13.664
82,13.811
83,13.958
84,14.105
85,14.252
86,14.399
87,14.546
88,14.693
89,14.840
90,14.987
91,15.135
92,15.282
93,15.429
94,15.576
95,15.723
96,15.870
97,16.017
98,16.163
99,16.310
100,16.457
101,16.604
102,16.751
103,16.898
104,17.045
105,17.192
106,17.339
107,17.486
108,17.633
109,17.780
110,17.927
111,18.074
112,18.221
113,18.369
114,18.515
115,18.662
116,18.809
117,18.956
118,19.103
119,19.250
120,19.397
121,19.544
122,19.691
123,19.838
124,19.985
125,20.132
126,20.279
127,20.426
128,20.573
129,20.720
130,20.867
131,21.014
132,21.161
133,21.308
134,21.455
135,21.602
136,21.749
137,21.896
138,22.043
139,22.190
140,22.337
141,22.485
142,22.632
143,22.779
144,22.926
145,23.073
146,23.219
147,23.366
148,23.516
149,23.663
150,23.810
151,23.957
152,24.104
153,24.251
154,24.398
155,24.545
156,24.692
157,24.839
158,24.986
159,25.133
160,25.280
161,25.427
162,25.574
163,25.721
164,25.868
165,26.015
166,26.162
167,26.309
168,26.456
169,26.603
170,26.750
171,26.898
172,27.045
173,27.192
174,27.338
175,27.485
176,27.632
177,27.780
178,27.927
179,28.074
180,28.221
181,28.368
182,28.516
183,28.663
184,28.810
185,28.957
186,29.104
187,29.252
188,29.399
189,29.546
190,29.693
191,29.839
192,29.986
193,30.134
194,30.317
195,30.463
196,30.610
197,30.757
198,30.904
199,31.051
200,31.198
201,31.345
202,31.492
203,31.639
204,31.786
205,31.933
206,32.080
207,32.227
